822307666311557120	WstnAssen	Weer in Assen om 06:00u Baro 1036.8hPa Tmp -5.6gr. Gev.tmp -5.6gr. Wind 0.0 km/h N UV 0.0 Dwp -6.8gr. Nrslg 0.0mm Vocht 91 Pct #Assen	Weer in Assen om 06:00u Baro 1036.8 hPa Tmp -5.6 gr . Gev . tmp -5.6 gr . Wind 0.0 km /h N UV 0.0 Dwp -6.8 gr . Nrslg 0.0 mm Vocht 91 Pct #Assen
822315849314799616	marcel_hgl1970	@ellhvl goedemorgen Ellen en een fijne dag vandaag	@ellhvl goedemorgen Ellen en een fijne dag vandaag
822315849646100482	KhbrM	@ArnoLommers mmmm, wil ik ook wel!	@ArnoLommers mmmm , wil ik ook wel !
822315850707259392	radiobakker	Auto rijdt bewust in op voetgangers Melbourne: zeker drie doden https://t.co/MEWYZuvCIU	Auto rijdt bewust in op voetgangers Melbourne : zeker drie doden https://t.co/MEWYZuvCIU
822315853014188037	fampoes	RT @floortjedessing: Immens verdrietig voor de slachtoffers maar angst voor dit soort gebeurtenissen mag nooit ons leven gaan bepalen!!	RT @floortjedessing : Immens verdrietig voor de slachtoffers maar angst voor dit soort gebeurtenissen mag nooit ons leven gaan bepalen !!
822315859825737728	fampoes	RT @floortjedessing: Schijnt geen terroristische aanslag te zijn	RT @floortjedessing : Schijnt geen terroristische aanslag te zijn
822315863885778944	arjenUSA	De #TrumpDaily zal voorlopig ook nog op de website van de NOS verschijnen. https://t.co/vejISV2xiX	De #TrumpDaily zal voorlopig ook nog op de website van de NOS verschijnen . https://t.co/vejISV2xiX
822315863998988288	BRUZZbe	Westland Shopping Center heropent zaterdag slechts gedeeltelijk https://t.co/Tk0npmDjN1	Westland Shopping Center heropent zaterdag slechts gedeeltelijk https://t.co/Tk0npmDjN1
822315864976297984	AnnekeVisser1	@13YvP goedemorgen Yolanda. Fijne dag ☕🤗😀	@13YvP goedemorgen Yolanda . Fijne dag ☕🤗😀
822315867828404225	TheBlazeTuber	@EarthHunther daar bestaan oplossingen voor...	@EarthHunther daar bestaan oplossingen voor ...
822315868004548611	1deadwalker	Drugsbaron ‘El Chapo’ uitgeleverd aan de VS https://t.co/tE29weigs2	Drugsbaron ‘ El Chapo ’ uitgeleverd aan de VS https://t.co/tE29weigs2
822315868231081988	hengelonieuws	Kleur bekennen tweede jaargang. Aflevering 38: Miriam Doeschot Miriam Doeschot-#Reuver, jarenlang was zij een ver… https://t.co/bDcelZm0Yh	Kleur bekennen tweede jaargang . Aflevering 38: Miriam Doeschot Miriam Doeschot - #Reuver , jarenlang was zij een ver … https://t.co/bDcelZm0Yh
822315868969283585	EllenRabelink	RT @elineinhetgroen: Bedankt voor de mooie samenwerking @HCrielaars! https://t.co/yr5trszurQ	RT @elineinhetgroen : Bedankt voor de mooie samenwerking @HCrielaars ! https://t.co/yr5trszurQ
822315869757804545	timhd_tim	Ik moet echt meer gaan tweeten	Ik moet echt meer gaan tweeten
822315870089134080	RHRDam	RT @HarmHubbeling: Gefeliciteerd @GroningerHavens met het afgelopen topjaar! #trots en dankbaar mede namens @TauwNL om met jullie same…	RT @HarmHubbeling : Gefeliciteerd @GroningerHavens met het afgelopen topjaar ! #trots en dankbaar mede namens @TauwNL om met jullie same …
822315873885003777	bezorgdeburgerh	RT @deBankzitter: als je geen humor hebt en je mist elke vorm van creativiteit en je bent n held in t donker dan pak je dus n pot verf. Hoe…	RT @deBankzitter : als je geen humor hebt en je mist elke vorm van creativiteit en je bent n held in t donker dan pak je dus n pot verf . Hoe …
822315874786738178	peterstreef	RT @BOPBV: Eenverdieners eisen volledige heffingskorting bij gerechtshof https://t.co/z5SiJyphtD	RT @BOPBV : Eenverdieners eisen volledige heffingskorting bij gerechtshof https://t.co/z5SiJyphtD
822315877194342401	richardpot	Klazina - Mijn allergrootste liefde (officiële videoclip): https://t.co/8OEAUetYsd via @YouTube	Klazina - Mijn allergrootste liefde ( officiële videoclip ): https://t.co/8OEAUetYsd via @YouTube
822315877055873024	HesselHVisser	@giolippens @NPORadio1 Goed gedaan jongens!! Mooie erkenning voor een mooi 'product'. Top.	@giolippens @NPORadio1 Goed gedaan jongens !! Mooie erkenning voor een mooi ' product '. Top .
822315880134557697	Breda_Nieuws	Kritiek op afschaffen kerstboomverbranding #Breda Is het echt nodig om de kerstboomverbrandingen in de gemeente #B… https://t.co/lxE2r7pUG7	Kritiek op afschaffen kerstboomverbranding #Breda Is het echt nodig om de kerstboomverbrandingen in de gemeente #B … https://t.co/lxE2r7pUG7
822315882500104192	aishxivk	ik ben zo ziek, ik ben gewoon nog steeds wakker omdat ik de heletijd moet hoesten en shit :(	ik ben zo ziek , ik ben gewoon nog steeds wakker omdat ik de heletijd moet hoesten en shit :(
822315886207848449	sgroen72	RT @ziekenhuis_nl: Meer dan 200 organisaties openen deuren tijdens eerste nationale eHealthweek van 21 t/m 27 januari…	RT @ziekenhuis_nl : Meer dan 200 organisaties openen deuren tijdens eerste nationale eHealthweek van 21 t/m 27 januari …
822315891874369536	YerusalemIsArab	RT @197winstonsmith: Petitie Telegraaf adverteerders meer dan 25.000 X ondertekend! https://t.co/zwf11e9Gsd https://t.co/xDf3W1GXHZ	RT @197winstonsmith : Petitie Telegraaf adverteerders meer dan 25.000 X ondertekend ! https://t.co/zwf11e9Gsd https://t.co/xDf3W1GXHZ
822315892973285382	debeleggersgids	Welke psychologie drijft beleggers op de aandelenmarkt? https://t.co/aM2dtk4RHR https://t.co/LcIUdfiOKx	Welke psychologie drijft beleggers op de aandelenmarkt ? https://t.co/aM2dtk4RHR https://t.co/LcIUdfiOKx
822315894047019010	BSaanen	@BuienRadarNL @MeteoGroupWeer @Weerplaza @weeronline koude start bij -6.3 gr. om 06.15u. https://t.co/MkIkJRa6qU	@BuienRadarNL @MeteoGroupWeer @Weerplaza @weeronline koude start bij -6.3 gr . om 06.15u. https://t.co/MkIkJRa6qU
822315897293455362	menbearpig1	RT @Weerprimeur: Alles leek er al op gisteren (namiddag) dat het kouder zou worden naar vrijdag. Hieronder de (voorlopig) opgetreden…	RT @Weerprimeur : Alles leek er al op gisteren ( namiddag ) dat het kouder zou worden naar vrijdag . Hieronder de ( voorlopig ) opgetreden …
822315900082630656	cyndaquiIava	@hailadversary oops heb ik je nou beledigd? Dan sorry, maar goed tho	@hailadversary oops heb ik je nou beledigd ? Dan sorry , maar goed tho
822315903672991744	MCWBarnhoorn	RT @Daggie1980: Mooie slotwoorden van @SouhailChaghou1 Niet denken in plannen, maar spreken over dromen. Dromen bepalen onze geschiedenis.…	RT @Daggie1980 : Mooie slotwoorden van @SouhailChaghou1 Niet denken in plannen , maar spreken over dromen . Dromen bepalen onze geschiedenis .…
822315904683753472	marcel_hgl1970	@Miauwzie goedemorgen Ilse en een fijne dag vandaag	@Miauwzie goedemorgen Ilse en een fijne dag vandaag
822315905086435330	lucia271	@renate_nijmegen goedemorgen Renate wens jou ook een mooie dag	@renate_nijmegen goedemorgen Renate wens jou ook een mooie dag
822315905463914497	YerusalemIsArab	RT @Yasminaelx: Vooral voor etnische en religieuze minderheden zijn de gevolgen ingrijpend. De angst wint het van de mensenrechten. https:/…	RT @Yasminaelx : Vooral voor etnische en religieuze minderheden zijn de gevolgen ingrijpend . De angst wint het van de mensenrechten . https:/ …
822315906495676416	dutchtvnl	Goh ook toevallig !!! Opperrechter Brazilië dood bij vliegtuigcrash https://t.co/3qnWKwBrGh https://t.co/rRAkH8ScQ7 via @telegraaf	Goh ook toevallig !!! Opperrechter Brazilië dood bij vliegtuigcrash https://t.co/3qnWKwBrGh https://t.co/rRAkH8ScQ7 via @telegraaf
822315909037453314	CHMPierik	@lindemanpim En gister was het nog voetbalhumor..	@lindemanpim En gister was het nog voetbalhumor ..
822315909863731200	ElineHuizing_	RT @Domien: GELUKKIG JOHN MAYER DAG ALLEMAAL! #thesearchforeverything	RT @Domien : GELUKKIG JOHN MAYER DAG ALLEMAAL ! #thesearchforeverything
822315910023114752	ArneDoornebal	Gambianen verwijderden vannacht een billboard van president Jammeh. Straks laatste nieuws bij @BNR Jammeh krijgt tot 12 uur om te vertrekken	Gambianen verwijderden vannacht een billboard van president Jammeh . Straks laatste nieuws bij @BNR Jammeh krijgt tot 12 uur om te vertrekken
822315910551638016	CGrotesque	RT @wunderkamercast: Heksenfluit - witch flute, with death’s head & rat leg, ca. 1850. Museum aan de Stroom, Antwerpen, pic Louis de Peu…	RT @wunderkamercast : Heksenfluit - witch flute , with death ’s head & rat leg , ca . 1850. Museum aan de Stroom , Antwerpen , pic Louis de Peu …
822315911122067456	wjmdewit	RT @jesseklaver: Het kabinet houdt kolencentrales open. GroenLinks kiest voor het meest ambitieuze klimaatbeleid ooit.…	RT @jesseklaver : Het kabinet houdt kolencentrales open . GroenLinks kiest voor het meest ambitieuze klimaatbeleid ooit .…
822315912388702208	Nick1999V	Ik doe mee met de #10jaariCulture winactie voor de Philips Hue starterset https://t.co/oi8hn4OGdc /via @iCulture	Ik doe mee met de #10jaariCulture winactie voor de Philips Hue starterset https://t.co/oi8hn4OGdc / via @iCulture
822315913160425472	PBACoster	RT @AmescadorJack: Voor mij alweer de foto van het jaar, toppers 👍 @RTLGP @TimCoronel @TomCoronel https://t.co/Qop7ehTNU5	RT @AmescadorJack : Voor mij alweer de foto van het jaar , toppers 👍 @RTLGP @TimCoronel @TomCoronel https://t.co/Qop7ehTNU5
822315917975506944	Caitlin_Cant	RT @DeanSmissen: Gij ga met den tractor naart school en uw hobby is Farmville... grtjs Antwerpenaar. https://t.co/tKm0NdUGxL	RT @DeanSmissen : Gij ga met den tractor naart school en uw hobby is Farmville ... grtjs Antwerpenaar . https://t.co/tKm0NdUGxL
822315920118804480	ElineBlondeelx3	RT @lauradevos_: Eigenlijk wilt ge echt stiekem maar dat 1 persoon uw foto liket en dan bent ge gelukkig voor de rest van de dag, allé ikke…	RT @lauradevos_ : Eigenlijk wilt ge echt stiekem maar dat 1 persoon uw foto liket en dan bent ge gelukkig voor de rest van de dag , allé ikke …
822315920454320128	BaburBeg	RT @RSchreudering: "Rechters passen de wet toe" was ook een passende kop geweest. Had veel twitteraars een driftige bui bespaard. #22b…	RT @RSchreudering : " Rechters passen de wet toe " was ook een passende kop geweest . Had veel twitteraars een driftige bui bespaard . #22b …
822315924095057920	YerusalemIsArab	RT @F_azarkan: We stropen de mouwen weer. Wederom tijd om xenofobe telegraaf aan tepakken. Andere #. Vorige hebben ze met geld ges…	RT @F_azarkan : We stropen de mouwen weer . Wederom tijd om xenofobe telegraaf aan tepakken . Andere #. Vorige hebben ze met geld ges …
822315911210102785	hansstroeve	@kuonaanouk We sluiten in ieder geval stijlvol af op 31/12 samen met @LynnStephans @HeerenHarinxma * @Lauswolt #jaarwisseling #2017/2018	@kuonaanouk We sluiten in ieder geval stijlvol af op 31/12 samen met @LynnStephans @HeerenHarinxma * @Lauswolt #jaarwisseling #2017 /2018
822315929438556162	Dixitsubodh44	@aajtak haar ki jimmedaari kon lega inme se ? 😂	@aajtak haar ki jimmedaari kon lega inme se ? 😂
822315931711852544	cdric_cetn123	RT @JeroenenKoen: We zijn er bijna, we zijn er bijna, maar nog niet helemaal! #weekend	RT @JeroenenKoen : We zijn er bijna , we zijn er bijna , maar nog niet helemaal ! #weekend
822315936325566464	YerusalemIsArab	RT @asidi123: Wat kan Nederland mooi zijn https://t.co/j1dU8lIF1C	RT @asidi123 : Wat kan Nederland mooi zijn https://t.co/j1dU8lIF1C
822315940343791617	riahazenberg	RT @wltrrr: Trumps minister v Onderwijs met NL wortels vindt dat kinderen met handicap geen recht hebben op bescherming overheid https://t.…	RT @wltrrr : Trumps minister v Onderwijs met NL wortels vindt dat kinderen met handicap geen recht hebben op bescherming overheid https://t. …
822315942784868352	_Economisch	Voortaan trajectcontrole in Leopold II-tunnel https://t.co/4jMmV3RLVI	Voortaan trajectcontrole in Leopold II-tunnel https://t.co/4jMmV3RLVI
822315944466780160	DecockTiele	@justinebulckaen kheb zo tgevoel da je me uitlacht🙃	@justinebulckaen kheb zo tgevoel da je me uitlacht 🙃
822315944428978179	Little_Upbeat	@celineknowsbest inderdaad, behalve dit jaar dan. En opeens wil iedereen van me profiteren. Ja daaaaaagg!	@celineknowsbest inderdaad , behalve dit jaar dan . En opeens wil iedereen van me profiteren . Ja daaaaaagg !
822315950372335616	YerusalemIsArab	RT @F_azarkan: Dit is wat @DenkNL bedoelt met het systeemracisme. https://t.co/CFkjvxFnHv	RT @F_azarkan : Dit is wat @DenkNL bedoelt met het systeemracisme . https://t.co/CFkjvxFnHv
822315956525334530	Deugtniet	@moosmoses echt wel	@moosmoses echt wel
822315956168847361	Aquarius100262	RT @futurumopteryx: morning wens je n mooie donderdag! bij t Albertkanaal Vroenhoven/ Maastricht #nature #birds https://t.co/J5HXcCnhqs	RT @futurumopteryx : morning wens je n mooie donderdag ! bij t Albertkanaal Vroenhoven / Maastricht #nature #birds https://t.co/J5HXcCnhqs
822315958337318912	thegarrettheard	@ericpusc Ik ik 😂	@ericpusc Ik ik 😂
822315960178618368	EllenRabelink	RT @patdoornbos: 10 TIPS TEGEN OPLICHTERS! https://t.co/IrB3mxUCUf via @YouTube	RT @patdoornbos : 10 TIPS TEGEN OPLICHTERS ! https://t.co/IrB3mxUCUf via @YouTube
822315961139068928	marcel_hgl1970	@AkuiperK goedemorgen Anna en een fijne dag vandaag	@AkuiperK goedemorgen Anna en een fijne dag vandaag
822315960962990081	Mienskip	Dit voetstuk van een kinderzitje is gisteren op het plein gevonden. Deze kunt u bij meester Robert ophalen. https://t.co/jM8YJpeYkw	Dit voetstuk van een kinderzitje is gisteren op het plein gevonden . Deze kunt u bij meester Robert ophalen . https://t.co/jM8YJpeYkw
822315962200268800	martinklop	RT @POL_Akerboom: Ontroerende en overweldigende laatste groet aan collega Mario. Meeleven en collegialiteit zijn onuitwisbaar, veel s…	RT @POL_Akerboom : Ontroerende en overweldigende laatste groet aan collega Mario . Meeleven en collegialiteit zijn onuitwisbaar , veel s…
822315962024067072	YerusalemIsArab	RT @ArnoudvDoorn: Kritische vragen van #PvdE over subsidie van gem Den Haag aan Shell. Waarom 100.000 euro Haags belastinggeld naar miljard…	RT @ArnoudvDoorn : Kritische vragen van #PvdE over subsidie van gem Den Haag aan Shell . Waarom 100.000 euro Haags belastinggeld naar miljard …
822315963777368064	Vechtstromen	RT @BertJonkhans: En nog een paar winterse foto's van gisteren. #Hardenberg #vechtdal #vechtpark https://t.co/dPIlUiysNx	RT @BertJonkhans : En nog een paar winterse foto's van gisteren . #Hardenberg #vechtdal #vechtpark https://t.co/dPIlUiysNx
822315962779115521	MisophoniaMag	Aan Hen Die Geen Misofonie Hebben https://t.co/yhuQkqlnvI #misophonia https://t.co/XPDp5MIXPx	Aan Hen Die Geen Misofonie Hebben https://t.co/yhuQkqlnvI #misophonia https://t.co/XPDp5MIXPx
822315964964347904	pvanthie	@MarkHouwelingen @ADnl en dan zijn de vrouwen van de brandweermannen nog niet betrokken in de rel...	@MarkHouwelingen @ADnl en dan zijn de vrouwen van de brandweermannen nog niet betrokken in de rel ...
822315966067458051	ProviderLijst	Link Partner worden met ProviderLijst.NL? Dat kan! https://t.co/jURX7DBeZv #linkruil #link #partner #linkpartner	Link Partner worden met ProviderLijst . NL ? Dat kan ! https://t.co/jURX7DBeZv #linkruil #link #partner #linkpartner
822315966503600128	GMVDeWuilus	RT @WachEffe: @GMVDeWuilus haet weer zien bes gedoan. Op noa de Gekke Maondaag in Velde 🎵🎵🎵🎵 https://t.co/98njbRqbMQ	RT @WachEffe : @GMVDeWuilus haet weer zien bes gedoan . Op noa de Gekke Maondaag in Velde 🎵🎵🎵🎵 https://t.co/98njbRqbMQ
822315968105877505	Pendrechttweet	RT @ADnl: Tientallen gewonden, één dode nadat auto inrijdt op voetgangers Melbourne https://t.co/t6vdh2i6C3 https://t.co/H6UqfAE1ni	RT @ADnl : Tientallen gewonden , één dode nadat auto inrijdt op voetgangers Melbourne https://t.co/t6vdh2i6C3 https://t.co/H6UqfAE1ni
822315968344903683	BRUZZbe	De Decker vertrouwt zijn 'meerwaarde' toe aan speurders https://t.co/x2P4mJ46TG	De Decker vertrouwt zijn ' meerwaarde ' toe aan speurders https://t.co/x2P4mJ46TG
822315971595468800	Nick1999V	Ik doe mee met de #10jaariCulture #winactie voor de LaCie Porsche Design 2TB Mobile Drive https://t.co/oi8hn4OGdc /via @iCulture	Ik doe mee met de #10jaariCulture #winactie voor de LaCie Porsche Design 2 TB Mobile Drive https://t.co/oi8hn4OGdc / via @iCulture
822315972140769282	YerusalemIsArab	RT @MuslimInEurope: @lucasvanlierop @Hymanion @annefleurdd Adolf Hitler had ook miljoenen en miljoenen stemmen/aanhang.Dus wat wil je n…	RT @MuslimInEurope : @lucasvanlierop @Hymanion @annefleurdd Adolf Hitler had ook miljoenen en miljoenen stemmen / aanhang . Dus wat wil je n…
822315974296621056	Peter_Voshol	RT @hans_koevoet: Als jouw wereld je telefoonscherm is. https://t.co/9mxVj5sDqD	RT @hans_koevoet : Als jouw wereld je telefoonscherm is . https://t.co/9mxVj5sDqD
822315978402897920	NewslockerSport	Bekele moet in Dubai wereldrecordpoging marathon staken #Sport https://t.co/5h9J2i1jeA	Bekele moet in Dubai wereldrecordpoging marathon staken #Sport https://t.co/5h9J2i1jeA
822315980273512448	AnnekeVisser1	@Petersport4all cool! Veel plezier 👍🏃👊💪	@Petersport4all cool ! Veel plezier 👍🏃👊💪
822315980424548352	boznieuws	Moord was makkelijkst voor Zoubida en minnaar https://t.co/G4xVPUUDkJ	Moord was makkelijkst voor Zoubida en minnaar https://t.co/G4xVPUUDkJ
822315985587695616	NewslockerSport	'Met &lt;i&gt;allrounden&lt;/i&gt; heb ik niet veel' #Sport https://t.co/soOoa5HwY4	' Met & lt ;i& gt ; allrounden & lt ;/i& gt ; heb ik niet veel ' #Sport https://t.co/soOoa5HwY4
822315985793261568	Pendrechttweet	RT @EdAldus: Vandaag zonnig, rustig en droog. Eerst nog lichte vorst, vanmiddag wordt het +4°C. #Rijnmond	RT @EdAldus : Vandaag zonnig , rustig en droog . Eerst nog lichte vorst , vanmiddag wordt het +4°C. #Rijnmond
822315986300735488	OA_WO2	#WO2 Concentratiekamp Buchenwald: martelmethoden gedemonstreerd op poppen. https://t.co/Gfq6GPKtG8 NIOD: https://t.co/CSoTAeorLi	#WO2 Concentratiekamp Buchenwald : martelmethoden gedemonstreerd op poppen . https://t.co/Gfq6GPKtG8 NIOD : https://t.co/CSoTAeorLi
822315990075592704	Kirsitimo	RT @Leenderbos2015: Psst ! Vanaf morgen worden de dagen weer langer ;) https://t.co/IzBuWWvuIp	RT @Leenderbos2015 : Psst ! Vanaf morgen worden de dagen weer langer ;) https://t.co/IzBuWWvuIp
822315990071451649	FeyeNody	@AJOosterwijk Hoppa!!!! Gezellig....	@AJOosterwijk Hoppa !!!! Gezellig ....
822315991598120960	NewslockerSport	Sport vandaag: Derby van het Oosten en NK schaatsen #Sport https://t.co/r9vUFLLBzz	Sport vandaag : Derby van het Oosten en NK schaatsen #Sport https://t.co/r9vUFLLBzz
822315992072142848	emmaxjai	Ik ben zo verkouden😪	Ik ben zo verkouden 😪
822315992000827392	Jaron_Wie	RT @TisWietse: Morgen maar 3 u les 🤘😂	RT @TisWietse : Morgen maar 3 u les 🤘😂
822315992839634945	TreinAlert	⚠ @TreinAlert Tussen Alphen a/d Rijn en Gouda rijden geen treinen door beperkingen in de mater.. https://t.co/RPPW432jAn	⚠ @TreinAlert Tussen Alphen a/d Rijn en Gouda rijden geen treinen door beperkingen in de mater .. https://t.co/RPPW432jAn
822315993829502978	Patskeburt	@Lnd023 Ben ik al! Ik moet over een kwartiertje al weg.	@Lnd023 Ben ik al ! Ik moet over een kwartiertje al weg .
822315993393311744	wsbeerse	Het #weer in #beerse @ 06:33: temperatuur -4.3°C | luchtdruk 1036.0 hPa | wind 1.6 km/h @ ONO | neerslag vandaag… https://t.co/fEgzdVJqWh	Het #weer in #beerse @ 06:33: temperatuur -4.3°C | luchtdruk 1036.0 hPa | wind 1.6 km /h @ ONO | neerslag vandaag … https://t.co/fEgzdVJqWh
822315993468805120	Uilenfreak	Prachtig.. werk van de meester zelf.. wow https://t.co/arZXXjLrLX	Prachtig .. werk van de meester zelf .. wow https://t.co/arZXXjLrLX
