823349531916062721	Weerschoonebeek	| Temp -3.1 oC | Windsnelheid 3.9 km/h uit S | 0.0 mm neerslag| wolkenhoogte:51 meter |	| Temp -3.1 oC | Windsnelheid 3.9 km /h uit S | 0.0 mm neerslag | wolkenhoogte :51 meter |
823356454157553664	RobbieVelders	Nederlandse economen geloven niet in plannen Trump https://t.co/9mIh7X2UYJ via @NOS	Nederlandse economen geloven niet in plannen Trump https://t.co/9mIh7X2UYJ via @NOS
823356463959654400	MM_13_	RT @AndyJ_Wong: Sup Zo!!! @scottzolak #WhereIsRoger https://t.co/DD2DYTgwYN	RT @AndyJ_Wong : Sup Zo !!! @scottzolak #WhereIsRoger https://t.co/DD2DYTgwYN
823356468510556160	FRADIDA	RT @ikbenhamza: wees immer ontroerd een hart van steen is onmogelijk wanneer tranen het cement niet laat drogen	RT @ikbenhamza : wees immer ontroerd een hart van steen is onmogelijk wanneer tranen het cement niet laat drogen
823356468904792064	DannyNLD73	@RTLnieuws "bezet gebied" is gewoon de Palestijnse propaganda na ratelen. Het is dus een partijdige uitspraak. https://t.co/bWRwkag4Id	@RTLnieuws " bezet gebied " is gewoon de Palestijnse propaganda na ratelen . Het is dus een partijdige uitspraak . https://t.co/bWRwkag4Id
823356471115190272	Jeffreyforce	MineNation... lange tijd niet meer het gevoel gehad bij een mc minigame van 'Ja dit ga ik echt veel spelen' en nu toch wel weer :P	MineNation ... lange tijd niet meer het gevoel gehad bij een mc minigame van ' Ja dit ga ik echt veel spelen ' en nu toch wel weer :P
823356479726120960	pherphox	@Rik_Somers Is goed, ik rijd wel even naar Tilburg.	@Rik_Somers Is goed , ik rijd wel even naar Tilburg .
823356493160452096	syre_be	besef ik heb om 8u15 examen..	besef ik heb om 8u15 examen ..
823356501410648064	webmnr	Site management https://t.co/86HaJVj6Xc bevoegde definition digitale valuta's en blockchain wilden voor een gelukkige dag voor aanhangers	Site management https://t.co/86HaJVj6Xc bevoegde definition digitale valuta's en blockchain wilden voor een gelukkige dag voor aanhangers
823356510843633665	molomatriaal	@kim_donz woow en je hebt het al zo druk? jij kan beter comedys kijken maar jij kickt zeker op spanning haha	@kim_donz woow en je hebt het al zo druk ? jij kan beter comedys kijken maar jij kickt zeker op spanning haha
823356513767002114	ESKOBARZ	@Frrenkie hahahahaha wel echt de waarheid ja	@Frrenkie hahahahaha wel echt de waarheid ja
823356524059881473	HairBandRadio	#80sHairBands #NP: Van Halen - Dreams (86) LISTEN NOW https://t.co/lrvfDEkXZ8	#80sHairBands #NP : Van Halen - Dreams (86) LISTEN NOW https://t.co/lrvfDEkXZ8
823356538555404289	Rdraaitdoor	Nu voor u.. Mary Roos - Arizona Man ..hier bij https://t.co/IVO9UjPAmq	Nu voor u.. Mary Roos - Arizona Man .. hier bij https://t.co/IVO9UjPAmq
823356543643123724	martinyoutube24	Ik vind een @YouTube-video leuk: https://t.co/PWoPjckpNF PRS John Mayer Press Conference at Winter NAMM 2017	Ik vind een @YouTube - video leuk : https://t.co/PWoPjckpNF PRS John Mayer Press Conference at Winter NAMM 2017
823356549577834496	GiIangPratama	@wirohphelix2 @TurntGrandpa @weeknddrugs nu is het tijd om te experimenteren;)	@wirohphelix2 @TurntGrandpa @weeknddrugs nu is het tijd om te experimenteren ;)
823356555919851521	cmsNetherlands	RT @OmroepMAXlive: Honderdduizenden Nederlanders gaan niet meer naar de specialist vanwege de hoge zorgkosten... 📺 Nationaal…	RT @OmroepMAXlive : Honderdduizenden Nederlanders gaan niet meer naar de specialist vanwege de hoge zorgkosten ... 📺 Nationaal …
823356566195892226	Kenn3dyc	@KhloeDjie ik laat het lukken toch! Binnenkort collab	@KhloeDjie ik laat het lukken toch ! Binnenkort collab
823356571543543810	weergieten	Weerstation Gieten Temp:-2.9C min/max:-3.9C/-2.9C Gev.temp:-2.9C Wind:0.0 km/h ONO max:6.4 km/h Regen: 0.0 mm #weer #gieten #drenthe	Weerstation Gieten Temp :-2.9C min / max :-3.9C/-2.9C Gev . temp :-2.9C Wind :0.0 km /h ONO max :6.4 km /h Regen : 0.0 mm #weer #gieten #drenthe
823356584172453890	MaximoDirect	Onze missie: #IBM #Maximo gebruikers zo effectief mogelijk trainen. E-learning. https://t.co/O0ReJAopmE #snel https://t.co/7BaSrA1qZS	Onze missie : #IBM #Maximo gebruikers zo effectief mogelijk trainen . E-learning . https://t.co/O0ReJAopmE #snel https://t.co/7BaSrA1qZS
823356586525675521	loveinground	Een brandweerman die zich uitgeblust voelt, is nooit grappig #loveinground	Een brandweerman die zich uitgeblust voelt , is nooit grappig #loveinground
823356591122485248	i2377	#Handbalsters Foreholte hebben titelkansen weer in eigen hand: Handbal - Foreholte is weer koploper in de eerste… https://t.co/dIOmkq9Oju	#Handbalsters Foreholte hebben titelkansen weer in eigen hand : Handbal - Foreholte is weer koploper in de eerste … https://t.co/dIOmkq9Oju
823356591965609984	RadioTeddyMusic	#nowplaying #stefangwildis ~ Stefan Gwildis | Mein Meer ||| Radio TEDDY - In #Brandenburg auf 90.2	#nowplaying #stefangwildis ~ Stefan Gwildis | Mein Meer ||| Radio TEDDY - In #Brandenburg auf 90.2
823356596776562694	Johantelindert	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/WTj56ptaja Luzern	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/WTj56ptaja Luzern
823356596847865857	p2000haarlem	a1 13114 rit 9560 haarlem ijsbaanlaanav 2 kunstijsbaan kennemerland: Ambulance met spoed naar IJsbaanla... #P2000 https://t.co/KeK5uhRLrQ	a1 13114 rit 9560 haarlem ijsbaanlaanav 2 kunstijsbaan kennemerland : Ambulance met spoed naar IJsbaanla ... #P2000 https://t.co/KeK5uhRLrQ
823356599557361669	werkvacatures	De beste zoekmachine als je op zoek bent naar een baan -> https://t.co/5JOB1TvZmg	De beste zoekmachine als je op zoek bent naar een baan -> https://t.co/5JOB1TvZmg
823356610005336065	GerriePieters36	@gerriepieters36 NOU....WIE DAN?	@gerriepieters36 NOU .... WIE DAN ?
823356620352749568	cookie_licker01	Ik vind een @YouTube-video van @jack_septic_eye leuk: https://t.co/vSYdWmp2sH MY OWN CRINGE | Try Not To Cringe/Laugh #2	Ik vind een @YouTube - video van @jack_septic_eye leuk : https://t.co/vSYdWmp2sH MY OWN CRINGE | Try Not To Cringe / Laugh #2
823356621292183553	jmg05030	RT @AndyJ_Wong: Sup Zo!!! @scottzolak #WhereIsRoger https://t.co/DD2DYTgwYN	RT @AndyJ_Wong : Sup Zo !!! @scottzolak #WhereIsRoger https://t.co/DD2DYTgwYN
823356621397037056	MagicMicha	Deze helse week is eindelijk klaar! Op naar de volgende!	Deze helse week is eindelijk klaar ! Op naar de volgende !
823356625276678144	newsjsnlbe	Michel Preud'homme: Nog versterking op de flank” - Het Nieuwsblad https://t.co/Y1EhSicm6V #Artikelen https://t.co/RXLw18TcnG	Michel Preud'homme : Nog versterking op de flank ” - Het Nieuwsblad https://t.co/Y1EhSicm6V #Artikelen https://t.co/RXLw18TcnG
823356629806645249	Tibaert	Een paar piepende kijkertjes en Hup! Weg ermee! https://t.co/reMI14EIJc https://t.co/1VdWum4dac	Een paar piepende kijkertjes en Hup ! Weg ermee ! https://t.co/reMI14EIJc https://t.co/1VdWum4dac
823356634051198976	newsjsnlbe	Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen - De Morgen https://t.co/XI58255vP0 #Artikelen https://t.co/1ILYDc96i5	Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen - De Morgen https://t.co/XI58255vP0 #Artikelen https://t.co/1ILYDc96i5
823356639512240129	radiohuskyeu	nu te horen op radiohusky.eu 13 Jose - I will follow him luister lekker mee op https://t.co/xbiYDm2j8L	nu te horen op radiohusky . eu 13 Jose - I will follow him luister lekker mee op https://t.co/xbiYDm2j8L
823356646474874882	Rob_hero	@shossontwits hopelijk slaap je nog...	@shossontwits hopelijk slaap je nog ...
823356671720390659	marie_lambaerts	RT @ArtieBlue_: Niet klaar voor een nieuwe schoolweek	RT @ArtieBlue_ : Niet klaar voor een nieuwe schoolweek
823356673595207685	dsoregio	[oostvlaanderen] ‘Wij worden scheef bekeken’ https://t.co/ciwUSDVpda	[ oostvlaanderen ] ‘ Wij worden scheef bekeken ’ https://t.co/ciwUSDVpda
823356674920550400	dsoregio	[oostvlaanderen] Pieter De Crem komt niet naar Gent https://t.co/7qrIOAifJ1	[ oostvlaanderen ] Pieter De Crem komt niet naar Gent https://t.co/7qrIOAifJ1
823356682814230528	marie_lambaerts	RT @Martijnvilijn: Wanneer je een nieuw liedje ontdekt en er zo verliefd op wordt dat gij letterlijk niks anders wilt luisteren	RT @Martijnvilijn : Wanneer je een nieuw liedje ontdekt en er zo verliefd op wordt dat gij letterlijk niks anders wilt luisteren
823356693698531328	smschmutzler	een grapje moet ook even tussendoor kunnen... https://t.co/3oW81cfHCD	een grapje moet ook even tussendoor kunnen ... https://t.co/3oW81cfHCD
823356699272708096	KropslaYouri	@sanderlijk tip 1: tweet niet 40x per dag dat je single bent.	@sanderlijk tip 1: tweet niet 40x per dag dat je single bent .
823356705148911616	banilow	Van Halen - Dreams https://t.co/ZqO0tnQXjo	Van Halen - Dreams https://t.co/ZqO0tnQXjo
823356713608867842	Janet5sosx	goed ik ben morgen een zombie jongens	goed ik ben morgen een zombie jongens
823356714586148864	Jonabros99	@Rhesul als ik kijk naar de chunk waarmee ik het moet doen ben ik er wel over te spreken xD	@Rhesul als ik kijk naar de chunk waarmee ik het moet doen ben ik er wel over te spreken xD
823356721552912384	Centraal_DH	Rolling Stones met Sexdrive (Single Edit) aangevraagd door Marijke: rather go blind blijft mooi xxx	Rolling Stones met Sexdrive ( Single Edit ) aangevraagd door Marijke : rather go blind blijft mooi xxx
823356727756091392	aangiftespecial	Weermannen op televisie bewijz.. https://t.co/7V2XbRM7Nc	Weermannen op televisie bewijz .. https://t.co/7V2XbRM7Nc
823356750308999169	periscope500	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/inWlCVucYf Natural long nails january 2017 part 2	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/inWlCVucYf Natural long nails january 2017 part 2
823356751810531329	Klacht_NL	Er is een nieuwe klacht gemeld over DigiD op Klacht.nl, zie https://t.co/bTAcfFOg3I Oplossen? https://t.co/Ls4T06i8Ff	Er is een nieuwe klacht gemeld over DigiD op Klacht . nl , zie https://t.co/bTAcfFOg3I Oplossen ? https://t.co/Ls4T06i8Ff
823356764578050049	81dvw	Waar is de scheiding van kerk en staat? https://t.co/54Sw7PxMvL	Waar is de scheiding van kerk en staat ? https://t.co/54Sw7PxMvL
823356766012510208	MrScuzz	@Jeffreyforce minetopia etc was niet echt mijn ding, maar als we dit met een groeppie spelen wil ik het best een keer proberen.	@Jeffreyforce minetopia etc was niet echt mijn ding , maar als we dit met een groeppie spelen wil ik het best een keer proberen .
823356777349652482	RobbieVelders	Duitsland en Oostenrijk houden terreurverdachten aan https://t.co/ZiAjIq8pql via @NOS	Duitsland en Oostenrijk houden terreurverdachten aan https://t.co/ZiAjIq8pql via @NOS
823356779681775618	MiepieB	RT @annettekiel: Lijkt me niet verkeerd. Tamelijk corrupt ook. Beetje gezellig samen kwekken. https://t.co/NXayL8VrNX	RT @annettekiel : Lijkt me niet verkeerd . Tamelijk corrupt ook . Beetje gezellig samen kwekken . https://t.co/NXayL8VrNX
823356780348669952	stikel	RT @Albert_Wester: IJspret op #Terschelling. #winter op de #Noordsvaarder https://t.co/uIT0qsVHOH	RT @Albert_Wester : IJspret op #Terschelling . #winter op de #Noordsvaarder https://t.co/uIT0qsVHOH
823356802125484033	Hansonderweg	RT @clairevaessen: Vervoersdienst door vrijwilligers voor inwoners in de gemeente #Buren binnenkort van start. Vrijwillige chauffeurs…	RT @clairevaessen : Vervoersdienst door vrijwilligers voor inwoners in de gemeente #Buren binnenkort van start . Vrijwillige chauffeurs …
823356817346543616	Oss_Nieuws	Vaten met onbekende inhoud aangetroffen in #Haren 12:35 12:35 De #politie heeft zondagochtend in de Nieuwe Spaanse… https://t.co/S3GY2IgImT	Vaten met onbekende inhoud aangetroffen in #Haren 12:35 12:35 De #politie heeft zondagochtend in de Nieuwe Spaanse … https://t.co/S3GY2IgImT
823356818395136002	nenogadzhiev	blonde zwei getonten Haar https://t.co/MJN2KmhlZh	blonde zwei getonten Haar https://t.co/MJN2KmhlZh
823356819401822208	cmsNetherlands	@Paulus_2 ook PVV niet... Daar hoor je alleen SP ober volgens mij	@Paulus_2 ook PVV niet ... Daar hoor je alleen SP ober volgens mij
823356820337164288	TjonSportsLive	Bill Belichick met twee weken tijd om zich voor te bereiden op de Falcons. Scary thought. Hopelijk kan Atlanta voor een verrassing zorgen.	Bill Belichick met twee weken tijd om zich voor te bereiden op de Falcons . Scary thought . Hopelijk kan Atlanta voor een verrassing zorgen .
823356838959783936	CDenV_OH	RT @tomdehaene: .@mariannethyssen op bezoek bij @cdenv #Merchtem. #StraffeMadam @j_CDenVMerchtem https://t.co/Ypx8IXYXlx	RT @tomdehaene : . @mariannethyssen op bezoek bij @cdenv #Merchtem . #StraffeMadam @j_CDenVMerchtem https://t.co/Ypx8IXYXlx
823356851618279425	NPORadio1Gemist	Luister terug: Baken in de Nacht https://t.co/0rgvUoZ2Zz #NPORadio1	Luister terug : Baken in de Nacht https://t.co/0rgvUoZ2Zz #NPORadio1
823356854860414977	VacatureWerk	Tijd voor iets nieuws? #vacature #JouwBaan Customer Journey Expert voor de Tribe Zakelijke Kredieten Service https://t.co/a0OqRZO9sg	Tijd voor iets nieuws ? #vacature #JouwBaan Customer Journey Expert voor de Tribe Zakelijke Kredieten Service https://t.co/a0OqRZO9sg
823356844840284161	GewoonYazid	laat me gewoon shinen	laat me gewoon shinen
823356856622055425	VacatureBaan	Nieuwe #vacature #JouwBaan Sales Representative Utrecht https://t.co/ktrPtlIKcN	Nieuwe #vacature #JouwBaan Sales Representative Utrecht https://t.co/ktrPtlIKcN
823356863777505284	yourlulcrush	Ik he mad😿	Ik he mad 😿
823356871272701952	Regiohits	DUO ONBEKEND - JE KAN ME WEL VERGETEN	DUO ONBEKEND - JE KAN ME WEL VERGETEN
823356894601510914	GROOSELINA_	@officialromyx_ ja twee jaartjes maar, is niet zo veel 😂 wnnr wil je afspreken dan	@officialromyx_ ja twee jaartjes maar , is niet zo veel 😂 wnnr wil je afspreken dan
823356927556145152	Eldorado_Radio	radio eldorado - nonstop uit appingedam draait nu : wir sind spitze - uptown tirol #hits #muziek	radio eldorado - nonstop uit appingedam draait nu : wir sind spitze - uptown tirol #hits #muziek
823356927493230593	CaesarBast	RT @trouw: "Jongeren van mijn generatie kijken aan tegen economische achterstand en grote onzekerheid", schrijft @CaesarBast…	RT @trouw : " Jongeren van mijn generatie kijken aan tegen economische achterstand en grote onzekerheid ", schrijft @CaesarBast …
823356935177048064	zxling1	RT @zxling1: #original #art by xueling zou https://t.co/uTqozRo8ZP #painting #artworks #originalart #sale #print #poster #stillife #landsca…	RT @zxling1 : #original #art by xueling zou https://t.co/uTqozRo8ZP #painting #artworks #originalart #sale #print #poster #stillife #landsca …
823356937425354752	Rhesul	@Jonabros99 Ik ook ;p Hebben eigen Minechunk^^	@Jonabros99 Ik ook ;p Hebben eigen Minechunk ^^
823356944194928640	JouwradioMuziek	Bart Herman - Alleen vooruit - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Bart Herman - Alleen vooruit - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
823356945503494150	Samjaspers	Dus ja ik heb net ontbeten x	Dus ja ik heb net ontbeten x
823356947978223616	BVDA1989	Oké ik denk dat ik een idee heb wat ik allemaal wil gaan doen in de toekomst Etc. Afvallen zal prioriteit 1 zijn. 1/???	Oké ik denk dat ik een idee heb wat ik allemaal wil gaan doen in de toekomst Etc . Afvallen zal prioriteit 1 zijn . 1/???
823356950184198144	LapinEsther	Naast u slapen en wakker worden me u naast mij ga ik echt nooit beu worden	Naast u slapen en wakker worden me u naast mij ga ik echt nooit beu worden
823356950524137472	cmsNetherlands	.@annefleurdd morgen dit kijken https://t.co/5rYtPZj6rD	. @annefleurdd morgen dit kijken https://t.co/5rYtPZj6rD
823356959734853632	Boekaboek	#literatuur Wat zijn de raakvlakken en verschillen tussen literatuur en filosofie? Zetten romans aan tot… https://t.co/lgtktkdh9r	#literatuur Wat zijn de raakvlakken en verschillen tussen literatuur en filosofie ? Zetten romans aan tot … https://t.co/lgtktkdh9r
823356961790062592	windwens	RT @VeggenteRay: Richt je eens op het onverdoofd ritueel slachten @WakkerDier ...Horen we jullie nooit over.Durf je niet?! https://t.co/OYx…	RT @VeggenteRay : Richt je eens op het onverdoofd ritueel slachten @WakkerDier ... Horen we jullie nooit over . Durf je niet ?! https://t.co/OYx …
823356966114328576	kamagrajelly	#dating DaisyM (46 jaar) - Online Geslacht: vrouw Land: Provincie: Woonplaats: Kleur haar: blond Kleur ogen: blauw… https://t.co/czV8DkfVrP	#dating DaisyM (46 jaar ) - Online Geslacht : vrouw Land : Provincie : Woonplaats : Kleur haar : blond Kleur ogen : blauw … https://t.co/czV8DkfVrP
823356966735118338	augustk98	@emmamicalynn Ik ik 😋 ily2	@emmamicalynn Ik ik 😋 ily 2
823356968765100032	stikel	RT @jantsjebron: #geenmaan bevroren zeepbel waar de zo doorheen schijnt #fantasie #sprookje https://t.co/OEEWRpVfOV	RT @jantsjebron : #geenmaan bevroren zeepbel waar de zo doorheen schijnt #fantasie #sprookje https://t.co/OEEWRpVfOV
823356974519750656	KropslaYouri	@TroepLink abonneer op Kropsla hij upload niet en is hypocriey	@TroepLink abonneer op Kropsla hij upload niet en is hypocriey
823356976377671680	AngelKlingon	RT @katinka8368: @Eyes_on_Animals @lientje1967 laat die mensen lekker naar het zwembad of bussloo gaan en laat die dieren daar lekker lopen.	RT @katinka8368 : @Eyes_on_Animals @lientje1967 laat die mensen lekker naar het zwembad of bussloo gaan en laat die dieren daar lekker lopen .
823356993041735680	Samjaspers	😭😭😭slapen😭😭😭	😭😭😭 slapen 😭😭😭
823357004462833664	247robby	#TZM #Bestel nu het gratis X-Smoke #starters #pakket, en probeer zo'n #electrische #sigaret helemaal #gratis https://t.co/9MBVzT99Ti	#TZM #Bestel nu het gratis X-Smoke #starters #pakket , en probeer zo'n #electrische #sigaret helemaal #gratis https://t.co/9MBVzT99Ti
823357009768615936	openn_eu	#BELGIE Toestemming voor nieuwbouw in Oost-Jeruzalem na vertrek Obama https://t.co/32u8sva7By	#BELGIE Toestemming voor nieuwbouw in Oost-Jeruzalem na vertrek Obama https://t.co/32u8sva7By
823357010578173952	openn_eu	#BELGIE Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen https://t.co/PslcY36Ego	#BELGIE Vrouw wordt live op Facebook drie uur lang verkracht door drie mannen https://t.co/PslcY36Ego
823357011408670724	openn_eu	#BELGIE 2017 amper van start en... Sclessin ruikt al naar play-off 2 https://t.co/qcyqc5UCGG	#BELGIE 2017 amper van start en ... Sclessin ruikt al naar play-off 2 https://t.co/qcyqc5UCGG
823357012088094720	openn_eu	#BELGIE Jammeh roofde staatskas leeg voor zijn vertrek https://t.co/hO9j5zIq1j	#BELGIE Jammeh roofde staatskas leeg voor zijn vertrek https://t.co/hO9j5zIq1j
823357012776026112	openn_eu	#BELGIE Zes kinderen gedood bij luchtaanvallen in Homs https://t.co/faebzGYbrg	#BELGIE Zes kinderen gedood bij luchtaanvallen in Homs https://t.co/faebzGYbrg
823357050906443777	officialromyx_	@GROOSELINA_ hahahaha geen idee wanneer 😂	@GROOSELINA_ hahahaha geen idee wanneer 😂
823357058309300225	jewelsbelgium	pakte net m'n tweede kussen weg maar bedacht me al snel. echt kut dat ctrl + z niet in het echte leven gaat	pakte net m'n tweede kussen weg maar bedacht me al snel . echt kut dat ctrl + z niet in het echte leven gaat
823357059236298753	AKapralov	RT @Blondemevrouw1: "Jouw mening haaks op de mijne, dus maak ik jou, je vrouw en je zoontje van 10 liefst kapot". Fatsoenlijke (sociaa…	RT @Blondemevrouw1 : " Jouw mening haaks op de mijne , dus maak ik jou , je vrouw en je zoontje van 10 liefst kapot ". Fatsoenlijke ( sociaa …
823357061782261761	Jeffreyforce	@MrScuzz Met een hele groep dit spelen is lachuh en je bent ook niet ff snel klaar... nope..	@MrScuzz Met een hele groep dit spelen is lachuh en je bent ook niet ff snel klaar ... nope ..
