821945279180050432	VleugelsLies	@askatasuna ik ga vriesverlof vragen aan mijn baas	@askatasuna ik ga vriesverlof vragen aan mijn baas
821954969981042690	Michaelabeee	RT @eugenkazakov: Hahahahahaha ik nicht mehr 😂👏🏼 https://t.co/6S3QB55XhP	RT @eugenkazakov : Hahahahahaha ik nicht mehr 😂👏🏼 https://t.co/6S3QB55XhP
821954972053078016	Lente1999	RT @kaerstenmaelft: Gelukkige verjaardag lieverd, geniet van je dag, ge ziet er een echt schatje uit! https://t.co/a05Jzav63Z	RT @kaerstenmaelft : Gelukkige verjaardag lieverd , geniet van je dag , ge ziet er een echt schatje uit ! https://t.co/a05Jzav63Z
821954973781016576	MiddenDrentheNL	Bureau maakt haast met regelen bevingschade Annen https://t.co/RzygMnd0Fk	Bureau maakt haast met regelen bevingschade Annen https://t.co/RzygMnd0Fk
821954975073009664	LouiseRozema	@ADnl waarom saoedi Arabië kan ook helpen en in Afrika zelf	@ADnl waarom saoedi Arabië kan ook helpen en in Afrika zelf
821954975488155649	Petraket	RT @Pim_de_Nobel: Titel zou moeten luiden: 'Beheer #Oostvaardersplassen gekaapt door politici, na lobby van boeren & huisdierenartsen…	RT @Pim_de_Nobel : Titel zou moeten luiden : ' Beheer #Oostvaardersplassen gekaapt door politici , na lobby van boeren & huisdierenartsen …
821954979783208961	lucia271	@Holly1707 ben ik soms wel :-)	@Holly1707 ben ik soms wel :-)
821954981133742081	Elst8Van	@bert_hazeleger Goedemorgen Bert fijne dag !! 😊	@bert_hazeleger Goedemorgen Bert fijne dag !! 😊
821954980429099009	drachten_nieuws	Verbouw stadhuis #Bolsward twee miljoen duurder https://t.co/GTcRQsrTrd Een nieuw ontwerp voor de verbouw van het stadhuis van Bolsward to…	Verbouw stadhuis #Bolsward twee miljoen duurder https://t.co/GTcRQsrTrd Een nieuw ontwerp voor de verbouw van het stadhuis van Bolsward to …
821954985667727362	yookin	RT @telegraaf: Nieuwe mottensoort vernoemd naar Trump https://t.co/Qov4EPggrl https://t.co/LtEiGapoCa	RT @telegraaf : Nieuwe mottensoort vernoemd naar Trump https://t.co/Qov4EPggrl https://t.co/LtEiGapoCa
821954986137546752	TynaarloNL	Bureau maakt haast met regelen bevingschade Annen https://t.co/2B8nePmFDj	Bureau maakt haast met regelen bevingschade Annen https://t.co/2B8nePmFDj
821954986875768832	SpapensMark	RT @weevanbee: Waarom treedt @NVWADierwelzijn niet op tegen het onthouden van zorg aan de grote grazers in de #Oostvaardersplassen https://…	RT @weevanbee : Waarom treedt @NVWADierwelzijn niet op tegen het onthouden van zorg aan de grote grazers in de #Oostvaardersplassen https:// …
821954987878215680	MarianneCramer	@BoswachterFrans Was de handschoenen nog vergeten te melden, zijn ook nodig ;-)	@BoswachterFrans Was de handschoenen nog vergeten te melden , zijn ook nodig ;-)
821954989841072128	verhulst_rene	RT @Velozine_nl: MTB vereniging De Zeeuwse Kust werd in de zomer van 2014 opgericht met een duidelijk doel: “Het realiseren van... https://…	RT @Velozine_nl : MTB vereniging De Zeeuwse Kust werd in de zomer van 2014 opgericht met een duidelijk doel : “ Het realiseren van ... https:// …
821954994178027520	puur	RT @StAmbulancewens: Vandaag mogen we weer drie andere niet mobiele terminale patiënten helpen met hun laatste wens.	RT @StAmbulancewens : Vandaag mogen we weer drie andere niet mobiele terminale patiënten helpen met hun laatste wens .
821954997336309761	FritsBroos	'50Plus-voorman Noord-Holland uit partij gezet' /via @NOS https://t.co/MyxFxSoN5K	'50 Plus-voorman Noord-Holland uit partij gezet ' / via @NOS https://t.co/MyxFxSoN5K
821954998359748609	VlissingenNL	Zeeland wordt wakker: illegale praktijken, succestrainer en schaatspret https://t.co/LuEcfFyZzR	Zeeland wordt wakker : illegale praktijken , succestrainer en schaatspret https://t.co/LuEcfFyZzR
821954998875684864	HJMClaassens	Nog twee dagen aanmodderen met de #NS van Etten-Leur naar Den Haag. In R'daal nog 2x een trein nakijken en 1/2 uur wachten.	Nog twee dagen aanmodderen met de #NS van Etten-Leur naar Den Haag . In R'daal nog 2x een trein nakijken en 1/2 uur wachten .
821955003527135232	A_Kalverda	@Hanneke215 ja het valt me op! Heel fijn 😄	@Hanneke215 ja het valt me op ! Heel fijn 😄
821955003858481152	truckerauke	Sta je vlak bij #lelystad #klapband	Sta je vlak bij #lelystad #klapband
821955007511752705	noordzeenieuws	RT @jaapyoga: Ook in Egmond mooie plaatjes #ophetstrand https://t.co/u21P1Ywrue	RT @jaapyoga : Ook in Egmond mooie plaatjes #ophetstrand https://t.co/u21P1Ywrue
821955008367394817	amsterdam_bill	Um? Ikke niet begrijpen. Geef gewoon coordinaten hoe en waar ik 100 Euro kan afleveren. En houd dan op met dit gelu… https://t.co/08dMhrg1nb	Um ? Ikke niet begrijpen . Geef gewoon coordinaten hoe en waar ik 100 Euro kan afleveren . En houd dan op met dit gelu … https://t.co/08dMhrg1nb
821955008719704064	ingridp1	RT @teamparaatheid: Waar is de vuurwapengevaarlijke Elias Adahchour?? BIJ ZIEN BEL 112! Wij vinden hem graag! Please RT…	RT @teamparaatheid : Waar is de vuurwapengevaarlijke Elias Adahchour ?? BIJ ZIEN BEL 112! Wij vinden hem graag ! Please RT …
821955012238737408	merselina1607	@deshmaniac I wish, vanuit hier nooit	@deshmaniac I wish , vanuit hier nooit
821955013094309888	sjalottt	Komde in de vroege ochtend in de keuken. Ziede er een zitten zonder haar duuzend lagen schmink. Is ma da even schrikken.	Komde in de vroege ochtend in de keuken . Ziede er een zitten zonder haar duuzend lagen schmink . Is ma da even schrikken .
821955018442022913	mvdpers	@NavigateNorth het live volgen in de app werkt nog niet?	@NavigateNorth het live volgen in de app werkt nog niet ?
821955020262440960	PLPSFransen	RT @HuubBellemakers: Weet je wat je moet doen met de Oostvaardersplassen? Verbinden met meer natuur. Niet dit soort onzin https://t.co/SoF4…	RT @HuubBellemakers : Weet je wat je moet doen met de Oostvaardersplassen ? Verbinden met meer natuur . Niet dit soort onzin https://t.co/SoF4 …
821955022942601220	MegaRikkie	@ann__91 nee, absoluut niet raar, lezen is fijn en goed.	@ann__91 nee , absoluut niet raar , lezen is fijn en goed .
821955031540887552	domeinDB	Domeinnaam: "carniesbusiness.nl" is niet verlengd en is vrij voor registratie!. https://t.co/E8QYT0WLtA #url, #seo	Domeinnaam : " carniesbusiness . nl " is niet verlengd en is vrij voor registratie !. https://t.co/E8QYT0WLtA #url , #seo
821955034070089728	Harlingen0nline	Wolkenvelden, meest droog. Goedemorgen. Er zijn wolkenvelden en opklaringen en het is overwegend droog. Vanavond... https://t.co/dLEI6OOTye	Wolkenvelden , meest droog . Goedemorgen . Er zijn wolkenvelden en opklaringen en het is overwegend droog . Vanavond ... https://t.co/dLEI6OOTye
821955035533897730	XrutmasX	Omg besef moment dan is het Vandaagggg Het is fursday fursday vandaag is het fursday!!om half fur nieuwe video van @rutgervink	Omg besef moment dan is het Vandaagggg Het is fursday fursday vandaag is het fursday !! om half fur nieuwe video van @rutgervink
821955035684704260	aishwaryaforeva	achha gaan hai, btw. https://t.co/2A7K7zc9My	achha gaan hai , btw . https://t.co/2A7K7zc9My
821955036280303616	JoostvoogdJoost	Ik vind een @YouTube-video van @fakejakegames leuk: https://t.co/p6MHpcO5cA CS:GO SMURFING IN SILVER | Trolling Silvers! Hilarious	Ik vind een @YouTube - video van @fakejakegames leuk : https://t.co/p6MHpcO5cA CS : GO SMURFING IN SILVER | Trolling Silvers ! Hilarious
821955039455510528	HuseyinAyiroglu	RT @Bijan63: Verwaarlozing en opsluiting v vluchtelingen binnen de Europese grenzen, de schandvlek die Europa niet meer weg kan…	RT @Bijan63 : Verwaarlozing en opsluiting v vluchtelingen binnen de Europese grenzen , de schandvlek die Europa niet meer weg kan …
821955041544306689	JaapPeters	Zat gisteren in de bus: 'Op z'n Rotterdams' het 39ste nummer van @SlowManagement kwartaalmagazine. Lezen met opgest… https://t.co/V6Hd2u4fNL	Zat gisteren in de bus : ' Op z'n Rotterdams ' het 39 ste nummer van @SlowManagement kwartaalmagazine . Lezen met opgest … https://t.co/V6Hd2u4fNL
821955045113536515	Providernieuws	T-Mobile Knippr en KPN Play verlagen tarief naar 9,99 euro - Telecompaper https://t.co/MQf4yLmM93 #Tmobile	T-Mobile Knippr en KPN Play verlagen tarief naar 9,99 euro - Telecompaper https://t.co/MQf4yLmM93 #Tmobile
821955046015401984	radiohuskyeu	nu te horen op radiohusky.eu the rambo's - wij zijn 2 eenzame cowboys luister lekker mee op https://t.co/xbiYDm2j8L	nu te horen op radiohusky . eu the rambo's - wij zijn 2 eenzame cowboys luister lekker mee op https://t.co/xbiYDm2j8L
821955044652236801	deprotagonisten	Waarom wij Film1 beter vinden dan Netflix? https://t.co/OrlBJvEGL6 https://t.co/3fRvfHRyS4	Waarom wij Film 1 beter vinden dan Netflix ? https://t.co/OrlBJvEGL6 https://t.co/3fRvfHRyS4
821955048418766851	domeinDB	Domeinnaam: "rmdnutrition.nl" is niet verlengd en is vrij voor registratie!. https://t.co/o72dvX2MBa #website, #b2b	Domeinnaam : " rmdnutrition . nl " is niet verlengd en is vrij voor registratie !. https://t.co/o72dvX2MBa #website , #b2b
821955049345716224	GroningenNL	Reddingsbrigade oefent op het ijs https://t.co/XX89nMH5Qv	Reddingsbrigade oefent op het ijs https://t.co/XX89nMH5Qv
821955049165361152	noordzeenieuws	RT @Pattertje: Zeesterren in overvloed #aandezeekust , van lichte kleuren tot bijna rood #ophetstrand @denatuurin_nl @waarneming https://t…	RT @Pattertje : Zeesterren in overvloed #aandezeekust , van lichte kleuren tot bijna rood #ophetstrand @denatuurin_nl @waarneming https://t …
821955052118142976	WVeldhuis88	RT @NanettevAmeijde: Een koude dag in de Alblasserwaard https://t.co/w8AwaRFrVj	RT @NanettevAmeijde : Een koude dag in de Alblasserwaard https://t.co/w8AwaRFrVj
821955053904941056	emany_lagae	RT @Ilan_Meyers: Lol welken alven heeft er uitgevonden dat meisjes niet mogen uitgaan #freedewuvetjes #amuseerjunder	RT @Ilan_Meyers : Lol welken alven heeft er uitgevonden dat meisjes niet mogen uitgaan #freedewuvetjes #amuseerjunder
821955058749370368	doehetzelfrecht	RT @eriknoomen: Deel deze documentaire! En duik daarna de #privacy setting van je smartphone in. https://t.co/wwOygi27F2	RT @eriknoomen : Deel deze documentaire ! En duik daarna de #privacy setting van je smartphone in . https://t.co/wwOygi27F2
821955057121980416	voetbalstats	Gaat het dan toch een keer gebeuren? #zuivere #speeltijd https://t.co/x0XQMYpyCX	Gaat het dan toch een keer gebeuren ? #zuivere #speeltijd https://t.co/x0XQMYpyCX
821955063421816834	wirohphelix	RT @LuciusKrasmax: Dit is het voorbeeld: , @LuciusPhelix gewoon gecopie eerd!,.. https://t.co/KwhG3xz7vn	RT @LuciusKrasmax : Dit is het voorbeeld : , @LuciusPhelix gewoon gecopie eerd !,.. https://t.co/KwhG3xz7vn
821955065913212928	TilleDeWeerdt	RT @mariedekelver: HOE KWAAD MIJ DA MAAKT WTF KWIL HUN OREN ER ZELF AFSNIJDEN FUCKING EIKELS WTF https://t.co/Ap2kAwbnE1	RT @mariedekelver : HOE KWAAD MIJ DA MAAKT WTF KWIL HUN OREN ER ZELF AFSNIJDEN FUCKING EIKELS WTF https://t.co/Ap2kAwbnE1
821955067318300677	tvanknopers	@ErnaDKeulenaere Dag Erna. Ik denk het ook. @HermerHerman	@ErnaDKeulenaere Dag Erna . Ik denk het ook . @HermerHerman
821955069046308864	puur	RT @StAmbulancewens: Gisteren kon dit echtpaar na vele jaren getrouwd te zijn toch afscheid nemen van elkaar. https://t.co/lnZZ1DRQ5D	RT @StAmbulancewens : Gisteren kon dit echtpaar na vele jaren getrouwd te zijn toch afscheid nemen van elkaar . https://t.co/lnZZ1DRQ5D
821955071437115392	evharten	@BasMunne mogge, ik ga maar s koffie zetten :)	@BasMunne mogge , ik ga maar s koffie zetten :)
821955074616422400	lauxrasschaert	Mama zien en horen wenen van de pijn pfff😞	Mama zien en horen wenen van de pijn pfff 😞
821955075467837441	DeRavissante	@NumoQuest Ja best wel gelukkig 😊	@NumoQuest Ja best wel gelukkig 😊
821955079771189248	Jolientjeeeeee	RT @neledebock: Ik heb zoveel spijt da ik vroeger zoveel pagina's op Facebook heb geliket pfff	RT @neledebock : Ik heb zoveel spijt da ik vroeger zoveel pagina's op Facebook heb geliket pfff
821955084460457986	Kor_deJong	NU A13 vanaf #Delft richting Den Haag afgesloten ivm ongeluk. Raadpleeg radio voor verdere verwijzingen.	NU A13 vanaf #Delft richting Den Haag afgesloten ivm ongeluk . Raadpleeg radio voor verdere verwijzingen .
821955085924237313	sofie_cleemput	RT @lukas_boel: Uitkijken naar de moment dat ge in uw t-shirt naar school kunt fietsen	RT @lukas_boel : Uitkijken naar de moment dat ge in uw t-shirt naar school kunt fietsen
821955090034651136	doremisophie	78 dagen	78 dagen
821955094249959428	Ajax_primeur	'Ajax richt zich op twee opties: beiden kosten meer dan 10 miljoen euro' : https://t.co/mSzVR84Fkg #Ajax #EvertonFC	' Ajax richt zich op twee opties : beiden kosten meer dan 10 miljoen euro ' : https://t.co/mSzVR84Fkg #Ajax #EvertonFC
821955095508226049	lunaxmeijer	RT @luna_blgr: ik kom uiteindelijk toch alles te weten	RT @luna_blgr : ik kom uiteindelijk toch alles te weten
821955095877341184	NickHeyneman	@Kwinteeen de waarde van iemand die er altijd is	@Kwinteeen de waarde van iemand die er altijd is
821955097450217472	NenaBaybee_	oh wel haha	oh wel haha
821955097383071744	lies_blaauw	@StAmbulancewens Kippevel moment, Pure liefde, geweldig! Wat fijn dat jullie dat mogelijk kunnen maken!	@StAmbulancewens Kippevel moment , Pure liefde , geweldig ! Wat fijn dat jullie dat mogelijk kunnen maken !
821955100201644032	MarjadeKrosse	De 5 (bijzondere ;-) #Tips om wratten te verwijderen. Soms echt "te" vies maar het werkt! https://t.co/U7YiFUsPjN https://t.co/IXUQ8VSdNK	De 5 ( bijzondere ;-) #Tips om wratten te verwijderen . Soms echt " te " vies maar het werkt ! https://t.co/U7YiFUsPjN https://t.co/IXUQ8VSdNK
821955101543792640	liekkie68	RT @DePolitieheli: Wij helpen zoeken naar een autistische jongen van 14j, die overstuur is weg gelopen van huis zonder jas te #Oegstgeest #…	RT @DePolitieheli : Wij helpen zoeken naar een autistische jongen van 14j, die overstuur is weg gelopen van huis zonder jas te #Oegstgeest #…
821955103007588352	ballenbakje	@deshmaniac laatste tijd weinig, hoezo?	@deshmaniac laatste tijd weinig , hoezo ?
821955103477366784	WerkYouri	RT @odion: Vertel de studenten maar duidelijk hoe het werkt met autisme en een lichte verstandelijke beperking! Succes! https://t.co/jnNP2X…	RT @odion : Vertel de studenten maar duidelijk hoe het werkt met autisme en een lichte verstandelijke beperking ! Succes ! https://t.co/jnNP2X …
821955105339637760	Paufi93	@EmilyArlert Morgen :)	@EmilyArlert Morgen :)
821955106145009664	ABruine	@troetje het meeste wel.. Maar niet alles en niet altijd (maar dat is makkelijk gezegd en een stuk moeilijker gedaan)	@troetje het meeste wel .. Maar niet alles en niet altijd ( maar dat is makkelijk gezegd en een stuk moeilijker gedaan )
821955108531478528	CharlesSobieski	RT @Martinbosma_pvv: PvdA-bobo organiseert "debat". Dat betekent: niet praten over immigratie. https://t.co/hREpzhq86r	RT @Martinbosma_pvv : PvdA-bobo organiseert " debat ". Dat betekent : niet praten over immigratie . https://t.co/hREpzhq86r
821955109529776128	maralgrunn	Voor zover ik nu kan beoordelen heeft de neerslag onze regio nog niet bereikt. Gaat om geringe hoeveelheden eventueel.	Voor zover ik nu kan beoordelen heeft de neerslag onze regio nog niet bereikt . Gaat om geringe hoeveelheden eventueel .
821955113082359808	247robby	De prachtigste #damesmode verkrijgbaar bij Kennedy #mode (#Fashion) https://t.co/sabWCRGyK1	De prachtigste #damesmode verkrijgbaar bij Kennedy #mode ( #Fashion ) https://t.co/sabWCRGyK1
821955113828945920	LYTSC	Het kanaal van @JipSchaafsma heeft bijna de 30 abonnees! Grote kanalen beginnen klein! Ben jij al geabonneerd? https://t.co/74vOReG4Pt	Het kanaal van @JipSchaafsma heeft bijna de 30 abonnees ! Grote kanalen beginnen klein ! Ben jij al geabonneerd ? https://t.co/74vOReG4Pt
821955115099820032	Jolientjeeeeee	RT @LouiseBaudts: K'zo echt stif gern een citytrip doen🎒✈️	RT @LouiseBaudts : K'zo echt stif gern een citytrip doen 🎒✈️
821955115326341120	VacatureBaan	Op https://t.co/KtIAOcklHC staan de laatste #vacatures overzichtelijk bij elkaar	Op https://t.co/KtIAOcklHC staan de laatste #vacatures overzichtelijk bij elkaar
821955117436043264	rverlinden	RT @jekelson: @OBUG_ORG Rudy Verlinden in actie op video @rverlinden https://t.co/k3Z5s2UOS6 https://t.co/Y65nxzbxFK	RT @jekelson : @OBUG_ORG Rudy Verlinden in actie op video @rverlinden https://t.co/k3Z5s2UOS6 https://t.co/Y65nxzbxFK
821955119776305153	beleggen_1	Beursblik: S&P Equity Research verlaagt advies Randstad: Koersdoel omhoog naar 58,00 euro. (ABM FN-Dow Jones) S&P… https://t.co/X1IQty3u3H	Beursblik : S&P Equity Research verlaagt advies Randstad : Koersdoel omhoog naar 58,00 euro . ( ABM FN-Dow Jones ) S&P… https://t.co/X1IQty3u3H
821955120334303232	HBOWO_vacatures	#vacature #werk #JouwBaan Werkvoorbereider Stations https://t.co/DZ1LjGWZ0Y	#vacature #werk #JouwBaan Werkvoorbereider Stations https://t.co/DZ1LjGWZ0Y
821955120443363328	LBrouckmeersch	RT @jamierosseell: Wanneer je van school veranderd weet je pas wie je echte (blijvende) vrienden zijn.	RT @jamierosseell : Wanneer je van school veranderd weet je pas wie je echte ( blijvende ) vrienden zijn .
821955120443326465	VacatureBaan	Nieuwe #vacature #JouwBaan Allround Beheertechnicus https://t.co/IW6nJkPVat	Nieuwe #vacature #JouwBaan Allround Beheertechnicus https://t.co/IW6nJkPVat
821955123278675968	lies_blaauw	RT @StAmbulancewens: Gisteren kon dit echtpaar na vele jaren getrouwd te zijn toch afscheid nemen van elkaar. https://t.co/lnZZ1DRQ5D	RT @StAmbulancewens : Gisteren kon dit echtpaar na vele jaren getrouwd te zijn toch afscheid nemen van elkaar . https://t.co/lnZZ1DRQ5D
821955123538788354	MisterMac80	RT @Cam4_NL: Volg #CAM4 op Snapchap! https://t.co/coFmrODqmW https://t.co/x26ZGQCD05	RT @Cam4_NL : Volg #CAM4 op Snapchap ! https://t.co/coFmrODqmW https://t.co/x26ZGQCD05
821955126072115204	IrisBenoot	RT @neledebock: Ik heb zoveel spijt da ik vroeger zoveel pagina's op Facebook heb geliket pfff	RT @neledebock : Ik heb zoveel spijt da ik vroeger zoveel pagina's op Facebook heb geliket pfff
821955129247145985	E_T_1977	@arjenUSA @NOS NOS quoting CNN...#fakenews covering fakenews!!..we geloven het NIET meer!!..haha..."your days are over" zou Trump zeggen...	@arjenUSA @NOS NOS quoting CNN ... #fakenews covering fakenews !!.. we geloven het NIET meer !!.. haha ..." your days are over " zou Trump zeggen ...
