821884880380448772	rxzne	@Ledeffman96 zoals Brexit maar dan Antwerpen, Antwerpen die onafhakelijk wordt	@Ledeffman96 zoals Brexit maar dan Antwerpen , Antwerpen die onafhakelijk wordt
821893389184536576	stefanokeizers	RT @dijkhoff: Dank voor alle leuke reacties op #DeSlimste ! Straks weer met @ANanninga & @StefanoKeizers die uit zijn op revanche: https://…	RT @dijkhoff : Dank voor alle leuke reacties op #DeSlimste ! Straks weer met @ANanninga & @StefanoKeizers die uit zijn op revanche : https:// …
821893407933157376	mijnsexverhalen	Na het heerlijke ontbijt samen 2 https://t.co/v5dtB8oBcq	Na het heerlijke ontbijt samen 2 https://t.co/v5dtB8oBcq
821893408688062465	BlondTT20	RT @maartenbrink: Steun jij de politie? Laat het zien met een klein gebaar. Plaats ⚫️🔵⚫️ in je twitternaam en laat zien dat jij achte…	RT @maartenbrink : Steun jij de politie ? Laat het zien met een klein gebaar . Plaats ⚫️🔵⚫️ in je twitternaam en laat zien dat jij achte …
821893409824768000	yousrasliman	RT @hamza_alagic: Deze hashtag moet viraal gaan wij moeten de Gazet halen #axit	RT @hamza_alagic : Deze hashtag moet viraal gaan wij moeten de Gazet halen #axit
821893415315107844	flippieppie	Na een paar zeer warme dagen nu een regendag, heerlijk! Dat zou we… https://t.co/wVCGkcZxbj	Na een paar zeer warme dagen nu een regendag , heerlijk ! Dat zou we … https://t.co/wVCGkcZxbj
821893435447619584	anneroberts_au	.@foodwatch_nl EFSA studie heeft aangetoond dat palmolie schadelijke stoffen bevat RT https://t.co/eNgTPmbKgX https://t.co/yyARhxdjDa	. @foodwatch_nl EFSA studie heeft aangetoond dat palmolie schadelijke stoffen bevat RT https://t.co/eNgTPmbKgX https://t.co/yyARhxdjDa
821893443890937856	loveinground	Een melkboer die met zijn neus in de boter valt, is nooit grappig #loveinground	Een melkboer die met zijn neus in de boter valt , is nooit grappig #loveinground
821893447544082433	Nick__Peters	@InJeSmoel Daarna die shit speedrunnen ouwe :D Kan al in drie minuutjes! https://t.co/OMelc4J5KT	@InJeSmoel Daarna die shit speedrunnen ouwe :D Kan al in drie minuutjes ! https://t.co/OMelc4J5KT
821893440216571904	GD180MVG	Ik vind een @YouTube-video van @theking77nl leuk: https://t.co/jQ848UEA1x Wie is in 2018 de GROOTSTE? StukTV, Dylan of Enzo?	Ik vind een @YouTube - video van @theking77nl leuk : https://t.co/jQ848UEA1x Wie is in 2018 de GROOTSTE ? StukTV , Dylan of Enzo ?
821893458625515526	werkvacatures	#vacature #werk #JouwBaan Senior Medewerker Werk https://t.co/KMYxk28aU8	#vacature #werk #JouwBaan Senior Medewerker Werk https://t.co/KMYxk28aU8
821893459179110405	SannieK65	@BM870 @mijzelf01 @MinPres niet zo schreeuwen Bart. Dat is niet netjes?	@BM870 @mijzelf01 @MinPres niet zo schreeuwen Bart . Dat is niet netjes ?
821893466951131136	nourdeenw	@bpschut @awolfard en om nou te zeggen 'dat smaakt naar meer'...	@bpschut @awolfard en om nou te zeggen ' dat smaakt naar meer '...
821893477785042944	Shanyrria2015	Ik sta eindelijk in minetopia records https://t.co/rCZoHVHqYp https://t.co/D1uC6Rbrw0	Ik sta eindelijk in minetopia records https://t.co/rCZoHVHqYp https://t.co/D1uC6Rbrw0
821893480196804608	Beriakn	@Dxrah Hahhahaha ik gilll	@Dxrah Hahhahaha ik gilll
821893484416290816	lmo21beats	@GeertenHarmens kan dan niet :s	@GeertenHarmens kan dan niet :s
821893483493367808	switisranan	Gersie en Proeve: 'DSB niet failliet' https://t.co/lUOr4qsYLe https://t.co/M6lc0KyHtq	Gersie en Proeve : ' DSB niet failliet ' https://t.co/lUOr4qsYLe https://t.co/M6lc0KyHtq
821893486437945346	12d043fc48e143b	@Derksen_Gelul @jannyzeeland Waarom doet deze Mw. Sylvana dit toch? Ergens is iets mis met haar. En behoorlijk. Dat vergt nader onderzoek..	@Derksen_Gelul @jannyzeeland Waarom doet deze Mw . Sylvana dit toch ? Ergens is iets mis met haar . En behoorlijk . Dat vergt nader onderzoek ..
821893491039076352	TijnRdam	@TheKing77nl Dan had ik nog niet gezien maar wat extra PR (tweets) voor de beste nieuwe DJ is wel mooi meegenomen 😍	@TheKing77nl Dan had ik nog niet gezien maar wat extra PR ( tweets ) voor de beste nieuwe DJ is wel mooi meegenomen 😍
821893498349752320	Hanvanderhorst	Hoe #Trump de vriijheid en het westen een zware nederlaag gaat bezorgen. https://t.co/ssMkX979fx	Hoe #Trump de vriijheid en het westen een zware nederlaag gaat bezorgen . https://t.co/ssMkX979fx
821893502531473408	_Economie	Australische werkloosheidspercentage 5,8% vs. 5,7% voorspelling Investing | Nieuws plaatste het volgende bericht o… https://t.co/YBJXcPsmC2	Australische werkloosheidspercentage 5,8% vs . 5,7% voorspelling Investing | Nieuws plaatste het volgende bericht o… https://t.co/YBJXcPsmC2
821893506784526336	_Economie	Waarom is de Trump-rally nu al weer voorbij' De Amerikaanse rente daalt alweer een dag of tien. Op 10 januari riep… https://t.co/ozicQKNyK5	Waarom is de Trump-rally nu al weer voorbij ' De Amerikaanse rente daalt alweer een dag of tien . Op 10 januari riep … https://t.co/ozicQKNyK5
821893505417089024	SoulmateStyle	#Robert Clergerie Womens Voel Platform Pump https://t.co/l7TQvYKf1Y https://t.co/ylcZlKYq2a	#Robert Clergerie Women s Voel Platform Pump https://t.co/l7TQvYKf1Y https://t.co/ylcZlKYq2a
821893508390932480	RTVRondeVenen	Volgend jaar hele dag 130 km/uur op A2 tussen Amsterdam en Utrecht #DeRondeVenen https://t.co/3RIDeQM0KO	Volgend jaar hele dag 130 km / uur op A2 tussen Amsterdam en Utrecht #DeRondeVenen https://t.co/3RIDeQM0KO
821893509376602113	_Economie	Poolse vrouwen blijven thuis door verhoging kinderbijslag Veel vrouwen op het Poolse platteland stoppen met werken… https://t.co/tkpZovFJpv	Poolse vrouwen blijven thuis door verhoging kinderbijslag Veel vrouwen op het Poolse platteland stoppen met werken … https://t.co/tkpZovFJpv
821893512262197250	_Economie	Eerste groei reserves decentrale overheden sinds 2009 De reserves van decentrale overheden stegen in 2015 met ruim… https://t.co/CadEjJ4udZ	Eerste groei reserves decentrale overheden sinds 2009 De reserves van decentrale overheden stegen in 2015 met ruim … https://t.co/CadEjJ4udZ
821893512820039680	RegioDate	Mia 38 jr., Oostkamp. Alle reacties worden gelezen en beantwoord. Mia https://t.co/XEpMdmcaSs	Mia 38 jr ., Oostkamp . Alle reacties worden gelezen en beantwoord . Mia https://t.co/XEpMdmcaSs
821893518549516289	OsChartRadio	Nu op #OsChartRadio: Nicky Romero & Stadiumx - Harmony https://t.co/V2Wm3OR2DB	Nu op #OsChartRadio : Nicky Romero & Stadiumx - Harmony https://t.co/V2Wm3OR2DB
821893521108041728	IedereenKevin	Wist je dat Kevins onder water kunnen slapen?! #gekkedieren #dieKevins #iedereenkevin	Wist je dat Kevins onder water kunnen slapen ?! #gekkedieren #dieKevins #iedereenkevin
821893522848710657	_Veendam	Forse schoorsteenbrand in #NieuwePekela https://t.co/IP2SoKXVB2 In een woning aan de Jacob de Weerdstraat in #NieuwePekela is woensdagavon…	Forse schoorsteenbrand in #NieuwePekela https://t.co/IP2SoKXVB2 In een woning aan de Jacob de Weerdstraat in #NieuwePekela is woensdagavon …
821893524123688960	yousrasliman	RT @Martijnvilijn: Blad steen schaar zeggen wordt strafbaar #axit	RT @Martijnvilijn : Blad steen schaar zeggen wordt strafbaar #axit
821893535511220226	silkevnwnsbrghe	RT @morgane_dw: 'ik ben trots op u' is echt zo leuk om te horen!!!!	RT @morgane_dw : ' ik ben trots op u' is echt zo leuk om te horen !!!!
821893538543763456	kaleb715	@_landry_tyner @josiemmccune ik she is	@_landry_tyner @josiemmccune ik she is
821893546311565312	Christie_kevar	@AlmachtigeDuif @traantjess ik weet het ook niet	@AlmachtigeDuif @traantjess ik weet het ook niet
821893546890448897	JouwradioMuziek	Tim Visterin - De vogel - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Tim Visterin - De vogel - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
821893556692484098	FleurVrdk	@tokesss1980 @mypinkpussy4 .... hi hi ... ik ook ...	@tokesss1980 @mypinkpussy4 .... hi hi ... ik ook ...
821893559997628421	andrea90962a3	ik moet een miljoen dollar por ene ferrari	ik moet een miljoen dollar por ene ferrari
821893570403647492	Petorrrr	@MediaMarktZWL Ter aanvulling, ben wel MediaMarkt clublid, dus bon is in julle systeem	@MediaMarktZWL Ter aanvulling , ben wel MediaMarkt clublid , dus bon is in julle systeem
821893574442754048	leidenhaag	@ohzitdatzo @VVD Ik zou het proberen; doe of je uit aardbevingsgebied Groningen komt.👍	@ohzitdatzo @VVD Ik zou het proberen ; doe of je uit aardbevingsgebied Groningen komt .👍
821893579207561218	iturnradio	#NowPlaying On https://t.co/34425aJi1i Het Goede Doel - Vriendschap	#NowPlaying On https://t.co/34425aJi1i Het Goede Doel - Vriendschap
821893609431724032	rijschool_nl	Rijschool zoeken in Amsterdam? Kijk op https://t.co/2IKUiNW7bQ	Rijschool zoeken in Amsterdam ? Kijk op https://t.co/2IKUiNW7bQ
821893611126194177	CosAjla	@sophiegall111 @arosales03_ @l_schlackman @ItsGreysHumor @kenzie_dav IK IK	@sophiegall111 @arosales03_ @l_schlackman @ItsGreysHumor @kenzie_dav IK IK
821893612648566784	energieadviezen	Tesla gaat 20 cent per kWh voor de Supercharger vragen - Techzine… https://t.co/rHhH4prg1Q #energieprijs	Tesla gaat 20 cent per kWh voor de Supercharger vragen - Techzine … https://t.co/rHhH4prg1Q #energieprijs
821893613454032896	maghrebinn	Over wat gaat deze hashtag ??? #axit	Over wat gaat deze hashtag ??? #axit
821893615681204225	OkumuraTrash	RT @Megiddolaon: Probably not as OP as his brother, Torbjörn. https://t.co/iOGJTBYLYJ	RT @Megiddolaon : Probably not as OP as his brother , Torbjörn . https://t.co/iOGJTBYLYJ
821893636103241729	Nm_shef	@GewoonYazid Hah jammer dan horen ze gewoon niets meer van mij 😊	@GewoonYazid Hah jammer dan horen ze gewoon niets meer van mij 😊
821893637470638080	klaasvaak1533	PvdA: boos over oplichting mensen met schuld https://t.co/WwZ88nOSq5 #schulden via @telegraaf Nu pas... verkiezingsratten...!!!	PvdA : boos over oplichting mensen met schuld https://t.co/WwZ88nOSq5 #schulden via @telegraaf Nu pas ... verkiezingsratten ...!!!
821893646844731392	GrandeTrucare	#xqueeze brengt een #live #partymix en maakt er een echt #feestje van! @ Kampenhout https://t.co/gvlrntUS6l	#xqueeze brengt een #live #partymix en maakt er een echt #feestje van ! @ Kampenhout https://t.co/gvlrntUS6l
821893650623893504	brechtje232	RT @hamza_alagic: In het jaar 2529: Ze waren gewoon aan het tweeten en uiteindelijk werd het echt een land #axit	RT @hamza_alagic : In het jaar 2529: Ze waren gewoon aan het tweeten en uiteindelijk werd het echt een land #axit
821893654604288001	simoentje	mooie avond met de beste gurl	mooie avond met de beste gurl
821893659872333824	vThorben	Was leuk & ongemakkelijk streampje, slaaplekker @Royal_Puck !	Was leuk & ongemakkelijk streampje , slaaplekker @Royal_Puck !
821893663894765569	IKurrent	Maar hey jullie lichaam jullie keuze	Maar hey jullie lichaam jullie keuze
821893664767098880	stynmertens	Nee, ik denk dat de partij van mijn keuze geen letter v in haar naam zal hebben. #terzaketv	Nee , ik denk dat de partij van mijn keuze geen letter v in haar naam zal hebben . #terzaketv
821893665169829889	Greetdekeyser	Michelle Obama stuurt tijdens de laatste dagen dat ze nog FLOTUS is deze dank-foto aan de Amerikanen. https://t.co/kVSMxdLAbk	Michelle Obama stuurt tijdens de laatste dagen dat ze nog FLOTUS is deze dank-foto aan de Amerikanen . https://t.co/kVSMxdLAbk
821893666126135298	snebbert	@deweijerdesign @kromst @Ellingmann Jup, haar legitimiteit ontleent zij aan haar positie als zogenaamd slachtoffer.	@deweijerdesign @kromst @Ellingmann Jup , haar legitimiteit ontleent zij aan haar positie als zogenaamd slachtoffer .
821893674342682625	kvrstxnn_bot	kijk mijn nieuwe lekkere hond!	kijk mijn nieuwe lekkere hond !
821893692223012864	jkuipers_	@kromst Die vluchtelinge op de foto zal het inderdaad wel koud hebben zo.	@kromst Die vluchtelinge op de foto zal het inderdaad wel koud hebben zo .
821893701660213249	dewandelschoen	Vanaf 25 februari kunt u bij Jikkemiene weer reserveren voor de knapzakroute, 'n bijzondere wandeltocht rond Nisse! Zie	Vanaf 25 februari kunt u bij Jikkemiene weer reserveren voor de knapzakroute , 'n bijzondere wandeltocht rond Nisse ! Zie
821893706659799040	Wsdrunen	Het weer in Drunen op 19/01/17 om 02:30: Temperatuur: -3.4C Vochtigheid: 97 Dauwpunt: -3.8C Wind: 0.4 km/h vanuit het ESE Regen: 0.0 mm	Het weer in Drunen op 19/01/17 om 02:30: Temperatuur : -3.4C Vochtigheid : 97 Dauwpunt : -3.8C Wind : 0.4 km /h vanuit het ESE Regen : 0.0 mm
821893706789847040	Directsuccesvol	Hormonen – Hoe werkt het hormoondieet? - https://t.co/iqyQFW3OLc https://t.co/FYfKPJRDAM	Hormonen – Hoe werkt het hormoondieet ? - https://t.co/iqyQFW3OLc https://t.co/FYfKPJRDAM
821893710485000192	VacatureWerk	Nieuwe #vacature #JouwBaan Bioinformatician https://t.co/UQdyzXdBbf	Nieuwe #vacature #JouwBaan Bioinformatician https://t.co/UQdyzXdBbf
821893712770957316	aishxivk	@unagize ik kijk vandaag officieel 732 dagen je video's	@unagize ik kijk vandaag officieel 732 dagen je video's
821893713756585984	yousrasliman	RT @Martijnvilijn: Maak Antwerpen onafhankelijk! #axit https://t.co/JYCbRs8FfY	RT @Martijnvilijn : Maak Antwerpen onafhankelijk ! #axit https://t.co/JYCbRs8FfY
821893714536583168	Michel7301	Ik heb een video toegevoegd aan een @YouTube-afspeellijst: https://t.co/GPAHUvGvci Glen Washington - Strangers In The Night	Ik heb een video toegevoegd aan een @YouTube - afspeellijst : https://t.co/GPAHUvGvci Glen Washington - Strangers In The Night
821893706789847040	Directsuccesvol	Hormonen – Hoe werkt het hormoondieet? - https://t.co/iqyQFW3OLc https://t.co/FYfKPJRDAM	Hormonen – Hoe werkt het hormoondieet ? - https://t.co/iqyQFW3OLc https://t.co/FYfKPJRDAM
821893716331921410	GotherofMod	Als ik moe ben ben ik zó veel creatiever	Als ik moe ben ben ik zó veel creatiever
821893716835082241	hitchings_ruthe	Binnenkort openen er 2 nieuwe in wat dat is? Kijk maar even op Google.	Binnenkort openen er 2 nieuwe in wat dat is ? Kijk maar even op Google .
821893715786612736	piltination	#Populismus AfD #Populismus als #Alternative #Doku #2016 (NEU in HD) https://t.co/XaIzaOl6KZ #Zeitkultur https://t.co/8WNeIC55CP	#Populismus AfD #Populismus als #Alternative #Doku #2016 ( NEU in HD ) https://t.co/XaIzaOl6KZ #Zeitkultur https://t.co/8WNeIC55CP
821893718735257601	LocalFMnu	Angel - Winter song nu op #LocalFM	Angel - Winter song nu op #LocalFM
821893719041409024	Directsuccesvol	Soep maken waarmee je tot 7 kilo afvalt in 1 week - https://t.co/hZYrSRhPug https://t.co/zmoWyjUFEE	Soep maken waarmee je tot 7 kilo afvalt in 1 week - https://t.co/hZYrSRhPug https://t.co/zmoWyjUFEE
821893726394077184	247robby	#koopje #Bestel nu het gratis X-Smoke #starters #pakket, en probeer zo'n #electrische #sigaret helemaal #gratis https://t.co/9MBVzT99Ti	#koopje #Bestel nu het gratis X-Smoke #starters #pakket , en probeer zo'n #electrische #sigaret helemaal #gratis https://t.co/9MBVzT99Ti
821893727388049409	Niszjemusiq	Wie is nog wakker dan ?	Wie is nog wakker dan ?
821893728554156032	workshopsesther	RT @DePolitieheli: Wij helpen zoeken naar een autistische jongen van 14j, die overstuur is weg gelopen van huis zonder jas te #Oegstgeest #…	RT @DePolitieheli : Wij helpen zoeken naar een autistische jongen van 14j, die overstuur is weg gelopen van huis zonder jas te #Oegstgeest #…
821893738733731844	Sjeanine	@ann__91 Nu eerst koffie. Ik slaap altijd goed op koffie. En waarom slaap jij niet??	@ann__91 Nu eerst koffie . Ik slaap altijd goed op koffie . En waarom slaap jij niet ??
821893740411424769	JolienCeulemans	RT @torfsrik: Vrijheid van meningsuiting betekent dat we meningen moeten tolereren, niet dat we er respect voor moeten hebben.	RT @torfsrik : Vrijheid van meningsuiting betekent dat we meningen moeten tolereren , niet dat we er respect voor moeten hebben .
821893740012965891	shossontwits	Belachelijk. https://t.co/nOmt3jwrM6	Belachelijk . https://t.co/nOmt3jwrM6
821893743540338688	MarcoBuschman	16 #behoeften van de mens - wat drijft jou? https://t.co/ghomRavPlO	16 #behoeften van de mens - wat drijft jou ? https://t.co/ghomRavPlO
821893746627346432	ViiihBiebeer	@ProjetoFFans onze #LoveYourself #BestLyrics #iHeartAwards	@ProjetoFFans onze #LoveYourself #BestLyrics #iHeartAwards
821893754009374722	Brendita32NL	Bekijk mijn uitzending vanaf mijn PlayStation 4! #PS4live (Destiny) live at https://t.co/jb9Tq6V8EC	Bekijk mijn uitzending vanaf mijn PlayStation 4! #PS4live ( Destiny ) live at https://t.co/jb9Tq6V8EC
821893768794271744	MonitorMonkey1	RT @Nokterian: Je kan nu terug kijken naar #debalie waarbij onze lijsttrekker @ncilla te gast was #stempiraat #ppnl #tk2017 https://t.co/jU…	RT @Nokterian : Je kan nu terug kijken naar #debalie waarbij onze lijsttrekker @ncilla te gast was #stempiraat #ppnl #tk2017 https://t.co/jU …
821893769607966722	Fub_Fub	@harryhetmens das al een oudje, maar ik moet er om glimlachen ;)	@harryhetmens das al een oudje , maar ik moet er om glimlachen ;)
821893782274797569	openn_eu	Open dagen scholen voor voortgezet onderwijs - Hengelos Weekblad (persbericht) (Blog) https://t.co/qTi11ncyOn	Open dagen scholen voor voortgezet onderwijs - Hengelos Weekblad ( persbericht ) ( Blog ) https://t.co/qTi11ncyOn
821893808312958978	yousrasliman	RT @hamza_alagic: Tourist LeMC - Mijn stad moet onze nieuwe volkslied worden #Axit	RT @hamza_alagic : Tourist LeMC - Mijn stad moet onze nieuwe volkslied worden #Axit
821893807469891584	hansoljans	RT @P_A_Kirschner: Gelukkig is er vandaag weer stroom dus kan er in de scholen gedoceerd worden ;-) https://t.co/HEId7JYH85	RT @P_A_Kirschner : Gelukkig is er vandaag weer stroom dus kan er in de scholen gedoceerd worden ;-) https://t.co/HEId7JYH85
821893808442974209	YurreWieken	RT @cvnorel: Partij van de Arbeid is wel heel snel gewend aan de rol in de oppositie. Alsof ze nooit anders hebben gedaan.#Hilckmann #raad24	RT @cvnorel : Partij van de Arbeid is wel heel snel gewend aan de rol in de oppositie . Alsof ze nooit anders hebben gedaan . #Hilckmann #raad24
821893818299478016	StefanCharon24	Ik vind een @YouTube-video leuk: https://t.co/AzcmtYOa69 30th Memorial Chernobyl Cards!	Ik vind een @YouTube - video leuk : https://t.co/AzcmtYOa69 30 th Memorial Chernobyl Cards !
821893826230898688	ArlanBouwman	@Rabobank Waar in Cambodja kan ik pinnen met mijn Rabo-pas? Al heel wat banken geprobeerd maar nog nergens succes..	@Rabobank Waar in Cambodja kan ik pinnen met mijn Rabo-pas ? Al heel wat banken geprobeerd maar nog nergens succes ..
821893826411261952	mauimom3	RT @NadiaRashid20: @HeinBruinewoud @NUnl #bringinsiyaback Mijn dochter nu bijna 4 maanden geleden ontvoerd+gesmokkeld naar India #SOS https…	RT @NadiaRashid20 : @HeinBruinewoud @NUnl #bringinsiyaback Mijn dochter nu bijna 4 maanden geleden ontvoerd + gesmokkeld naar India #SOS https …
821893827485138945	xDaphne_D	Ach wat leuk! Zie ik @TimBloemersFM ineens op de snapchat van HVA.	Ach wat leuk ! Zie ik @TimBloemersFM ineens op de snapchat van HVA .
821893841464815617	BstTravells	Please RT? #travel #traveller Zaagmolen Amsterdam: hidden gem in De Pijp met heel goed eten https://t.co/gcmcCwa9sD https://t.co/eU6Y4iB4Jy	Please RT ? #travel #traveller Zaagmolen Amsterdam : hidden gem in De Pijp met heel goed eten https://t.co/gcmcCwa9sD https://t.co/eU6Y4iB4Jy
821893850176360448	tokesss1980	@FleurVrdk @mypinkpussy4 kan er zo hard van worden	@FleurVrdk @mypinkpussy4 kan er zo hard van worden
821893856035831810	HartjeMrEyMitch	Oeps al 5 dagen wakker. Kut	Oeps al 5 dagen wakker . Kut
821893859177275393	Eldorado_Radio	radio eldorado - nonstop uit alphen aan de maas draait nu : gerard joling - shangri-la #hits #muziek	radio eldorado - nonstop uit alphen aan de maas draait nu : gerard joling - shangri-la #hits #muziek
821893864218886145	shossontwits	@ingrid602 ja, kijk het na, ergens in maart	@ingrid602 ja , kijk het na , ergens in maart
