821220505353158657	Weerschoonebeek	| Temp -5.8 oC | Windsnelheid 0.2 km/h uit S | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.8 oC | Windsnelheid 0.2 km /h uit S | 0.0 mm neerslag | wolkenhoogte :67 meter |
821228169428660226	Club_Brugge_	'AA Gent ziet ex-middenvelder van Anderlecht en #Club #Brugge als alternatief voor Trebel' https://t.co/Yon4odkg2X #clubbrugge	' AA Gent ziet ex-middenvelder van Anderlecht en #Club #Brugge als alternatief voor Trebel ' https://t.co/Yon4odkg2X #clubbrugge
821228166941409282	basisbegrip	Praktische en logische #aanpak en #lifestyle #tips uit de #BasisBegripBlog, verzameld in een gratis pdf #BlogBundel… https://t.co/Voyg1ceruA	Praktische en logische #aanpak en #lifestyle #tips uit de #BasisBegripBlog , verzameld in een gratis pdf #BlogBundel … https://t.co/Voyg1ceruA
821228171748065280	marcel_hgl1970	@Dnielle7603 goedemorgen Daniëlle en een fijne dag vandaag.	@Dnielle7603 goedemorgen Daniëlle en een fijne dag vandaag .
821228171882283008	maickel1978	RT @RubenSmitNatuur: Een van de mooiste natuurfilmfragmenten ooit... https://t.co/64DnyNAYMz	RT @RubenSmitNatuur : Een van de mooiste natuurfilmfragmenten ooit ... https://t.co/64DnyNAYMz
821228172855353344	BPoorter	Ja, die #stroomstoring, maar waarom valt dan ook de mobiele telefoonverbinding uit?	Ja , die #stroomstoring , maar waarom valt dan ook de mobiele telefoonverbinding uit ?
821228170246402049	BSaanen	@BuienRadarNL @MeteoGroupWeer @weeronline @Weerplaza lichte vorst met -3.7 gr. om 06.15u. na een enkel sneeuwbui… https://t.co/yGJDXWc4t5	@BuienRadarNL @MeteoGroupWeer @weeronline @Weerplaza lichte vorst met -3.7 gr . om 06.15u. na een enkel sneeuwbui … https://t.co/yGJDXWc4t5
821228174545666048	pieter020	Afgelopen uur hebben we toch lopen besparen jonguh! https://t.co/akoDezK0Vg	Afgelopen uur hebben we toch lopen besparen jonguh ! https://t.co/akoDezK0Vg
821228177917939712	Gerrypoes	RT @NLvermist: Sina Holzmann (26 jaar) uit Amsterdam is vermist. Bel met informatie naar 0800-6070. Retweet en volg ook @NLvermist https://…	RT @NLvermist : Sina Holzmann (26 jaar ) uit Amsterdam is vermist . Bel met informatie naar 0800-6070. Retweet en volg ook @NLvermist https:// …
821228178370916353	EDGemeente	Dankie , heilige God ,dat ek daagliks voor u aangesig Kan wandel en gelei word deur u Heilige Gees omdat U in my lewe is Amen.	Dankie , heilige God , dat ek daagliks voor u aangesig Kan wandel en gelei word deur u Heilige Gees omdat U in my lewe is Amen .
821228178567991296	AlyssiaHS	RT @camshuybrechts: Ik heb het zo gehad met het middelbaar!!!!!	RT @camshuybrechts : Ik heb het zo gehad met het middelbaar !!!!!
821228179436277762	adiendub	@DanielLohues heul mooi	@DanielLohues heul mooi
821228179478183938	Elinevanbroeck	RT @miatritsmans: "Geen idee wat we nu zijn, maar ik mis wat we waren"	RT @miatritsmans : " Geen idee wat we nu zijn , maar ik mis wat we waren "
821228180895768580	roelbeckers	@freekiedm niet echt nee…alhoewel slechts 35 graden hier vandaag ☀️ #ahum	@freekiedm niet echt nee … alhoewel slechts 35 graden hier vandaag ☀️ #ahum
821228181097222144	UpintheSkyNL	Cathay in de zomer naar Barcelona - https://t.co/aG0UMTrUMK https://t.co/W6RvWq7G76	Cathay in de zomer naar Barcelona - https://t.co/aG0UMTrUMK https://t.co/W6RvWq7G76
821228182280011776	vanjessin	Lees: zes radiatoren volledig opengedraaid en vertrokken. We hebben ze dágen later, voordat we op reis vertrokken, zelf terug dichtgedraaid.	Lees : zes radiatoren volledig opengedraaid en vertrokken . We hebben ze dágen later , voordat we op reis vertrokken , zelf terug dichtgedraaid .
821228186818269184	Patrice66wvl	RT @RWS_verkeer: Zeer zware ochtendspits op snelwegen rond Amsterdam verwacht ivm stroomstoring. Houd rekening met langere reistijden. #str…	RT @RWS_verkeer : Zeer zware ochtendspits op snelwegen rond Amsterdam verwacht ivm stroomstoring . Houd rekening met langere reistijden . #str …
821228188835741697	VeendamNL	MS Veendam: Over een bel en een heldhaftige kapitein https://t.co/jAKbW9EuaM	MS Veendam : Over een bel en een heldhaftige kapitein https://t.co/jAKbW9EuaM
821228189154443264	OsChartRadio	Nu op #OsChartRadio: Koos Stekkerdoos - ZOIGE! https://t.co/V2Wm3OR2DB	Nu op #OsChartRadio : Koos Stekkerdoos - ZOIGE ! https://t.co/V2Wm3OR2DB
821228189292908546	Elinevanbroeck	RT @bastiaenstibo: Ik zou de hele nacht met u kunnen praten	RT @bastiaenstibo : Ik zou de hele nacht met u kunnen praten
821228191054446592	kreeft59	aqua vitae... laat het levenswater stromen: 17jan17 Pattern/Patronen https://t.co/p4bZMOZX2n	aqua vitae ... laat het levenswater stromen : 17 jan 17 Pattern / Patronen https://t.co/p4bZMOZX2n
821228191385874433	Pretpark020	@NicovanGog alleen zonder l warm water is dat ook geen feest...	@NicovanGog alleen zonder l warm water is dat ook geen feest ...
821228191373295616	GemZaanstad	RT @LianderNL: Op dit moment is onbekend wanneer de #stroomstoring in #Amsterdam #Zaandam #Landsmeer is opgelost. Volg @LianderNL op twitte…	RT @LianderNL : Op dit moment is onbekend wanneer de #stroomstoring in #Amsterdam #Zaandam #Landsmeer is opgelost . Volg @LianderNL op twitte …
821228195844395008	PBruynen	RT @Derksen_Gelul: Als het over elfstedentocht gaat verwacht je toch de echte scheve schaats rijders als Peter R de Slijmzwamoloog ea aan t…	RT @Derksen_Gelul : Als het over elfstedentocht gaat verwacht je toch de echte scheve schaats rijders als Peter R de Slijmzwamoloog ea aan t…
821228196062523393	DeZeewoldenaar	RT @RWS_verkeer: Zeer zware ochtendspits op snelwegen rond Amsterdam verwacht ivm stroomstoring. Houd rekening met langere reistijden. #str…	RT @RWS_verkeer : Zeer zware ochtendspits op snelwegen rond Amsterdam verwacht ivm stroomstoring . Houd rekening met langere reistijden . #str …
821228198964785152	Assen_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/KENDFj9lsc #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/KENDFj9lsc #nieuwstwitter
821228199652839424	WilmaJackson	RT @corienharder: Weer thuis van introavond met nieuwe leden @RhoChiNL. O.a. uitleg over achtergrond van de verpleegkundige leden…	RT @corienharder : Weer thuis van introavond met nieuwe leden @RhoChiNL . O.a. uitleg over achtergrond van de verpleegkundige leden …
821228199170314241	alkmaar_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ED6Q1h0aUc #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ED6Q1h0aUc #nieuwstwitter
821228200646709249	Assen_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/xLYlgSuEhI #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/xLYlgSuEhI #nieuwstwitter
821228200957087744	alkmaar_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/IWWhqpVHTG #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/IWWhqpVHTG #nieuwstwitter
821228200906944512	GroningenNL	Eigen Huis: bitter weinig vertrouwen Groningers https://t.co/hgOVKw4duT	Eigen Huis : bitter weinig vertrouwen Groningers https://t.co/hgOVKw4duT
821228202492207105	alkmaar_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/GwknyryeSs #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/GwknyryeSs #nieuwstwitter
821228202416689152	Assen_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/X9xgnvCg1N #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/X9xgnvCg1N #nieuwstwitter
821228207710015489	compu_tricks	@Room_ijsje zal vast onzin zijn geweest	@Room_ijsje zal vast onzin zijn geweest
821228208435535873	tilburg_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/nSRLYP4TnL #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/nSRLYP4TnL #nieuwstwitter
821228208376815617	Heerenveen_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/f31uI3aFrK #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/f31uI3aFrK #nieuwstwitter
821228208741699585	dordrecht_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/O7CryA7143 #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/O7CryA7143 #nieuwstwitter
821228208649596928	ingrid_kok	RT @dennis_dw: Ondanks 0 zetels in de peilingen, nauwelijks partijleden en echt geen énkele politieke ervaring mag Sylvana over haar partij…	RT @dennis_dw : Ondanks 0 zetels in de peilingen , nauwelijks partijleden en echt geen énkele politieke ervaring mag Sylvana over haar partij …
821228209026932736	waalwijk_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/gvHXuzmjVh #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/gvHXuzmjVh #nieuwstwitter
821228209282945026	NLNieuwsAlert	ANWBverkeer: File door een aanrijding op de #A6 Lelystad richting Muiden. Tussen Lelystad en Almere-Buiten-Oost is het vastgelopen. #NLNieu…	ANWBverkeer : File door een aanrijding op de #A6 Lelystad richting Muiden . Tussen Lelystad en Almere-Buiten-Oost is het vastgelopen . #NLNieu …
821228210222305280	Heerenveen_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/0gRz6nDGuC #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/0gRz6nDGuC #nieuwstwitter
821228210402660352	tilburg_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/74Tfa6gFtY #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/74Tfa6gFtY #nieuwstwitter
821228209631064064	livb615	@NOS Een Ayaan pias, snel vergeten.	@NOS Een Ayaan pias , snel vergeten .
821228210658496512	dordrecht_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/JeAsuZZYoq #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/JeAsuZZYoq #nieuwstwitter
821228210763370497	waalwijk_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/I9xlHGzCDI #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/I9xlHGzCDI #nieuwstwitter
821228211484823553	Roermond_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/VPXEABFgXJ #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/VPXEABFgXJ #nieuwstwitter
821228211036098561	jetskeroetman	@NS_online rijdt de Thalys van 7.17 en fiets ik naar het station op deze donkere ochtend?	@NS_online rijdt de Thalys van 7.17 en fiets ik naar het station op deze donkere ochtend ?
821228211912613888	Heerenveen_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/vwO96hOHIL #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/vwO96hOHIL #nieuwstwitter
821228211933573125	tilburg_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/AEeNxk4wYj #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/AEeNxk4wYj #nieuwstwitter
821228212181028864	dordrecht_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/aGMxyEINN7 #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/aGMxyEINN7 #nieuwstwitter
821228212164304896	Middelburg_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/0uuvHu2wLH #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/0uuvHu2wLH #nieuwstwitter
821228211820371968	emmen_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/HF3Gpg8vEW #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/HF3Gpg8vEW #nieuwstwitter
821228212801839109	waalwijk_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/5wLtbyqSwp #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/5wLtbyqSwp #nieuwstwitter
821228213326094336	Arnhem_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/BcCAcHCtpj #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/BcCAcHCtpj #nieuwstwitter
821228213602947074	dordrecht_nt	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/8vZbViquEb #nieuwstwitter	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/8vZbViquEb #nieuwstwitter
821228213888090112	Roermond_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/VAzaTZb0LY #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/VAzaTZb0LY #nieuwstwitter
821228213951004674	emmen_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/l5IILDzGed #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/l5IILDzGed #nieuwstwitter
821228211979829248	jouwochtendshow	Goeiemorgen! Zometeen @JettRebel op De Speelplaats 😄 #3FM https://t.co/Ca41AHA4r5	Goeiemorgen ! Zometeen @JettRebel op De Speelplaats 😄 #3FM https://t.co/Ca41AHA4r5
821228214269853698	Middelburg_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/edhm9kKJaE #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/edhm9kKJaE #nieuwstwitter
821228214785888257	nieuwsdagen	Geen treinen door grote stroomstoring Amsterdam en Zaandam https://t.co/F9DEPIv2wz	Geen treinen door grote stroomstoring Amsterdam en Zaandam https://t.co/F9DEPIv2wz
821228215104475136	Arnhem_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/rWYuwUC2q8 #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/rWYuwUC2q8 #nieuwstwitter
821228215431614465	Roermond_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/lmzAl4scth #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/lmzAl4scth #nieuwstwitter
821228215851061249	emmen_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/k2OfrnbfEI #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/k2OfrnbfEI #nieuwstwitter
821228215461171200	ScoobySnackNL	@NumoQuest debat.... zucht.... dear dus	@NumoQuest debat .... zucht .... dear dus
821228216316637186	Middelburg_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/q18SL3WZrP #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/q18SL3WZrP #nieuwstwitter
821228216740261888	Arnhem_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/ntS4imgjEf #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/ntS4imgjEf #nieuwstwitter
821228216962584576	BrekingNieuws	#BrekingNieuws Rutte en Klaver sluiten PVV uit - BNR Nieuwsradio https://t.co/xlGLWr7n0j	#BrekingNieuws Rutte en Klaver sluiten PVV uit - BNR Nieuwsradio https://t.co/xlGLWr7n0j
821228217277288448	jolandapikkaart	Welke schrijvende ondernemer bewonder jij en waarom?	Welke schrijvende ondernemer bewonder jij en waarom ?
821228217721913347	Damfranc	Samen met @HPE_NL aan de slag om @altijdalleskwijt.nl verder te ontwikkelen! 👇 https://t.co/R5y04doeD4	Samen met @HPE_NL aan de slag om @altijdalleskwijt . nl verder te ontwikkelen ! 👇 https://t.co/R5y04doeD4
821228218334281728	tuursmit	@MvDasselaar Laten we hopen van niet 😂. Laat die maar even goed balen hahaha	@MvDasselaar Laten we hopen van niet 😂. Laat die maar even goed balen hahaha
821228218732556288	Amersfoort_NT	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ETjuLPXinJ #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/ETjuLPXinJ #nieuwstwitter
821228218237730817	philippaertfem	RT @aiesthetic: Kdacht 2 seconden dat er iets zinnig uit ging komen & then it went downhill https://t.co/7zrATiG1aF	RT @aiesthetic : Kdacht 2 seconden dat er iets zinnig uit ging komen & then it went downhill https://t.co/7zrATiG1aF
821228218858414080	Haarlem_nt	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/uSXK76CeLg #nieuwstwitter	#nieuws Robin Haase verliest in vijf sets in eerste ronde Australian Open https://t.co/uSXK76CeLg #nieuwstwitter
821228219122774016	pvbprive	RT @NLvermist: Sina Holzmann (26 jaar) uit Amsterdam is vermist. Bel met informatie naar 0800-6070. Retweet en volg ook @NLvermist https://…	RT @NLvermist : Sina Holzmann (26 jaar ) uit Amsterdam is vermist . Bel met informatie naar 0800-6070. Retweet en volg ook @NLvermist https:// …
821228220255113216	pjp_roosendaal	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/Onz85ER65K #nieuwstwitter	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/Onz85ER65K #nieuwstwitter
821228220980695040	Haarlem_nt	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/7QCS9s9Kph #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/7QCS9s9Kph #nieuwstwitter
821228220951490560	Jaimie_Hellbow	@lindemerckpoel het koude weer is voor mij kleedjestijd met kousenbroeken! #kleedjestijd #vriesweer #love-it	@lindemerckpoel het koude weer is voor mij kleedjestijd met kousenbroeken ! #kleedjestijd #vriesweer #love - it
821228221324591106	Amersfoort_NT	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/qTVb4dVdQr #nieuwstwitter	#nieuws Serena Williams naar tweede ronde Australian Open https://t.co/qTVb4dVdQr #nieuwstwitter
821228221920198657	Dordrecht_BN	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/0t8Ul82hKh #nieuwstwitter	#rotterdam Excelsior wacht op PSV voor De Wijs https://t.co/0t8Ul82hKh #nieuwstwitter
821228222633287680	Haarlem_nt	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/c0RgYfXG94 #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/c0RgYfXG94 #nieuwstwitter
821228222981382145	Amersfoort_NT	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/t5ITEEFX5x #nieuwstwitter	#nieuws Geen treinen van en naar Amsterdam Centraal door grote stroomstoring https://t.co/t5ITEEFX5x #nieuwstwitter
821228225141637120	JPViergever	Strengere regels zetten praktijk van belastingafspraken onder druk. https://t.co/S12nDCRKOS #FD	Strengere regels zetten praktijk van belastingafspraken onder druk . https://t.co/S12nDCRKOS #FD
821228225481310208	radio638	Nu te horen #MusicalYouth - #PassTheDutchie op Radio 638 https://t.co/IyBbzOiZt2	Nu te horen #MusicalYouth - #PassTheDutchie op Radio 638 https://t.co/IyBbzOiZt2
821228226643169280	marcel_hgl1970	@Miauwzie goedemorgen Ilse en een fijne dag vandaag.	@Miauwzie goedemorgen Ilse en een fijne dag vandaag .
821228227523919872	johan471	volgens consulent van een (groot) softwarebedrijf geldt vernietigingsplicht alleen voor papieren dossiers. oh ok, dat is wel zo makkelijk :)	volgens consulent van een ( groot ) softwarebedrijf geldt vernietigingsplicht alleen voor papieren dossiers . oh ok , dat is wel zo makkelijk :)
