821190305235996673	Weerschoonebeek	| Temp -5.6 oC | Windsnelheid 1.0 km/h uit SW | 0.0 mm neerslag| wolkenhoogte:67 meter |	| Temp -5.6 oC | Windsnelheid 1.0 km /h uit SW | 0.0 mm neerslag | wolkenhoogte :67 meter |
821199262591631360	hvlint	@grootoonk1 @AT5 voor zover ik kan beoordelen op twitter: heel Amsterdam en Zaandam	@grootoonk1 @AT5 voor zover ik kan beoordelen op twitter : heel Amsterdam en Zaandam
821199266618216448	RegioDate	Kiki 24 jr., Ik laat alles op mij afkomen. https://t.co/WrMJIIFgO5	Kiki 24 jr ., Ik laat alles op mij afkomen . https://t.co/WrMJIIFgO5
821199269726134272	Natastique	Dank, @zachtbaardige, ik vroeg me al af of het alleen hier was #stroomstoring #amsterdamwest	Dank , @zachtbaardige , ik vroeg me al af of het alleen hier was #stroomstoring #amsterdamwest
821199270690885635	kislovegirl	Me meisje is nog niet de oude	Me meisje is nog niet de oude
821199279121432577	RobbertSlim	@LianderNL stroomstoring in Amsterdam Osdorp jullie zijn telefonisch niet te bereiken	@LianderNL stroomstoring in Amsterdam Osdorp jullie zijn telefonisch niet te bereiken
821199284079132672	erojo2005	een sex https://t.co/DhCPh5QsF8	een sex https://t.co/DhCPh5QsF8
821199286847340544	baycontatjana24	Gaat U Daar MaarZitten https://t.co/zgr7ktWu8w	Gaat U Daar MaarZitten https://t.co/zgr7ktWu8w
821199287224795141	DIVlDED	@BODYSAYXMENDES @ddlovato IK DEMIS ALBUM IM JS 😂😂	@BODYSAYXMENDES @ddlovato IK DEMIS ALBUM IM JS 😂😂
821199294212534273	Rvandipten	Actueel weer 04:35: temperatuur -3.3 °C, gevoel -5.2 °C, vochtigheid 94 pct, windrichting NO, wind 1 tot 10 kmh, regen 0 mm, druk 1034 hPa	Actueel weer 04:35: temperatuur -3.3 °C, gevoel -5.2 °C, vochtigheid 94 pct , windrichting NO , wind 1 tot 10 kmh , regen 0 mm , druk 1034 hPa
821199297534455809	Eldorado_Radio	radio eldorado - nonstop uit studio heerde draait nu : helemaal hollands - af en af #hits #muziek	radio eldorado - nonstop uit studio heerde draait nu : helemaal hollands - af en af #hits #muziek
821199299111325696	b4dafly	Lowkey a bij👋	Lowkey a bij 👋
821199307491647488	gewoonbart	De overkant #AZ trainingscomplex heeft wel stroom #Wormerland #stroomstoring	De overkant #AZ trainingscomplex heeft wel stroom #Wormerland #stroomstoring
821199307890159617	cmsNetherlands	Goed verhaal van Renske Leijten: Nationaal ZorgFonds is de toekomst https://t.co/15cn6HV6n8 #NationaalZorgfonds #233000mensen	Goed verhaal van Renske Leijten : Nationaal ZorgFonds is de toekomst https://t.co/15cn6HV6n8 #NationaalZorgfonds #233000mensen
821199308141854720	cudihousters197	Hottest Amateur Teen Paar liebt infront der Webcam ficken https://t.co/LUWwXyNxGB	Hottest Amateur Teen Paar liebt infront der Webcam ficken https://t.co/LUWwXyNxGB
821199312113827840	fabstylistika	@netevenleuker ik ben in 1013 ook geen stroom	@netevenleuker ik ben in 1013 ook geen stroom
821199312239599620	PascalRenes	Er zijn zo'n dagen dat er altijd een zitje vrij is 😜❄️⛄️ - voorzichtig als je de baan op moet twuddies https://t.co/WgKrhK6aSY	Er zijn zo'n dagen dat er altijd een zitje vrij is 😜❄️⛄️ - voorzichtig als je de baan op moet twuddies https://t.co/WgKrhK6aSY
821199319621627909	RiekertBotha	GENEESDE VERHOUDINGS IN DIE AANGESIG VAN JESUS Ons verhoudingsprobleme ontstaan wanneer ons wegkyk van die... https://t.co/bsPPkcsQTV	GENEESDE VERHOUDINGS IN DIE AANGESIG VAN JESUS Ons verhoudingsprobleme ontstaan wanneer ons wegkyk van die ... https://t.co/bsPPkcsQTV
821199329423720448	bartroovers81	@GroenLiesbeth @NOS Vraag eens aan Freek de Jonge of hij zelf zijn gas al af heeft laten sluiten	@GroenLiesbeth @NOS Vraag eens aan Freek de Jonge of hij zelf zijn gas al af heeft laten sluiten
821199338307256320	rsgjacobs	Hier is Mike van KZN se twee baba volstruisies Ozzy en Tina! @zarsg https://t.co/EZxJrCnDsH	Hier is Mike van KZN se twee baba volstruisies Ozzy en Tina ! @zarsg https://t.co/EZxJrCnDsH
821199351208873987	nelkovacevic	RT @wimklever: Wilders' overwinning moet straks overdonderend en verpletterend worden om idiote 'hem-afwijzende' politici als Rutte &co hun…	RT @wimklever : Wilders ' overwinning moet straks overdonderend en verpletterend worden om idiote ' hem-afwijzende ' politici als Rutte & co hun …
821199361963163648	Laurens_LP17	RT @Felicia_Mok: Ook stroomstoring hier in Amsterdam Slotervaart. Ik ga even op het balkon staan om van de nacht te genieten!	RT @Felicia_Mok : Ook stroomstoring hier in Amsterdam Slotervaart . Ik ga even op het balkon staan om van de nacht te genieten !
821199362378305537	xtrmlo	@michond noord ook donker.	@michond noord ook donker .
821199365075107841	Geschiedenis2	Wist je dat proosten door het klinken van glazen begonnen is bij ridders uit de middeleeuwen?	Wist je dat proosten door het klinken van glazen begonnen is bij ridders uit de middeleeuwen ?
821199365788209152	TrefpuntThai	De #bohémien in de kunst is niet meer van deze tijd, stelt Peter van Nuijsenburg vast in Peter's Kunststukjes https://t.co/Wx6m3jxv5p	De #bohémien in de kunst is niet meer van deze tijd , stelt Peter van Nuijsenburg vast in Peter's Kunststukjes https://t.co/Wx6m3jxv5p
821199366128025600	nustoring	Nieuwe #treinstoring Amsterdam-Zaandam, lees meer op https://t.co/DutKm1Q9Af #spoor #ns	Nieuwe #treinstoring Amsterdam-Zaandam , lees meer op https://t.co/DutKm1Q9Af #spoor #ns
821199372889325568	NicoBeuk	@AmsterdamNL @parool @Nuon @volkskrant Zonder stroom geen verwarming in deze vrieskounacht!!	@AmsterdamNL @parool @Nuon @volkskrant Zonder stroom geen verwarming in deze vrieskounacht !!
821199372704776198	jobbirdjobs	#delenmag #dts #utrecht Enthousiaste collega's gezocht voor NS Railcatering in Utrecht https://t.co/rTpTyxE29j	#delenmag #dts #utrecht Enthousiaste collega's gezocht voor NS Railcatering in Utrecht https://t.co/rTpTyxE29j
821199374462189568	BenjaminMuffins	IK U BROKE @kingyella73	IK U BROKE @kingyella73
821199374080507905	AdzunaVacatures	#dts #werk #dordrecht Werkvoorbereider E&I Installaties https://t.co/FFdWu29PGl	#dts #werk #dordrecht Werkvoorbereider E&I Installaties https://t.co/FFdWu29PGl
821199376303456261	Gezondheid_Info	Babycakejes https://t.co/1mldkF6fq3 #gewicht #gezondheid #nieuws	Babycakejes https://t.co/1mldkF6fq3 #gewicht #gezondheid #nieuws
821199378513883138	ns_offline	Door een stroomstoring kunnen er op dit moment geen seinen en wissels worden bediend in Amsterd... meer info: https://t.co/fMdpsnadm1	Door een stroomstoring kunnen er op dit moment geen seinen en wissels worden bediend in Amsterd ... meer info : https://t.co/fMdpsnadm1
821199378912251905	openn_eu	#BELGIE Zoon Martin Luther King bezoekt Trump na uithaal naar burgerrechtenicoon https://t.co/egHBub7zzJ	#BELGIE Zoon Martin Luther King bezoekt Trump na uithaal naar burgerrechtenicoon https://t.co/egHBub7zzJ
821199379524632580	Lifestyle_Heads	Babycakejes https://t.co/QKW0JafbKG #fashion #informatie #nieuws	Babycakejes https://t.co/QKW0JafbKG #fashion #informatie #nieuws
821199379772166144	openn_eu	#BELGIE Man (68) komt om het leven bij brand in appartement https://t.co/nTTppwlIV7	#BELGIE Man (68) komt om het leven bij brand in appartement https://t.co/nTTppwlIV7
821199384801058817	koepelstereo	#onsdraainou Mandy - Pines2 op KSFM 94.9FM, binne die Vredefort Koepel. Luister: https://t.co/O7QcjcOcSv	#onsdraainou Mandy - Pines 2 op KSFM 94.9 FM , binne die Vredefort Koepel . Luister : https://t.co/O7QcjcOcSv
821199386558533632	CesarRazord	De stroom is uitgevallen in Amsterdam. Rondom het Leidseplein verlaten teleurgestelde feestgangers hun café's - ik lig in bed met kaarsjes	De stroom is uitgevallen in Amsterdam . Rondom het Leidseplein verlaten teleurgestelde feestgangers hun café's - ik lig in bed met kaarsjes
821199387003125760	openn_eu	#BELGIE Kirsten Flipkens uitgeschakeld in eerste ronde van de Australian Open https://t.co/6Km6Kso86h	#BELGIE Kirsten Flipkens uitgeschakeld in eerste ronde van de Australian Open https://t.co/6Km6Kso86h
821199401167319041	bottiethebot	Afvoerputje De beleving van de website. Een ander essentieel punt is dat, als jouw bedrijf passen. #BottieSays	Afvoerputje De beleving van de website . Een ander essentieel punt is dat , als jouw bedrijf passen . #BottieSays
821199400819048449	vakmangezocht	#vacature iCentre zoekt een medewerker Technische Dienst in Wijchen!: Bedrijf: Noxa B.V.Jij hebt twee passies,…… https://t.co/802IqkfDal	#vacature iCentre zoekt een medewerker Technische Dienst in Wijchen !: Bedrijf : Noxa B.V. Jij hebt twee passies ,…… https://t.co/802IqkfDal
821199403197284352	nelkovacevic	RT @SamvanRooy1: Man die in #Amsterdam plots agent bijna doodstak is te agressief om te verhoren en spreekt geen Nederlands. Goh. https://t…	RT @SamvanRooy1 : Man die in #Amsterdam plots agent bijna doodstak is te agressief om te verhoren en spreekt geen Nederlands . Goh . https://t …
821199410981834753	MarloesvanMeel	RT @MerelMorre: Omdat we vandaag stilstaan bij #depressie. (En nog extra vanwege het vreselijke nieuws van het Stedelijk Gymnasium…	RT @MerelMorre : Omdat we vandaag stilstaan bij #depressie . ( En nog extra vanwege het vreselijke nieuws van het Stedelijk Gymnasium …
821199410705014784	vakmangezocht	#vacature Bouw jij mee aan evenementen als technical engineer in Alkmaar: Bedrijf: YoungCapital vacaturesWil jij…… https://t.co/seMlf574Hw	#vacature Bouw jij mee aan evenementen als technical engineer in Alkmaar : Bedrijf : YoungCapital vacaturesWil jij …… https://t.co/seMlf574Hw
821199418812694529	liefdeaccount	#webcamsex zuigteef (36 jaar) Woonplaats: Amsterdam-ZuidoostLand: NetherlandsGeaardheid:… https://t.co/O2YWiUuGkt https://t.co/FqtbjdCk4P	#webcamsex zuigteef (36 jaar ) Woonplaats : Amsterdam-ZuidoostLand : NetherlandsGeaardheid :… https://t.co/O2YWiUuGkt https://t.co/FqtbjdCk4P
821199433224376324	Rooiskool	Lekker spanbou https://t.co/ONL1RxLiTE	Lekker spanbou https://t.co/ONL1RxLiTE
821199440312762369	Veerman_Edward	RT @RutgervdNoort: Goed zo @HenkKrol: uitsluiten doen we niet in coalitieland Nederland 👍🏻https://t.co/msFcPA39uR	RT @RutgervdNoort : Goed zo @HenkKrol : uitsluiten doen we niet in coalitieland Nederland 👍🏻 https://t.co/msFcPA39uR
821199449447890945	MartKok	#Stroomstoring of niet, @TMobile 4g werkt gewoon door. 😘	#Stroomstoring of niet , @TMobile 4g werkt gewoon door . 😘
821199443282325508	VlknswrdTweet	Hobbelige weg naar bestuurlijke hervorming in Zuidoost-Brabant https://t.co/GiePnWzVW3 #Valkenswaard https://t.co/rRV3WbGyjI	Hobbelige weg naar bestuurlijke hervorming in Zuidoost-Brabant https://t.co/GiePnWzVW3 #Valkenswaard https://t.co/rRV3WbGyjI
821199474366287872	nieuwharderwijk	1 ieder harderwijker moet die persoon ondervragen . en de zaak afmaken .	1 ieder harderwijker moet die persoon ondervragen . en de zaak afmaken .
821199474726993920	buzztard	#stroomstoring dus, in a'dam, maar ook in zaanstreek… groot, dus… nu 15 min. Hopelijk duurt 't niet te lang… best frisjes buiten	#stroomstoring dus , in a'dam , maar ook in zaanstreek … groot , dus … nu 15 min . Hopelijk duurt 't niet te lang … best frisjes buiten
821199476706648064	netevenleuker	@fabstylistika ik las ook in Bos en Lommer uitval	@fabstylistika ik las ook in Bos en Lommer uitval
821199478849998848	weekendround	https://t.co/9bcJAROlCH https://t.co/nEffuyp8oa Engelse globetrotter moet doelpunten maken voor Lokeren - Sporza.be https://t.co/oRDlNATxKt	https://t.co/9bcJAROlCH https://t.co/nEffuyp8oa Engelse globetrotter moet doelpunten maken voor Lokeren - Sporza . be https://t.co/oRDlNATxKt
821199480527654912	jolanda63327	@glimmerveen222 veel beloven en weinig geven. enkel een zot zal in vreugde leven	@glimmerveen222 veel beloven en weinig geven . enkel een zot zal in vreugde leven
821199484050927616	_shelbbsosa	@_WarrrrKing Ik Ik I need to stop	@_WarrrrKing Ik Ik I need to stop
821199512970690564	Sidhappens	Hadden hullie maar niet Trump moeten stempen. #stroomstoring #Amsterdam	Hadden hullie maar niet Trump moeten stempen . #stroomstoring #Amsterdam
821199517668282368	radioericah	Nu op Radio Erica: Herman Van Veen - Zo Vrolijk	Nu op Radio Erica : Herman Van Veen - Zo Vrolijk
821199522491670528	andriesnic	RT @denieuwekoers: Koers v/d Dag: CDA scoort slecht op duurzame economie. De CU daarentegen staat in de top 3 van duurzaamste partijen…	RT @denieuwekoers : Koers v/d Dag : CDA scoort slecht op duurzame economie . De CU daarentegen staat in de top 3 van duurzaamste partijen …
821199526644084737	VinnyboyTellem	Hoe moet ik nu mijn telefoon opladen? #stroomstoring #firstworldproblem	Hoe moet ik nu mijn telefoon opladen ? #stroomstoring #firstworldproblem
821199530695815171	jwwanders	RT @KasvanZonneveld: De vertrekkende Wizzair van vanochtend op Eelde. Wat kan mist toch fijn zijn :) https://t.co/c5mUHlAifV	RT @KasvanZonneveld : De vertrekkende Wizzair van vanochtend op Eelde . Wat kan mist toch fijn zijn :) https://t.co/c5mUHlAifV
821199543584878592	petereilering	@AthenaeumRoeter noord ook.	@AthenaeumRoeter noord ook .
821199543521972224	olavio34	@LianderNL vanaf 04:22 is de spanning uitgevallen in de hele flat bij de Comeniusstraat in Adam,wat is er aan de hand? @Consumentenbond	@LianderNL vanaf 04:22 is de spanning uitgevallen in de hele flat bij de Comeniusstraat in Adam , wat is er aan de hand ? @Consumentenbond
821199556197183489	mcmonneyyo	Zero zin voor werk	Zero zin voor werk
821199559854555137	EFTCentral	#EFT Wat is Emotional Freedom Technique (EFT), en hoe kun je het gebruiken? - https://t.co/Cpl52APIRG #RT #Retweet https://t.co/OHQflWVnY1	#EFT Wat is Emotional Freedom Technique ( EFT ), en hoe kun je het gebruiken ? - https://t.co/Cpl52APIRG #RT #Retweet https://t.co/OHQflWVnY1
821199560710230016	BergioRadio	Nu op https://t.co/ecOIiHYLvd | Wow! - Zomer | Luister gezellig mee!	Nu op https://t.co/ecOIiHYLvd | Wow ! - Zomer | Luister gezellig mee !
821199561981050880	Veerman_Edward	RT @RutgervdNoort: Ben je in het buitenland? Laat je stem meetellen! https://t.co/nj1IGbprfw (Let op, registreren moet voor 1 februar…	RT @RutgervdNoort : Ben je in het buitenland ? Laat je stem meetellen ! https://t.co/nj1IGbprfw ( Let op , registreren moet voor 1 februar …
821199576254267392	xtrmlo	@grootoonk1 @AT5 ja noord ook donker..... De russen?	@grootoonk1 @AT5 ja noord ook donker ..... De russen ?
821199590976290817	bootyroll	oei; lekker veel speelgoed voor mannen #tdd https://t.co/kEEgdp6Jki	oei ; lekker veel speelgoed voor mannen #tdd https://t.co/kEEgdp6Jki
821199592653987841	abdellahd	Eg gevaarlijke situatie door stroomstoring Amsterdam bij snelweg afrit. Ongelofelijk dat daar geen noodscenario voor is	Eg gevaarlijke situatie door stroomstoring Amsterdam bij snelweg afrit . Ongelofelijk dat daar geen noodscenario voor is
821199595313266693	markhulstein	Hier in de Rivierenbuurt ook gedeeltelijk geen stroom. De overkant van de straat heeft wel licht. Veel gebieden A'dam zonder stroom lees ik.	Hier in de Rivierenbuurt ook gedeeltelijk geen stroom . De overkant van de straat heeft wel licht . Veel gebieden A'dam zonder stroom lees ik .
821199601436860416	elza_news	RT @hulswood: Asielzoekers Eritrea veroorzaken overlast omdat NL geen Luilekkerland is. Komen dus om te parasiteren -> uitzetten! https://t…	RT @hulswood : Asielzoekers Eritrea veroorzaken overlast omdat NL geen Luilekkerland is . Komen dus om te parasiteren -> uitzetten ! https://t …
821199602158366721	ZargsX019	Ik vind een @YouTube-video van @levelcapgaming leuk: https://t.co/TjdodE2UQ6 Loadout Lawrence Of Arabia - Custom SMLE | Battlefield 1	Ik vind een @YouTube - video van @levelcapgaming leuk : https://t.co/TjdodE2UQ6 Loadout Lawrence Of Arabia - Custom SMLE | Battlefield 1
821199609703911429	xlgkdierit	Wonder hoeveel mense weet wat dit om werklik trots te wees op iets of iemand. #dierit	Wonder hoeveel mense weet wat dit om werklik trots te wees op iets of iemand . #dierit
821199612618952704	izayaduve	Rip slaap	Rip slaap
821199619044601857	coffeejasper	@netevenleuker 1032 ook niet (noord)	@netevenleuker 1032 ook niet ( noord )
821199619485028352	netevenleuker	@fabstylistika alles aardedonker	@fabstylistika alles aardedonker
821199621951279104	elza_news	RT @hulswood: Man die agent neerstak op Rembrandtplein = buitenlander en te agressief voor verhoor. https://t.co/USLN6ttBDM	RT @hulswood : Man die agent neerstak op Rembrandtplein = buitenlander en te agressief voor verhoor . https://t.co/USLN6ttBDM
821199626413883392	lzumis	BEST OP https://t.co/PMeSZCydhv	BEST OP https://t.co/PMeSZCydhv
821199632286044161	mcmonneyyo	Ik had echt nog een dag verlof nodig	Ik had echt nog een dag verlof nodig
821199637314932737	TreinAlert	⚠ @TreinAlert Door een stroomstoring kunnen er op dit moment geen seinen en wissels worden bed.. https://t.co/HMc5K2T854	⚠ @TreinAlert Door een stroomstoring kunnen er op dit moment geen seinen en wissels worden bed .. https://t.co/HMc5K2T854
821199646601179137	irmakr64	Een weekendje weg met Pasen? Boek dan snel - AD.nl https://t.co/S27M42oSV9 #kerst #sinterklaas #oudennieuw	Een weekendje weg met Pasen ? Boek dan snel - AD . nl https://t.co/S27M42oSV9 #kerst #sinterklaas #oudennieuw
821199648199241731	f1nieuws	Lance Stroll zet zich schrap met maar vier dagen tijd: "Nie... https://t.co/O2d2QMQgSL (via Racexpress.nl)	Lance Stroll zet zich schrap met maar vier dagen tijd : " Nie ... https://t.co/O2d2QMQgSL ( via Racexpress . nl )
821199654465454081	BobOffringa	Dood wiskundeleraar 'groot verlies voor allemaal' - https://t.co/I7HGp4OmNS via https://t.co/LhubiFqrck	Dood wiskundeleraar ' groot verlies voor allemaal ' - https://t.co/I7HGp4OmNS via https://t.co/LhubiFqrck
821199658311712773	AlexaSaponara	RT @VSPorn: Heel game strong 👠💫 https://t.co/n6Y20A43rd	RT @VSPorn : Heel game strong 👠💫 https://t.co/n6Y20A43rd
821199658689187841	20aktzhanova	Outdoor-Paar Fick am Strand https://t.co/XcBgRV4YOd	Outdoor-Paar Fick am Strand https://t.co/XcBgRV4YOd
821199664967843840	roelbeckers	@geertruiraport best wat kleren aandoen vooraleer ge naar buiten gaat dan. kwestie dat je niet in je slaap neglige naar buiten wandelt…	@geertruiraport best wat kleren aandoen vooraleer ge naar buiten gaat dan . kwestie dat je niet in je slaap neglige naar buiten wandelt …
821199667711057922	elza_news	RT @hulswood: Geen cash meer in bussen A'dam, we passen ons weer aan aan de lichtgetinte criminaliteit.... Begin eens met direct…	RT @hulswood : Geen cash meer in bussen A'dam , we passen ons weer aan aan de lichtgetinte criminaliteit .... Begin eens met direct …
821199675885764608	HenkBaarn	Totale filelengte op snelwegen in Vlaanderen: 0 km; Trend: stabiel https://t.co/BuUBuTagrR	Totale filelengte op snelwegen in Vlaanderen : 0 km ; Trend : stabiel https://t.co/BuUBuTagrR
821199676749840386	rosti_rastelli	Historisch reisbureau Rostelli. U komt aan in Rome, via Elba, Rubicon, diverse Alesia's, Parijs, Waterloo en Berlijn, naar Moskou ...	Historisch reisbureau Rostelli . U komt aan in Rome , via Elba , Rubicon , diverse Alesia's , Parijs , Waterloo en Berlijn , naar Moskou ...
821199681678176256	naambetekenis	Betekenis naam Klaas: https://t.co/lfuMbkrUnr #klaas Kijk ook op: https://t.co/QA5CpFkNOz #naambetekenis	Betekenis naam Klaas : https://t.co/lfuMbkrUnr #klaas Kijk ook op : https://t.co/QA5CpFkNOz #naambetekenis
