823757217627250690	sandraslaats	@Faysal784099081 Ook een vroege morgen😊	@Faysal784099081 Ook een vroege morgen 😊
823766959170928641	RadioLaeveld	RT @JoshuaNaDieReen: Amper tyd om weer te begin toer vir die jaar! Hier's n paar waarna ons al uitsien! https://t.co/RbxjgXUU5j	RT @JoshuaNaDieReen : Amper tyd om weer te begin toer vir die jaar ! Hier's n paar waarna ons al uitsien ! https://t.co/RbxjgXUU5j
823766961997959168	MNMbe	Missie geslaagd! ♡ https://t.co/wqfj8nmwoj	Missie geslaagd ! ♡ https://t.co/wqfj8nmwoj
823766962551582720	Lichtbolletje	@Kimstert77 een nieuw?	@Kimstert77 een nieuw ?
823766965114306560	faicalelhakim	RT @faicalelhakim: #Culemborg word een moskee afgebrand zoals ze moslims in de media dagelijks afbranden 4 mei we will return the favo…	RT @faicalelhakim : #Culemborg word een moskee afgebrand zoals ze moslims in de media dagelijks afbranden 4 mei we will return the favo …
823766965361766400	PeterMcAllister	RT @saravangorp: Voor 'm had gemist: topreactie van @MichaWertheim in #vn op gedrocht van #Rutte. Aan Bijna Alle Nederlanders... https://t.…	RT @saravangorp : Voor 'm had gemist : topreactie van @MichaWertheim in #vn op gedrocht van #Rutte . Aan Bijna Alle Nederlanders ... https://t. …
823766967467253760	__Von24	@__YRB ik lol	@__YRB ik lol
823766967005958146	RichardLamb	Ook goedemorgen: Geniet nog maar even van uw melk; kaas; vlees; alcohol; frisdrank etc nu t nog kan, aldus t #RIVM https://t.co/Lux4LOK4ZT	Ook goedemorgen : Geniet nog maar even van uw melk ; kaas ; vlees ; alcohol ; frisdrank etc nu t nog kan , aldus t #RIVM https://t.co/Lux4LOK4ZT
823766967848935426	JjonkerJj	RT @ZGT_info: Bent u voor #ZGT onze nieuwe #medisch #secretaresse binnen het subspecialisme gastro-enterologische chirurgie? https://t.co/y…	RT @ZGT_info : Bent u voor #ZGT onze nieuwe #medisch #secretaresse binnen het subspecialisme gastro-enterologische chirurgie ? https://t.co/y …
823766968683597824	MaupiEnCo	@SweeneyToddy1 goedemorgen Sweeney en Hessie. Ook voor jullie een mooie en fijne dag vandaag	@SweeneyToddy1 goedemorgen Sweeney en Hessie . Ook voor jullie een mooie en fijne dag vandaag
823766968746594304	InnerGeniusGolf	RT @ruudOntwikkelt: Waarom partijpolitiek duurzame samenwerking tussen overheid en inwoners in de weg staat #leiderschap https://t.co/3270q…	RT @ruudOntwikkelt : Waarom partijpolitiek duurzame samenwerking tussen overheid en inwoners in de weg staat #leiderschap https://t.co/3270q …
823766972101959680	JanaVer1	RT @PaulineDemes1: Als we nu gwn effe kunnen doorspoelen naar de zomer?? 🐳🐠🐝🦋🌴🌵🌸	RT @PaulineDemes1 : Als we nu gwn effe kunnen doorspoelen naar de zomer ?? 🐳🐠🐝🦋🌴🌵🌸
823766972001357824	BattleGames1	Terug in voorraad https://t.co/bpHH9RvkvJ	Terug in voorraad https://t.co/bpHH9RvkvJ
823766972563419137	CoenCharlotte	IK. HEB. HET. GEHAD. 🙃🙃🙃🙃	IK . HEB . HET . GEHAD . 🙃🙃🙃🙃
823766973028990976	CaroMaenhout	RT @itsmagalii: complimentjes krijgen over dat je lekker ruikt zijn zo leuk hihihi	RT @itsmagalii : complimentjes krijgen over dat je lekker ruikt zijn zo leuk hihihi
823766973540663296	WSM_Schiedam	Het einde van het kantoor! Liep ik toch al jaren vooruit. Nederland kantoorvrij in 2030. https://t.co/IFAvAFgM8Q #BNR	Het einde van het kantoor ! Liep ik toch al jaren vooruit . Nederland kantoorvrij in 2030. https://t.co/IFAvAFgM8Q #BNR
823766974211756033	Me_at_home_2	RT @vosjemonique: Ik als VVD-er neem hier afstand van, problemen benoemen ja, hele bevolkingsgroep stigmatiseren: NEE! https://t.co/V3YdWa4…	RT @vosjemonique : Ik als VVD-er neem hier afstand van , problemen benoemen ja , hele bevolkingsgroep stigmatiseren : NEE ! https://t.co/V3YdWa4 …
823766977315569664	BattleGames1	Terug in voorraad https://t.co/Gu0Cn9Vx58	Terug in voorraad https://t.co/Gu0Cn9Vx58
823766978414411777	GrootFM	#GROOTnuus om 08h00: Die proses om ‘n tussentydse SAUK-raad aan te stel begin vandag. #NUUShooftrekke	#GROOTnuus om 08h00: Die proses om ‘n tussentydse SAUK-raad aan te stel begin vandag . #NUUShooftrekke
823766977781100544	GerwinHop	RT @haroldvandeven: Voor hen die deze ochtend wakker worden in een fijn warm huis.... Het gebruik van aardgas leidt tot aardbevingen en…	RT @haroldvandeven : Voor hen die deze ochtend wakker worden in een fijn warm huis .... Het gebruik van aardgas leidt tot aardbevingen en …
823766979395940353	JokeJanmaat	RT @shossontwits: Oh ja. @arjenlubach heeft ook @BuzzFeedNews gehaald. https://t.co/6a0ppHC9RJ	RT @shossontwits : Oh ja . @arjenlubach heeft ook @BuzzFeedNews gehaald . https://t.co/6a0ppHC9RJ
823766979748261889	laura_derudder	RT @Ergystt: Kzou zo graag nog 1 keer rustig praten met u	RT @Ergystt : Kzou zo graag nog 1 keer rustig praten met u
823766980457091073	HetJoch_	RT @Gemeente_Hoorn: Gemeente Hoorn is een strooiactie gestart op alle routes.	RT @Gemeente_Hoorn : Gemeente Hoorn is een strooiactie gestart op alle routes .
823766980180213760	KimTikt	@saskia86 Yeahhhh dikke hoeraaaa voor jou🎂🍸🎉🎈 https://t.co/SYIEUv3EOf	@saskia86 Yeahhhh dikke hoeraaaa voor jou 🎂🍸🎉🎈 https://t.co/SYIEUv3EOf
823766981153357829	PrinsesMarlief	@Miertjesblog och lieverd toch. Behalve voor je kleine meisje hoef je je voor niemand verder groot te houden. Het is ook aemaal kut nu.	@Miertjesblog och lieverd toch . Behalve voor je kleine meisje hoef je je voor niemand verder groot te houden . Het is ook aemaal kut nu .
823766982239473664	josephine_rapiz	RT @cpjayloni: @ermiesagum @salvadortrish21 @Aldub_Jason @BojatinReyes @VSupangan @gemgem31mariz @bourne_angel @japple003 HEEL #ALDUBToget…	RT @cpjayloni : @ermiesagum @salvadortrish21 @Aldub_Jason @BojatinReyes @VSupangan @gemgem31mariz @bourne_angel @japple003 HEEL #ALDUBToget …
823766983078514688	MJ14NUN	RT @NOS: Het aantal autodiefstallen in Nederland is vorig jaar opnieuw afgenomen: https://t.co/XLDl0SQd2x	RT @NOS : Het aantal autodiefstallen in Nederland is vorig jaar opnieuw afgenomen : https://t.co/XLDl0SQd2x
823766983955087360	BIGfoot081	@HLN_BE de toekomst is 'renoveren' regering-en!in bruxelles én wallonië! als ik als arme treinreiziger zie hoe brussel station eruitziet?	@HLN_BE de toekomst is ' renoveren ' regering-en ! in bruxelles én wallonië ! als ik als arme treinreiziger zie hoe brussel station eruitziet ?
823766983883812864	zachtbaardige	RT @WSchoonenberg: @020centrum Mag dit een MORA worden? Het betreft vervuiling van de Staalbrug, de brug in de Staalstraat over de Gro…	RT @WSchoonenberg : @020centrum Mag dit een MORA worden ? Het betreft vervuiling van de Staalbrug , de brug in de Staalstraat over de Gro …
823766987486720001	HubertDeMeulder	#Robbedoes en Kwabbernoot maken hun filmdebuut https://t.co/pDvqhbGqWm	#Robbedoes en Kwabbernoot maken hun filmdebuut https://t.co/pDvqhbGqWm
823766988338118656	arthurresther	Ik ben geript	Ik ben geript
823766989478961152	luuq	Een beetje meer vegan leven kan dus geen kwaad https://t.co/gcn7JtA87e	Een beetje meer vegan leven kan dus geen kwaad https://t.co/gcn7JtA87e
823766991639035904	WillemIINews	RT @MatthijsSneppie: Met een andere keeper zou Willem II rond plaats zes staan met 13 tegendoelpunten. #tuurlijkJohan	RT @MatthijsSneppie : Met een andere keeper zou Willem II rond plaats zes staan met 13 tegendoelpunten . #tuurlijkJohan
823766992595415041	JouwradioMuziek	Will Tura - Duivelskind - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons	Will Tura - Duivelskind - Nu op https://t.co/U5ogZGHFAF #desterrenvanbijons
823766993807507456	jess_chr	RT @MaxVanagtmael: Gij hebt echt iets dat zo aantrekkelijk is	RT @MaxVanagtmael : Gij hebt echt iets dat zo aantrekkelijk is
823766994885480448	SilvieKerremans	Atm aan het herhalen, en ik vrees dat ik na een uur al zal afgeven 😅	Atm aan het herhalen , en ik vrees dat ik na een uur al zal afgeven 😅
823766994960973824	ikisDwayne	Slaap forceren :s	Slaap forceren :s
823766995304857600	Zakahier	RT @Samirelka: Ik gedraag me bij iedereen anders omdat ik weet wie wie is	RT @Samirelka : Ik gedraag me bij iedereen anders omdat ik weet wie wie is
823766994948329472	nieuwsinactie	Drankrijder met auto over de kop in Notter #Een auto is vannacht over de k https://t.co/5Bhf2p9Kw1	Drankrijder met auto over de kop in Notter #Een auto is vannacht over de k https://t.co/5Bhf2p9Kw1
823766996282056704	Hal9000_AI	Yes. Zoë is right! https://t.co/c8GIrHBF5e	Yes . Zoë is right ! https://t.co/c8GIrHBF5e
823766999381737472	XeniaKuiper	10 miljoen extra vanuit ministerie voor innovatieve startende ondernemers https://t.co/gYoqWXstRo	10 miljoen extra vanuit ministerie voor innovatieve startende ondernemers https://t.co/gYoqWXstRo
823766998916235264	bekijkhet_nu	De #regen uit #Laren is in #Limburg #sneeuw geworden - Live @ https://t.co/kHlv3bGBFP - #mist is ook te vinden in… https://t.co/RqLj6YhU1M	De #regen uit #Laren is in #Limburg #sneeuw geworden - Live @ https://t.co/kHlv3bGBFP - #mist is ook te vinden in … https://t.co/RqLj6YhU1M
823766999322988544	pvbprive	Jonge ga je luier verschonen,nee jij verschuil je achter elke partij.Er is maar een moslim partij en dat is goorlin… https://t.co/CZxFzOwL3n	Jonge ga je luier verschonen , nee jij verschuil je achter elke partij . Er is maar een moslim partij en dat is goorlin … https://t.co/CZxFzOwL3n
823767002099707904	LepeBernard	@DeHadeka49 @APECHT0LD Henk, je bent het schijten niet waard.	@DeHadeka49 @APECHT0LD Henk , je bent het schijten niet waard .
823767004196798464	NvBuren	Het was weer een erg leuk feestje! #vval #arag #nietmeeropmaandag 😪 #genieten❤️ @ De Vrienden… https://t.co/PGDermmz1N	Het was weer een erg leuk feestje ! #vval #arag #nietmeeropmaandag 😪 #genieten ❤️ @ De Vrienden … https://t.co/PGDermmz1N
823767005027246084	MinkevdEijk	Een nieuwe blog van gastblogger Machteld over de babyverzorgingsproducten van de etos. https://t.co/SVHgGdxxVb	Een nieuwe blog van gastblogger Machteld over de babyverzorgingsproducten van de etos . https://t.co/SVHgGdxxVb
823767007145455616	marjabouwmans	RT @VogelvrijeHArts: Meer handen aan het bed.. alleen de verkeerde,, #zorgdebat https://t.co/23hEjNaD3N	RT @VogelvrijeHArts : Meer handen aan het bed .. alleen de verkeerde ,, #zorgdebat https://t.co/23hEjNaD3N
823767009271906305	hanne_moerman	RT @LemeireColin: Uitgaan naar ergens is niets, maar 't is da vervoer he	RT @LemeireColin : Uitgaan naar ergens is niets , maar 't is da vervoer he
823767016527888384	jacobvandervis	Trump trekt VS terug uit TPP-akkoord https://t.co/o9f4KYdTtR	Trump trekt VS terug uit TPP-akkoord https://t.co/o9f4KYdTtR
823767016733573120	lorientje_	RT @AmberWillemsen: Waarom komt altijd dat tikkeltje jaloezie naar boven als het om u gaat	RT @AmberWillemsen : Waarom komt altijd dat tikkeltje jaloezie naar boven als het om u gaat
823767016590942209	yani_luyckx	RT @ChadiaBoussaert: Supporteren voor @ClubBrugge 😅 https://t.co/H5PRStbRNX	RT @ChadiaBoussaert : Supporteren voor @ClubBrugge 😅 https://t.co/H5PRStbRNX
823767016872017920	HubertDeMeulder	Bevroren polders, dus trekken Nederlanders hun schaatsen aan https://t.co/axc0eiwZf9	Bevroren polders , dus trekken Nederlanders hun schaatsen aan https://t.co/axc0eiwZf9
823767018147086338	JjonkerJj	RT @ZGT_info: Bent u zoor #ZGT onze nieuwe #Anesthesieassistent? https://t.co/rFNJV3tnLB	RT @ZGT_info : Bent u zoor #ZGT onze nieuwe #Anesthesieassistent ? https://t.co/rFNJV3tnLB
823767019258519552	ddeaconblues	@RonnyNaftaniel @FredNagtegaal @RyanDriehuys @welt Het IS nepnieuws! https://t.co/UOYIa9q02b	@RonnyNaftaniel @FredNagtegaal @RyanDriehuys @welt Het IS nepnieuws ! https://t.co/UOYIa9q02b
823767019715694592	lucia271	@ArendPC dank je wel	@ArendPC dank je wel
823767022827950081	Paufi93	@masu_zelda Morgen ^^	@masu_zelda Morgen ^^
823767025067692032	NickyRomeroIN	RT @blof: Samen met @borsato en @nickyromero - Magisch moment bij De Vrienden van Amstel LIVE! Foto: @SetVexy #VVAL https://t.co/aQjgjJVGtM	RT @blof : Samen met @borsato en @nickyromero - Magisch moment bij De Vrienden van Amstel LIVE ! Foto : @SetVexy #VVAL https://t.co/aQjgjJVGtM
823767025818488832	linden_jan	RT @jndkgrf: Voor de vroege vogels https://t.co/5EDgQkOrPX	RT @jndkgrf : Voor de vroege vogels https://t.co/5EDgQkOrPX
823767031145234433	JjonkerJj	RT @ZGT_info: Bent u voor #ZGT onze nieuwe #operatieassistent? https://t.co/2k3erB7LE3	RT @ZGT_info : Bent u voor #ZGT onze nieuwe #operatieassistent ? https://t.co/2k3erB7LE3
823767033598922752	Dumpvideonl	Peutertje wil grapje uithalen tijdens gebed... - https://t.co/1dhorA8jOY https://t.co/wz10X643mv	Peutertje wil grapje uithalen tijdens gebed ... - https://t.co/1dhorA8jOY https://t.co/wz10X643mv
823767035255656448	DeOntmoeting046	Dagtekst: ‘Ik zoek U met heel mijn hart, laat mij van Uw geboden niet afdwalen,’ (Psalm 119:10).	Dagtekst : ‘ Ik zoek U met heel mijn hart , laat mij van Uw geboden niet afdwalen ,’ ( Psalm 119:10).
823767034915946496	Drobradio	Geslaagde eindejaarsactie van project2990 uit Wuustwezel https://t.co/ppCCTe19Z4 via @drobradio	Geslaagde eindejaarsactie van project 2990 uit Wuustwezel https://t.co/ppCCTe19Z4 via @drobradio
823767036627140609	Ibart40	Aan Mark Rutte https://t.co/dTIW7Md1W3 via @jndkgrf	Aan Mark Rutte https://t.co/dTIW7Md1W3 via @jndkgrf
823767040322404352	volgzwijn	RT @TonSou: @volgzwijn @valkerijschaap de werkelijkheid is erger dan je in de stoutste dromen had kunnen bevroeden.	RT @TonSou : @volgzwijn @valkerijschaap de werkelijkheid is erger dan je in de stoutste dromen had kunnen bevroeden .
823767042000113665	Rzuid70	@ArendPC Goedemorgen Arend. Mooie dag vandaag.😊	@ArendPC Goedemorgen Arend . Mooie dag vandaag .😊
823767045124853761	AminaBoulassa	RT @HananChll: Tien mensen @HLN_BE, tien mensen. https://t.co/jjXyFB6NPQ	RT @HananChll : Tien mensen @HLN_BE , tien mensen . https://t.co/jjXyFB6NPQ
823767046035009540	Dylanioo	RIVM: eet minder vlees en dierlijke producten om klimaatdoelen te halen https://t.co/TAZdujYkvK via @volkskrant	RIVM : eet minder vlees en dierlijke producten om klimaatdoelen te halen https://t.co/TAZdujYkvK via @volkskrant
823767046651572224	IoNiZeR_	Ik heb een nieuwe foto op Facebook geplaatst https://t.co/YsmmLzGxO1	Ik heb een nieuwe foto op Facebook geplaatst https://t.co/YsmmLzGxO1
823767047523991552	RobertvdWolk	Nu op RobertvanderWolk.nl: Discipline: De Derde Pijler Voor Succes In Het Nieuwe Jaar https://t.co/GIB53jb6qA	Nu op RobertvanderWolk . nl : Discipline : De Derde Pijler Voor Succes In Het Nieuwe Jaar https://t.co/GIB53jb6qA
823767047972802560	isselt	Moooooii. Aan de waterkant bij Cola Kreek :-) Heel mooie dag gewenst. https://t.co/8x3nmEHhI8	Moooooii . Aan de waterkant bij Cola Kreek :-) Heel mooie dag gewenst . https://t.co/8x3nmEHhI8
823767048853524480	Radio2VlaBra	Gemeenteraad @Leuven stemt over #uitbreiding @BrusselsAirport. Niet tegen maar wel meer overleg en nood aan federal… https://t.co/iZAA4SDOrl	Gemeenteraad @Leuven stemt over #uitbreiding @BrusselsAirport . Niet tegen maar wel meer overleg en nood aan federal … https://t.co/iZAA4SDOrl
823767050543910912	247robby	De prachtigste #damesmode verkrijgbaar bij Kennedy #mode (#Fashion) https://t.co/sabWCRGyK1	De prachtigste #damesmode verkrijgbaar bij Kennedy #mode ( #Fashion ) https://t.co/sabWCRGyK1
823767051772817408	ManuelSintubin	RT @damiaandenys: Verlangen naar normaliteit is nostalgie naar een verdwenen verleden van vanzelfsprekendheden. De tijd bepaalt wat we (ab)…	RT @damiaandenys : Verlangen naar normaliteit is nostalgie naar een verdwenen verleden van vanzelfsprekendheden . De tijd bepaalt wat we ( ab )…
823767050610950144	anneMsmets2	"Republikeinen dienen wetsvoorstel in voor exit VS uit de Verenigde Naties" https://t.co/BFB5PFmj5k via @demorgen	" Republikeinen dienen wetsvoorstel in voor exit VS uit de Verenigde Naties " https://t.co/BFB5PFmj5k via @demorgen
823767052523597824	SilkenJordens	RT @PaulienDejonghe: Een berichtje krijgen met "ik mis je" kan zoveel van u dag goed maken	RT @PaulienDejonghe : Een berichtje krijgen met " ik mis je " kan zoveel van u dag goed maken
823767054108987393	VacatureBaan	Op https://t.co/KtIAOcklHC staan de laatste #vacatures overzichtelijk bij elkaar	Op https://t.co/KtIAOcklHC staan de laatste #vacatures overzichtelijk bij elkaar
823767054280957952	JjonkerJj	RT @ZGT_info: Bent u voor #ZGT onze nieuwe #SEH-arts? https://t.co/sTmSMxslfh	RT @ZGT_info : Bent u voor #ZGT onze nieuwe #SEH - arts ? https://t.co/sTmSMxslfh
823767057216970752	DeteWijanne	RT @chamwamba: Hoe meer anti-abortus wetgeving hoe meer abortus, leert het verleden. Maar dan onveilig. https://t.co/IPeQ8dy7tN	RT @chamwamba : Hoe meer anti-abortus wetgeving hoe meer abortus , leert het verleden . Maar dan onveilig . https://t.co/IPeQ8dy7tN
823767057682595841	MaccoEva	das toch echt dikke zever?? https://t.co/PyPjMqXu7V	das toch echt dikke zever ?? https://t.co/PyPjMqXu7V
823767059096043520	BoudewijnC	RT @peterverhaar: toch nog even melden: de echte 1e actie van Trump was afschaffen hypotheekvoordelen voor arme mensen	RT @peterverhaar : toch nog even melden : de echte 1e actie van Trump was afschaffen hypotheekvoordelen voor arme mensen
823767059028971520	DHM_Cees	@dezeekust @BaareCees @Poezieweek @versvandezee lijkt mij leuk, laat maar horen wat ik kan betekenen	@dezeekust @BaareCees @Poezieweek @versvandezee lijkt mij leuk , laat maar horen wat ik kan betekenen
823767061818200068	DeEdwindevries	Goud krijgt glans terug door Trump https://t.co/9ENvhZFFaC https://t.co/qxBNjJZirq via @telegraaf	Goud krijgt glans terug door Trump https://t.co/9ENvhZFFaC https://t.co/qxBNjJZirq via @telegraaf
823767061994340353	DejongheMarieke	@Seppe_Stael geluk en chance is iets daze op zen izegems zeggen haha, kwn 😂😂😂 mo bon u do it right, mss eerst keer nagaan dan!	@Seppe_Stael geluk en chance is iets daze op zen izegems zeggen haha , kwn 😂😂😂 mo bon u do it right , mss eerst keer nagaan dan !
823767063995056132	VacatureWerk	#vacature #werk #JouwBaan Werkvoorbereider Meet en Regeltechniek https://t.co/Fx3HJA8gK4	#vacature #werk #JouwBaan Werkvoorbereider Meet en Regeltechniek https://t.co/Fx3HJA8gK4
823767063768563712	carinreinders	RT @CODAapeldoorn: ‘Humor – alles is poëzie!' Woensdag 25.01: Gedichtendag met bijzondere voordrachten en (h)eerlijke muziek in CODA…	RT @CODAapeldoorn : ‘ Humor – alles is poëzie !' Woensdag 25.01: Gedichtendag met bijzondere voordrachten en (h) eerlijke muziek in CODA …
823767063382650883	musicitynl	Rotterdams Philharmonisch Orkest | 12-02-2017 14:15 | Rotterdams Philharmonisch Orkest - Het Griezelorkest (6 )...… https://t.co/CsYGaXNQxE	Rotterdams Philharmonisch Orkest | 12-02-2017 14:15 | Rotterdams Philharmonisch Orkest - Het Griezelorkest (6 )...… https://t.co/CsYGaXNQxE
