820858115419766785	SalafPrince	RT @Krapuul: Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE	RT @Krapuul : Ex-medewerkers PVV klagen PVV aan - | Krapuul https://t.co/hUcogc3XFE
820868831165972480	Algemeen_Nieuws	Gerenoveerde Velsertunnel weer open https://t.co/yuDHVR1ozf #algemeen #algemeennieuws #dagblad	Gerenoveerde Velsertunnel weer open https://t.co/yuDHVR1ozf #algemeen #algemeennieuws #dagblad
820868831749013504	MarieJulieGober	RT @Charluvv: Wanneer iemand terug vrienden wilt zijn nadat ge uw mama al hebt verteld wa voor slechte dingen die persoon heeft g…	RT @Charluvv : Wanneer iemand terug vrienden wilt zijn nadat ge uw mama al hebt verteld wa voor slechte dingen die persoon heeft g…
820868832399134720	headlines_nl	Gerenoveerde Velsertunnel weer open https://t.co/5F14HcyF7J	Gerenoveerde Velsertunnel weer open https://t.co/5F14HcyF7J
820868832780832769	iHardloper	@remcoschelling1 Dacht ik ook! Maar eerst binnenkort naar mijn nichtje in Helsinki... ;-)	@remcoschelling1 Dacht ik ook ! Maar eerst binnenkort naar mijn nichtje in Helsinki ... ;-)
820868832881426433	marianvbn	#Trump denkt dat andere EU-landen voorbeeld van #Brexit zullen volgen https://t.co/Vgg4RZh2pJ	#Trump denkt dat andere EU-landen voorbeeld van #Brexit zullen volgen https://t.co/Vgg4RZh2pJ
820868833489649666	proleague1	Degryse looft Anderlecht: "Dat waren Zetterberg en Walem ook niet" https://t.co/6cH3WBfx9Q #voetbalnieuws #voetbalinfo #proleague	Degryse looft Anderlecht : " Dat waren Zetterberg en Walem ook niet " https://t.co/6cH3WBfx9Q #voetbalnieuws #voetbalinfo #proleague
820868834693410816	Info_Man_United	Een wereldpartij voor de ogen van 75.000 fans en toch blijft Rode Duivel ijzig kalm: "Ik doe gewoon mijn job" https://t.co/8iU8XynFPo #utd	Een wereldpartij voor de ogen van 75.000 fans en toch blijft Rode Duivel ijzig kalm : " Ik doe gewoon mijn job " https://t.co/8iU8XynFPo #utd
820868836807311360	WimNienhuis	RT @maikel15177656: Geen geld naar ontwikkelingshulp, windmolens, kunst, innovatie, kunst, NPO, enz. maar extra geld voor onze veilighe…	RT @maikel15177656 : Geen geld naar ontwikkelingshulp , windmolens , kunst , innovatie , kunst , NPO , enz . maar extra geld voor onze veilighe …
820868838019518464	Liverpool_FC_nl	Een wereldpartij voor de ogen van #75#.0#00# fans en toch blijft Rode Duivel ijzig kalm:# "Ik doe gewoon mijn job"# https://t.co/G6FXDZ3Ayv	Een wereldpartij voor de ogen van #75 #.0 #00 # fans en toch blijft Rode Duivel ijzig kalm :# " Ik doe gewoon mijn job "# https://t.co/G6FXDZ3Ayv
820868840259194880	annemieks_life	RT @weercode: CODE GEEL: Gladheid en mist: In het hele land kan het plaatselijk glad zijn door bevriezing van natte weggedeelten.… https://…	RT @weercode : CODE GEEL : Gladheid en mist : In het hele land kan het plaatselijk glad zijn door bevriezing van natte weggedeelten .… https:// …
820868840775188481	xfellaa	RT @nidalhaidar: Ik hou van meisjes die vriendelijk zijn tegen andere meisjes.. we need to support each other! If we don't, who will??	RT @nidalhaidar : Ik hou van meisjes die vriendelijk zijn tegen andere meisjes .. we need to support each other ! If we don't , who will ??
820868840733155328	xxanoukjuhh	@colorbon hey Bonnie, dat restaurantje Olive in welke wijk zit die in London? En weet je toevallig de straatnaam? 🙈	@colorbon hey Bonnie , dat restaurantje Olive in welke wijk zit die in London ? En weet je toevallig de straatnaam ? 🙈
820868843631480832	GSMforensc	@abflipse @JoostNiemoller nou dan is een coalitie @geertwilderspvv met @50pluspartij @VoorNederland @fvdemocratie en @emileroemer een feit.	@abflipse @JoostNiemoller nou dan is een coalitie @geertwilderspvv met @50pluspartij @VoorNederland @fvdemocratie en @emileroemer een feit .
820868846269693952	dengeltje84	@Shareena1983 hahahaha Nope nog niet 😂	@Shareena1983 hahahaha Nope nog niet 😂
820868847288905728	DieVryburger	Studente betaal nie lenings terug https://t.co/7JLAgx7DWL	Studente betaal nie lenings terug https://t.co/7JLAgx7DWL
820868850191372288	MarieLvdP	RT @BottenCamille: Da weekend gaat echt veel te snel na men goestingk	RT @BottenCamille : Da weekend gaat echt veel te snel na men goestingk
820868850107514880	anjaborghans	@Domien @jouwochtendshow Goedemorgen jij hebt GOE! DE! ZIN op de maandag ik ben nog bezig met wakker worden 😩 #veelkoffienodig	@Domien @jouwochtendshow Goedemorgen jij hebt GOE ! DE ! ZIN op de maandag ik ben nog bezig met wakker worden 😩 #veelkoffienodig
820868852640780289	SOS_Peter	@MickClm "...hebben net zoveel geld als..." wat een ridicuul statement. Economisch gezien is het onwaarschijnlijke bullsh*t. @RTLnieuws	@MickClm "... hebben net zoveel geld als ..." wat een ridicuul statement . Economisch gezien is het onwaarschijnlijke bullsh *t. @RTLnieuws
820868863223103489	MWielfaert	RT @ChloeBlommaert: Kben nog zo moe	RT @ChloeBlommaert : Kben nog zo moe
820868862686085120	BesteNieuws	Hake baalt van offday én scheidsrechter: https://t.co/2MroMQKQfk via @Easy_Branches @auteurjanjansen #easybranches https://t.co/iOiYTwhWgA	Hake baalt van offday én scheidsrechter : https://t.co/2MroMQKQfk via @Easy_Branches @auteurjanjansen #easybranches https://t.co/iOiYTwhWgA
820868865005670400	Vanaf_deZijlijn	@fvdemocratie Laten we eerlijk zijn, die "uitsluit-flauwekul" komt #FvD heel goed van pas.	@fvdemocratie Laten we eerlijk zijn , die " uitsluit-flauwekul " komt #FvD heel goed van pas .
820868866351845377	_vakilusia	ik he miss me 😂	ik he miss me 😂
820868868252061696	SaraJac53729508	@michaelheemels jij zou een held kunnen zijn.	@michaelheemels jij zou een held kunnen zijn .
820868869501939712	HomoKrant	Bloem Werving & Selectie - Amsterdam, Noord-Holland - . Zij zijn een vertrouwd gezicht in… https://t.co/hhSqJcM1xl	Bloem Werving & Selectie - Amsterdam , Noord-Holland - . Zij zijn een vertrouwd gezicht in … https://t.co/hhSqJcM1xl
820868874677534720	sctelstar	Sinds hedenmorgen is er sinds 9 maanden weer licht aan het eind van de Velsertunnel. De vierde periode gloort aan de horizon. Vanouds.	Sinds hedenmorgen is er sinds 9 maanden weer licht aan het eind van de Velsertunnel . De vierde periode gloort aan de horizon . Vanouds .
820868875877281796	KoekenSnoepie	Goedemorgen allemaal, we zijn vandaag te vinden in Rilland, het smalste stukje Zeeland, locatie de Nieuwe... https://t.co/I7NtmVFT9t	Goedemorgen allemaal , we zijn vandaag te vinden in Rilland , het smalste stukje Zeeland , locatie de Nieuwe ... https://t.co/I7NtmVFT9t
820868876770615296	FredBravenboer	Vanochtend ondersteuning verlenen bij verkeerexamens voor onze collega"s in opleiding.Doelstelling terug dringen van verkeersovertredingen.	Vanochtend ondersteuning verlenen bij verkeerexamens voor onze collega "s in opleiding . Doelstelling terug dringen van verkeersovertredingen .
820868877232013313	fvdemocratie	Vertrouwen in media nog nooit zo laag. Mensen hebben meer vertrouwen in nieuws via vrienden en van internet. https://t.co/5DuhGOfEZM	Vertrouwen in media nog nooit zo laag . Mensen hebben meer vertrouwen in nieuws via vrienden en van internet . https://t.co/5DuhGOfEZM
820868879480135682	DeBertuzzz	Als Rutte straks de keus heeft tussen linkerarm eraf en regeren met de PVV of oppositie, dan gaat gewoon zijn linkerarm eraf.	Als Rutte straks de keus heeft tussen linkerarm eraf en regeren met de PVV of oppositie , dan gaat gewoon zijn linkerarm eraf .
820868879131942913	gva	Invaller Dierckx blijkt van goudwaarde: “Dit deed deugd” https://t.co/b4H33o7ith #gva https://t.co/AGcQVjKXid	Invaller Dierckx blijkt van goudwaarde : “ Dit deed deugd ” https://t.co/b4H33o7ith #gva https://t.co/AGcQVjKXid
820868881518653441	gesani_	RT @SofieCollard: "Vaak gevallen maar nooit gesneuveld"	RT @SofieCollard : " Vaak gevallen maar nooit gesneuveld "
820868881178890240	_Economisch	Oostenwind brengt kou naar Amsterdam https://t.co/mnstC9dHB7	Oostenwind brengt kou naar Amsterdam https://t.co/mnstC9dHB7
820868889357783043	vogeltuinHouten	RT @AnimalRightsNL: Ook Johnny Kraaijkamp jr. tegen afschot herten: "Niet waar ik bij ben" https://t.co/r63WwsEweY via @RTVNH	RT @AnimalRightsNL : Ook Johnny Kraaijkamp jr . tegen afschot herten : " Niet waar ik bij ben " https://t.co/r63WwsEweY via @RTVNH
820868891383566338	vitaalvanstart	**TROMGEROFFEL** En dan nu ga ik jullie vertellen met welk project ik me de afgelopen jaren heb beziggehouden:... https://t.co/WCcoBORZy2	** TROMGEROFFEL ** En dan nu ga ik jullie vertellen met welk project ik me de afgelopen jaren heb beziggehouden :... https://t.co/WCcoBORZy2
820868892075655168	rijschool_nl	Afrijden in Rotterdam? Volg rijlessen bij Rijschool Linda Vreugdenhil in Maassluis. Kijk op https://t.co/445SX90dXN	Afrijden in Rotterdam ? Volg rijlessen bij Rijschool Linda Vreugdenhil in Maassluis . Kijk op https://t.co/445SX90dXN
820868892520312834	romeofrequent	@xmarriex Mogge de voorjaaar komt dichterbij heerlijk fijne dag ☕👍🏿	@xmarriex Mogge de voorjaaar komt dichterbij heerlijk fijne dag ☕👍🏿
820868891790360576	Nieuwsblad_be	Trump over Brexit: “Ik denk dat er nog gaan vertrekken” https://t.co/qYoUiI1Jxq #nieuwsblad https://t.co/NZt6Cge91v	Trump over Brexit : “ Ik denk dat er nog gaan vertrekken ” https://t.co/qYoUiI1Jxq #nieuwsblad https://t.co/NZt6Cge91v
820868895171022848	RobbieVelders	RT @ADnl: OM dreigt vrouw te vervolgen wegens smaad. Ze lichtte instanties in over misbruikverleden van haar ex…	RT @ADnl : OM dreigt vrouw te vervolgen wegens smaad . Ze lichtte instanties in over misbruikverleden van haar ex …
820868895754113024	alexstrengholt	Het is wat, waar ik hard voor spaar (een klein motorjachtje) kan Bill Gates er ruim 2 miljoen van kopen. :-)	Het is wat , waar ik hard voor spaar ( een klein motorjachtje ) kan Bill Gates er ruim 2 miljoen van kopen . :-)
820868896110612481	JorisDeBremme	RT @COConderwijs: Eindelijk rust in onderwijs? Hervorming SO: niet revolutionair, niet positief, niet negatief #onderwijshervorming https:/…	RT @COConderwijs : Eindelijk rust in onderwijs ? Hervorming SO : niet revolutionair , niet positief , niet negatief #onderwijshervorming https:/ …
820868896479711235	Fraezzey_	@PiaDuude morgen 😜	@PiaDuude morgen 😜
820868897092026368	MarieJulieGober	RT @stijntj_12: Dit stuur ik echt duizend keer op een feesje https://t.co/8qsH146a75	RT @stijntj_12 : Dit stuur ik echt duizend keer op een feesje https://t.co/8qsH146a75
820868897201131520	BoxtelFerry	@AnnekeVisser1 Goedemorgen jij ook een fijne dag	@AnnekeVisser1 Goedemorgen jij ook een fijne dag
820868898086154240	Faysal784099081	@El_Tigra he jij ook zelfde dat gaat wel lukken hor 💋	@El_Tigra he jij ook zelfde dat gaat wel lukken hor 💋
820868900451680256	SieffersN	RT @Shari_vdH: #pt Zou niet uniek hoeven klinken. Volksvertegenwoordiging die luistert naar ervaringsdeskundigen & werkveld tbv visievormin…	RT @Shari_vdH : #pt Zou niet uniek hoeven klinken . Volksvertegenwoordiging die luistert naar ervaringsdeskundigen & werkveld tbv visievormin …
820868900397137920	nlorierArt	Oh. Straks wordt het een hoeqfeestje om 9uur.	Oh . Straks wordt het een hoeqfeestje om 9 uur .
820868903471431680	PvdDZaanstreek	@AdmKantMKB 1. Je had daar binnen de 140 tekens best een vriendelijke vraag van kunnen maken. 2. Mijn bron is Tim Boekhout van Solinge (1/2)	@AdmKantMKB 1. Je had daar binnen de 140 tekens best een vriendelijke vraag van kunnen maken . 2. Mijn bron is Tim Boekhout van Solinge (1/2)
820868903568076800	annebruijne	@wltrrr Ach wat vreselijk, Walter. Wat een mooi beestje. Sterkte met het verlies.😘	@wltrrr Ach wat vreselijk , Walter . Wat een mooi beestje . Sterkte met het verlies .😘
820868906684399616	TisWietse	@ReniDZN Free doe je toch niet wat te begrijpen is	@ReniDZN Free doe je toch niet wat te begrijpen is
820868906738925568	ANWBeuropa	In #Belgie nu al 20 min. vertraging bij Brecht op de #E19 Breda -> Antwerpen.	In #Belgie nu al 20 min . vertraging bij Brecht op de #E19 Breda -> Antwerpen .
820868907326177280	VrijeGedachte	We stammen niet af van de apen. Het is veel en veel erger #LucBonneux #evolutie #geloven https://t.co/VqK8kA2JDB	We stammen niet af van de apen . Het is veel en veel erger #LucBonneux #evolutie #geloven https://t.co/VqK8kA2JDB
820868908626288640	PascaleLovenier	Miss België-organisatrice: “Vlaamse meisjes beseffen dat ze er hard voor moeten werken” https://t.co/IlariGgXeU https://t.co/gAOzkgBilF	Miss België-organisatrice : “ Vlaamse meisjes beseffen dat ze er hard voor moeten werken ” https://t.co/IlariGgXeU https://t.co/gAOzkgBilF
820868910148943872	karinoost01	RT @ReenvalSA: Watervalletjie loop sterk en maak plaasdamme vol .#Wakkerstroom omgewing. Foto Johan du Preez. @eNuus…	RT @ReenvalSA : Watervalletjie loop sterk en maak plaasdamme vol . #Wakkerstroom omgewing . Foto Johan du Preez . @eNuus …
820868913768476673	PascaleLovenier	Invaller Dierckx blijkt van goudwaarde: “Dit deed deugd” https://t.co/ljTk3W165L https://t.co/paIGDQdlC5	Invaller Dierckx blijkt van goudwaarde : “ Dit deed deugd ” https://t.co/ljTk3W165L https://t.co/paIGDQdlC5
820868914997563392	Remco_71	RT @Weerplaza: De mist kan op sommige plaatsen wel eens hardnekkig zijn. Lokaal een grijze dag. De temperatuur nu:…	RT @Weerplaza : De mist kan op sommige plaatsen wel eens hardnekkig zijn . Lokaal een grijze dag . De temperatuur nu :…
820868915802804224	gesani_	RT @michelinedb612: Het enige dat ik wil is hem gelukkig maken	RT @michelinedb612 : Het enige dat ik wil is hem gelukkig maken
820868914846502912	bekijkhet_nu	Het is weer #druk op de #A1, de #Koning van de #file, maar ze #rijden nog - https://t.co/2sikJyCgDd - #vid #verkeer… https://t.co/h2XclInq5B	Het is weer #druk op de #A1 , de #Koning van de #file , maar ze #rijden nog - https://t.co/2sikJyCgDd - #vid #verkeer … https://t.co/h2XclInq5B
820868918432727040	maitedeleebeeck	Ik werd net wakker en dacht echt dat het vrijdag was????	Ik werd net wakker en dacht echt dat het vrijdag was ????
820868925818884096	YlonaSchipper	RT @RTLnieuws: Je komt in de kou in lange file te staan, ben jij dan voorbereid? Neem deken, eten en drinken mee, zegt @RodeKruis…	RT @RTLnieuws : Je komt in de kou in lange file te staan , ben jij dan voorbereid ? Neem deken , eten en drinken mee , zegt @RodeKruis …
820868925940527105	hanne_bruneel	@lore_belien @AagjeBelien HAHAHAHAHHAHA ik ga nog wel strijk eig	@lore_belien @AagjeBelien HAHAHAHAHHAHA ik ga nog wel strijk eig
820868928264146944	GobletCharlotte	Na mn examen gewoon slapen	Na mn examen gewoon slapen
820868927656001536	Koopvaardij	KOOPVAARDIJ groot ERASMUSGRACHT Gegevens en foto, klik ▼ op link https://t.co/P3X8EjPCpF https://t.co/JUNf0h4BL2	KOOPVAARDIJ groot ERASMUSGRACHT Gegevens en foto , klik ▼ op link https://t.co/P3X8EjPCpF https://t.co/JUNf0h4BL2
820868930499649537	natuskar	@SonyROXHD OHH Naadaan ROX Ghar aa jaa, ghar aa ja, ghar aa ja,,,,,,, #SonyROXHD	@SonyROXHD OHH Naadaan ROX Ghar aa jaa , ghar aa ja , ghar aa ja ,,,,,,, #SonyROXHD
820868930927529984	IkNeukHard	Lekker geil wakker geworden 😇	Lekker geil wakker geworden 😇
820868931586027521	kvvvosselaar	K.VV.VOSSELAAR - K.OVC.STERREBEEK 2 – 0 10' 1-0 aanval via Jorne en Ruben, Ruben alleen door en schot... https://t.co/3VZ5NGK5M8	K. VV . VOSSELAAR - K. OVC . STERREBEEK 2 – 0 10' 1-0 aanval via Jorne en Ruben , Ruben alleen door en schot ... https://t.co/3VZ5NGK5M8
820868932961714177	ProceD_nl	‘Maak leasefiets goedkoper dan elektrische auto’. https://t.co/2T8NVTrIpk	‘ Maak leasefiets goedkoper dan elektrische auto ’. https://t.co/2T8NVTrIpk
820868935381880832	Denv95	@marijndebijl18 @_Liekeexx jullie kunnen het blijkbaar hebben. XD	@marijndebijl18 @_Liekeexx jullie kunnen het blijkbaar hebben . XD
820868935708975105	LoreGyzels	RT @alisondejans: Hoe dat ook afloopt, ik heb mijn best gedaan	RT @alisondejans : Hoe dat ook afloopt , ik heb mijn best gedaan
820868934991757312	CharlesSobieski	RT @Marko_Kahn: Zo gaat dat in een #democratie: Je zorgt dat de grootste partij niet mag regeren. #PVV https://t.co/e0dpnv9rYC	RT @Marko_Kahn : Zo gaat dat in een #democratie : Je zorgt dat de grootste partij niet mag regeren . #PVV https://t.co/e0dpnv9rYC
820868936443002880	Dursly77	#Goedemorgen allemaal het voordeel van #maandag is , dat het de eerste stap is richting het #weekend . #Bijnaweekend fijne dag allemaal.	#Goedemorgen allemaal het voordeel van #maandag is , dat het de eerste stap is richting het #weekend . #Bijnaweekend fijne dag allemaal .
820868935860047872	nickhoekman	@DengV Praktisch niet. Of heel veel. https://t.co/IKVqDH3mtN	@DengV Praktisch niet . Of heel veel . https://t.co/IKVqDH3mtN
820868938628288512	wsgrootegast	Weersverwachting door Weerstation Grootegast opgesteld voor noordoost Nederland maandag 16-1-2017 6:33... https://t.co/EhEcgohwl6	Weersverwachting door Weerstation Grootegast opgesteld voor noordoost Nederland maandag 16-1-2017 6:33... https://t.co/EhEcgohwl6
820868940670922752	marrierietveld	Een vrolijke Blue Monday, maak er wat van. https://t.co/papaEFbzd2	Een vrolijke Blue Monday , maak er wat van . https://t.co/papaEFbzd2
820868940372930560	hierispeter	#nos Vliegtuigbommen WOII geruimd bij voormalig schijnvliegveld https://t.co/mt33waL1A2 https://t.co/bnWlYGz7Kc	#nos Vliegtuigbommen WOII geruimd bij voormalig schijnvliegveld https://t.co/mt33waL1A2 https://t.co/bnWlYGz7Kc
820868943157993472	goort1409	RT @LiavanBekhoven: Stoelriemen vast. VK gaat voor harde Brexit. Boris moet weer bijdraaien. #telkwijt https://t.co/9FEMPOdLYE	RT @LiavanBekhoven : Stoelriemen vast . VK gaat voor harde Brexit . Boris moet weer bijdraaien . #telkwijt https://t.co/9FEMPOdLYE
820868946584858627	messelieremma	RT @Valentineverva1: Das mijn grootste droom https://t.co/rYkwiJ4hTf	RT @Valentineverva1 : Das mijn grootste droom https://t.co/rYkwiJ4hTf
820868953400639489	amberbastoen	RT @Janademan: Een tien, meer moek morgen echt nie zien 🤞🏼🔟📚	RT @Janademan : Een tien , meer moek morgen echt nie zien 🤞🏼🔟📚
820868956286255105	FLSpringintveld	Wie met cijfers goochelt gelooft dit nooit. @LodewijkA #WakeUpCall Stoppen die NeoLiberale trein en er af springen… https://t.co/ZetebiU0ac	Wie met cijfers goochelt gelooft dit nooit . @LodewijkA #WakeUpCall Stoppen die NeoLiberale trein en er af springen … https://t.co/ZetebiU0ac
820868945179721728	Peterh2211	@HermanHulzen @NS_online goedemorgen, rustige dienst. die van mij is zojuist ten einde. weekend!!!	@HermanHulzen @NS_online goedemorgen , rustige dienst . die van mij is zojuist ten einde . weekend !!!
820868947536990208	Remco_71	RT @Weerplaza: Goedemorgen, Het is op veel plaatsen #glad en er komt ook lokaal dichte #mist voor. Oppasen dus.…	RT @Weerplaza : Goedemorgen , Het is op veel plaatsen #glad en er komt ook lokaal dichte #mist voor . Oppasen dus .…
