824421598186893313	GewoonLuis	RT @hamza_alagic: Je mcm kijkt porno zonder geluid	RT @hamza_alagic : Je mcm kijkt porno zonder geluid
824427876544118785	kilianwing	Ik vind een @YouTube-video leuk: https://t.co/TpXE8x6GlM Leugentest: Gooit BIBI BREIJMAN €100.000,- WEG? - CONCENTRATE Zie Ze Liegen	Ik vind een @YouTube - video leuk : https://t.co/TpXE8x6GlM Leugentest : Gooit BIBI BREIJMAN €100.000,- WEG ? - CONCENTRATE Zie Ze Liegen
824427881661140992	liveoptv	#Kijktip :02:21 Het Weer (Omroep Zeeland) https://t.co/wiU7rtF3Zh	#Kijktip :02:21 Het Weer ( Omroep Zeeland ) https://t.co/wiU7rtF3Zh
824427884643307520	vulkaanrots	RT @j_postma: Kun je mensen wel of niet wegtoveren? Vanavond gaan we erover in debat in De Balie. Met oa Jan Roos (VNL) en Adolf Eichmann (…	RT @j_postma : Kun je mensen wel of niet wegtoveren ? Vanavond gaan we erover in debat in De Balie . Met oa Jan Roos ( VNL ) en Adolf Eichmann (…
824427887545774081	Mahlovesmuffin	RT @shawnvoteBRA: onze #Top50FansShawnMendes	RT @shawnvoteBRA : onze #Top50FansShawnMendes
824427890389422081	KassandraTroy	Kunnen we hier nu een sok in stoppen? Ik word steeds onpasselijker van die naakte globs! https://t.co/PZVA1ZNZYb	Kunnen we hier nu een sok in stoppen ? Ik word steeds onpasselijker van die naakte globs ! https://t.co/PZVA1ZNZYb
824427900334174208	mdejager1972	Frits Spits deed een Jan Terl(t)ouwtje.	Frits Spits deed een Jan Terl (t) ouwtje .
824427906617266176	Wsdrunen	Het weer in Drunen op 26/01/17 om 02:20: Temperatuur: -3.5C Vochtigheid: 91 Dauwpunt: -4.8C Wind: 0.6 km/h vanuit het NE Regen: 0.0 mm	Het weer in Drunen op 26/01/17 om 02:20: Temperatuur : -3.5C Vochtigheid : 91 Dauwpunt : -4.8C Wind : 0.6 km /h vanuit het NE Regen : 0.0 mm
824427908013776896	belastingrecht	Staatssecretaris Van Dam: geen extra belasting op dierlijke producten - Volkskrant https://t.co/oZyIXCYkQS #belasting #fiscaal	Staatssecretaris Van Dam : geen extra belasting op dierlijke producten - Volkskrant https://t.co/oZyIXCYkQS #belasting #fiscaal
824427909171544064	msiurf1	hot Teen Paar hotfile com https://t.co/kANe9S883i	hot Teen Paar hotfile com https://t.co/kANe9S883i
824427911755227136	nandoecolumnist	@JorritNuijens Maar een roedel Marokkaans-Nederlandse hangjongeren versus een autochtone senior, waarom kiest GL dan partij voor die eerste?	@JorritNuijens Maar een roedel Marokkaans-Nederlandse hangjongeren versus een autochtone senior , waarom kiest GL dan partij voor die eerste ?
824427915081383936	VacatureWerk	#JouwBaan #werk #vacature #JouwBaan Verzorgende IG https://t.co/39g5NGWDQy	#JouwBaan #werk #vacature #JouwBaan Verzorgende IG https://t.co/39g5NGWDQy
824427946198892544	spaatsie	RT @GraafdeMachiel: Telegraaf spreekt losjes over 'een shariarechtbank in NL'. Niks sharia, geen millimeter staan we toe! Kamervragen…	RT @GraafdeMachiel : Telegraaf spreekt losjes over ' een shariarechtbank in NL '. Niks sharia , geen millimeter staan we toe ! Kamervragen …
824427947276832769	Leesbaar	@sypwynia Sociale huurders en part. huurders krijgen dus dezelfde belastingsubsidie als eigenaar/bewoners. Sociale… https://t.co/SdMjC3hSnl	@sypwynia Sociale huurders en part . huurders krijgen dus dezelfde belastingsubsidie als eigenaar / bewoners . Sociale … https://t.co/SdMjC3hSnl
824427951232061440	guva_ponomareva	Junge Teen College-Paar https://t.co/06VhTqemgK	Junge Teen College-Paar https://t.co/06VhTqemgK
824427952993632257	DieterRosiers	@HenrikeDeMaeyer Alles af he	@HenrikeDeMaeyer Alles af he
824427953908051968	NiiekAa	En er zit nu een nachtmerrie in mijn hoofd terwijl ik wakker ben. En ik krijg hem er niet uit. Ik ben echt heel bang nu en niks helpt.	En er zit nu een nachtmerrie in mijn hoofd terwijl ik wakker ben . En ik krijg hem er niet uit . Ik ben echt heel bang nu en niks helpt .
824427960472141826	GRNJMR	"shoutout naar de fotograaf :p"/"wie zou deze foto nou gemaakt hebben? Haha"/"goeie fotograaf zeg haha" - ophouden met dit.	" shoutout naar de fotograaf :p"/" wie zou deze foto nou gemaakt hebben ? Haha "/" goeie fotograaf zeg haha " - ophouden met dit .
824427967250046976	pdbruijn	@ajboekestijn Ik ben bezig met de gebruiksaanwijzing Trump, maar hij gaat sneller dan ik kan lezen. https://t.co/KyGAalKOQX	@ajboekestijn Ik ben bezig met de gebruiksaanwijzing Trump , maar hij gaat sneller dan ik kan lezen . https://t.co/KyGAalKOQX
824427969754103813	Dutchtuber	@CeyhunTercan doe maar 12, want heb beetje druk met m'n thuissituatie	@CeyhunTercan doe maar 12, want heb beetje druk met m'n thuissituatie
824427972589481987	MarketingMR1	IQ mensen daalt. Waarom en wat kunnen we er aan doen? - https://t.co/8jLKEzHDv1 https://t.co/h3WCEKSvBY	IQ mensen daalt . Waarom en wat kunnen we er aan doen ? - https://t.co/8jLKEzHDv1 https://t.co/h3WCEKSvBY
824427973013106692	HumanResourceMR	IQ mensen daalt. Waarom en wat kunnen we er aan doen? - https://t.co/3oQ7BnWfvP https://t.co/mfD5tBAPKc	IQ mensen daalt . Waarom en wat kunnen we er aan doen ? - https://t.co/3oQ7BnWfvP https://t.co/mfD5tBAPKc
824427972761362432	duurzaamMR1	IQ mensen daalt. Waarom en wat kunnen we er aan doen? - https://t.co/AbBpnseXRf https://t.co/A1LiDWqZ9z	IQ mensen daalt . Waarom en wat kunnen we er aan doen ? - https://t.co/AbBpnseXRf https://t.co/A1LiDWqZ9z
824427978268569602	ray_wincamp	@ProjetoFFans onze #FastCar #BestCover #iHeartAwards	@ProjetoFFans onze #FastCar #BestCover #iHeartAwards
824427979728179204	Ladyxxl	RT @Allochtoons: Reactie graag @gijsrademaker? #FakeNews https://t.co/w8eEyYKE6Y	RT @Allochtoons : Reactie graag @gijsrademaker ? #FakeNews https://t.co/w8eEyYKE6Y
824427980227223552	JorritNuijens	@nandoecolumnist @Frankeren definitie van racisme die u en velen hanteren: elke vorm v discriminatie op grond van ras.	@nandoecolumnist @Frankeren definitie van racisme die u en velen hanteren : elke vorm v discriminatie op grond van ras .
824427980822872064	fabrieksfouten	^SP: RT Yvar: Benieuwd of dit betekent dat ze nu wél iets met hun 'kleinere' kanalen gaan doen... https://t.co/qbiUXtFIqY	^ SP : RT Yvar : Benieuwd of dit betekent dat ze nu wél iets met hun ' kleinere ' kanalen gaan doen ... https://t.co/qbiUXtFIqY
824427985566650369	1001ptsNL	Staatssecretaris Van Dam: geen extra belasting op dierlijke producten https://t.co/nzVrEyejfF https://t.co/TVKOIDeml0	Staatssecretaris Van Dam : geen extra belasting op dierlijke producten https://t.co/nzVrEyejfF https://t.co/TVKOIDeml0
824427990620733441	NathalieN0758	RT @sypwynia: De huur van sociale huurwoning wordt gemiddeld met 30% gesubsidieerd. Dat is meer dan de fiscale subsidiering van d…	RT @sypwynia : De huur van sociale huurwoning wordt gemiddeld met 30% gesubsidieerd . Dat is meer dan de fiscale subsidiering van d…
824427992478785537	blankebelg	@Barttommelein slechte speech rond energie, ocmw SLUIT laagste inkomens uit, gemeentelijk groepsaankoop ook in rot Antwerpen. ENERGIEARMOEDE	@Barttommelein slechte speech rond energie , ocmw SLUIT laagste inkomens uit , gemeentelijk groepsaankoop ook in rot Antwerpen . ENERGIEARMOEDE
824427997662961664	hoodzo	Maar ik vind der wel. Eventueel. Mams,je gaat nog even moeten wachten.	Maar ik vind der wel . Eventueel . Mams , je gaat nog even moeten wachten .
824428003622940672	nikiesse	RT @PvdA: Dacht het niet, Donald. Go Lilianne Ploumen!🌹💪 https://t.co/kHs5naVR0S #Trump	RT @PvdA : Dacht het niet , Donald . Go Lilianne Ploumen !🌹💪 https://t.co/kHs5naVR0S #Trump
824428008773746690	johnkort196	@AdrianaStuijt @NOS Het is laat ik wel heel erg flauw Wil je mij nog een kopje thee drinken hahaha	@AdrianaStuijt @NOS Het is laat ik wel heel erg flauw Wil je mij nog een kopje thee drinken hahaha
824428009235046400	CeyhunTercan	@rayah_tevy @Dutchtuber is toch grapje eh	@rayah_tevy @Dutchtuber is toch grapje eh
824428041598341121	hetdierenbos	RT @Sywert: Trusten tweeps. @potus neemt waar, rustig slapen maar.. https://t.co/3sKW73esAj	RT @Sywert : Trusten tweeps . @potus neemt waar , rustig slapen maar .. https://t.co/3sKW73esAj
824428042416054272	therodelisaa	Werk werk werk werk werk para sa diploma! 👊	Werk werk werk werk werk para sa diploma ! 👊
824428041191522305	spaatsie	RT @NiluZavu: @HuubBellemakers Moslims zijn geen ras. 72 jr na einde WO2 kunnen homos/Joden niet veilig over straat in 020 en dat komt niet…	RT @NiluZavu : @HuubBellemakers Moslims zijn geen ras . 72 jr na einde WO 2 kunnen homos / Joden niet veilig over straat in 020 en dat komt niet …
824428049223610374	openn_eu	#nieuws Coffeeshop blijft nog zeker een week open ondanks 'dwangbrief' gemeente… https://t.co/TzwrQsdANw	#nieuws Coffeeshop blijft nog zeker een week open ondanks ' dwangbrief ' gemeente … https://t.co/TzwrQsdANw
824428049923969025	openn_eu	#nieuws Open NK ijszwemmen in De Waterdam bij licht van bouwlampen - Noordhollands Dagblad… https://t.co/Lzl5SgyQ08	#nieuws Open NK ijszwemmen in De Waterdam bij licht van bouwlampen - Noordhollands Dagblad … https://t.co/Lzl5SgyQ08
824428050590892032	openn_eu	#nieuws Vierlingsbeek Open Air wordt tweedaags festival | Boxmeer ... - De Gelderlander: De… https://t.co/rIuvifnKdI	#nieuws Vierlingsbeek Open Air wordt tweedaags festival | Boxmeer ... - De Gelderlander : De … https://t.co/rIuvifnKdI
824428051257823232	openn_eu	#nieuws De open brief van Rutte was fantastische satire - Volkskrant: Volkskrant De open… https://t.co/kFdjxXKXMY	#nieuws De open brief van Rutte was fantastische satire - Volkskrant : Volkskrant De open … https://t.co/kFdjxXKXMY
824428053707313155	domeinDB	Domeinnaam: "vergelijk-audiovisueelverhuur.nl" is niet verlengd en is vrij voor registratie!. https://t.co/evd7X4v7gs #nederland, #google	Domeinnaam : " vergelijk-audiovisueelverhuur . nl " is niet verlengd en is vrij voor registratie !. https://t.co/evd7X4v7gs #nederland , #google
824428057075351552	Gio_seran	Ahahahaha mannn 😂😂😂 spotify heeft boeng boeng tunes 😂😂😂😋😋😋 wheheheh moro wreed 😂 https://t.co/8RGu2fCI1L	Ahahahaha mannn 😂😂😂 spotify heeft boeng boeng tunes 😂😂😂😋😋😋 wheheheh moro wreed 😂 https://t.co/8RGu2fCI1L
824428057658347520	Eldorado_Radio	radio eldorado - nonstop uit studio vlaardingen draait nu : daniela alfinito - ein bisschen sterben #hits #muziek	radio eldorado - nonstop uit studio vlaardingen draait nu : daniela alfinito - ein bisschen sterben #hits #muziek
824428061303181315	wh4radio	Per.Verz - Waarom (Geproduceerd door Greenbiets)	Per . Verz - Waarom ( Geproduceerd door Greenbiets )
824428062439833600	domeinDB	Domeinnaam: "vergelijk-casinoverhuur.nl" is niet verlengd en is vrij voor registratie!. https://t.co/ZETKO0DgEo #seo, #startups	Domeinnaam : " vergelijk-casinoverhuur . nl " is niet verlengd en is vrij voor registratie !. https://t.co/ZETKO0DgEo #seo , #startups
824428068370575364	domeinDB	Domeinnaam: "vergelijk-cateringaanhuis.nl" is niet verlengd en is vrij voor registratie!. https://t.co/FUHbQoAGxN #internet, #url	Domeinnaam : " vergelijk-cateringaanhuis . nl " is niet verlengd en is vrij voor registratie !. https://t.co/FUHbQoAGxN #internet , #url
824428079821033475	harmbult	RT @j_postma: Kun je mensen wel of niet wegtoveren? Vanavond gaan we erover in debat in De Balie. Met oa Jan Roos (VNL) en Adolf Eichmann (…	RT @j_postma : Kun je mensen wel of niet wegtoveren ? Vanavond gaan we erover in debat in De Balie . Met oa Jan Roos ( VNL ) en Adolf Eichmann (…
824428083235192833	barbecues_xl	Amsterdam verbiedt barbecuen in het Vondelpark - NOS: NOS Amsterdam verbiedt barbecuen in… https://t.co/QA8wAe9ILG	Amsterdam verbiedt barbecuen in het Vondelpark - NOS : NOS Amsterdam verbiedt barbecuen in … https://t.co/QA8wAe9ILG
824428103850012672	AshKetchumNED	Ben benieuwd wat Paul aan het doen is.	Ben benieuwd wat Paul aan het doen is .
824428104882024449	GoedeGoedkope	Nu beschikbaar: Microsoft 65W Power Supply https://t.co/kePajpD7sP	Nu beschikbaar : Microsoft 65W Power Supply https://t.co/kePajpD7sP
824428111643152384	Yukijaraa	Ik heb eigenlijk altijd gezegd dat geen vriend wilde die rookt. Lol mission failed 😂👏🏻 Maare heb de beste	Ik heb eigenlijk altijd gezegd dat geen vriend wilde die rookt . Lol mission failed 😂👏🏻 Maare heb de beste
824428114579169280	turkse_soldaat	@edwin_koning @swsjoerdsma @jesseklaver @michielservaes @telegraaf Er worden geen producten van Turks cyprus geimporteerd. Je praat poep	@edwin_koning @swsjoerdsma @jesseklaver @michielservaes @telegraaf Er worden geen producten van Turks cyprus geimporteerd . Je praat poep
824428129594867714	charlottavanaud	@aartseno tot wanneer? Want was nog niet van plan te vertrekken	@aartseno tot wanneer ? Want was nog niet van plan te vertrekken
824428133877239809	spaatsie	RT @Niek1953: Nu @RTLLateNight zapp, ik kijk niet meer naar die rommel van Tan.	RT @Niek1953 : Nu @RTLLateNight zapp , ik kijk niet meer naar die rommel van Tan .
824428135970172929	nandoecolumnist	@JorritNuijens @Frankeren Je hoeft overigens geen u te zeggen. Zo oud ben ik nou ook weer niet haha	@JorritNuijens @Frankeren Je hoeft overigens geen u te zeggen . Zo oud ben ik nou ook weer niet haha
824428140382523392	Junior22090626	Wat heeft @HHCHardenberg toch een geweldige supporters	Wat heeft @HHCHardenberg toch een geweldige supporters
824428144027463681	loveinground	De enige bank die ik vertrouw is de vensterbank #loveinground	De enige bank die ik vertrouw is de vensterbank #loveinground
824428150360674306	joofnl	vacature: Vertegenwoordiger/zelfstandig agent voor Fast Moving Consumer Goods. https://t.co/GJyx73gXx3 #enschede #vacature #banen	vacature : Vertegenwoordiger / zelfstandig agent voor Fast Moving Consumer Goods . https://t.co/GJyx73gXx3 #enschede #vacature #banen
824428152315318272	GoedeGoedkope	Nu beschikbaar: HP 90A CE390A – Zwart https://t.co/DaFc6HaOXW	Nu beschikbaar : HP 90A CE 390A – Zwart https://t.co/DaFc6HaOXW
824428163056885760	joofnl	vacature: Lead Engineer Besturingssystemen bij Strukton https://t.co/oOwtuIFP9F #enschede #vacature #banen	vacature : Lead Engineer Besturingssystemen bij Strukton https://t.co/oOwtuIFP9F #enschede #vacature #banen
824428163753250816	HwihhNL	Het is 0°C in Hengelo, hoe warm is het bij jou? https://t.co/yGIiAQLCQi #HWIHH	Het is 0°C in Hengelo , hoe warm is het bij jou ? https://t.co/yGIiAQLCQi #HWIHH
824428164587753472	joofnl	vacature: Docent Duits eerste graad https://t.co/ERZ704XPWp #enschede #vacature #banen	vacature : Docent Duits eerste graad https://t.co/ERZ704XPWp #enschede #vacature #banen
824428171609116674	spaatsie	RT @pbartels7: Nee toch zeker ? Strafbare Feiten in de Moskee ??? https://t.co/H9rxEwSXOp	RT @pbartels7 : Nee toch zeker ? Strafbare Feiten in de Moskee ??? https://t.co/H9rxEwSXOp
824428177535725569	HenkBakker25	@cornaldm @JinekLive Jules Deelder zal niet gauw meer uitgenodigd worden voor een talkshow, zeker als het live wordt uitgezonden.	@cornaldm @JinekLive Jules Deelder zal niet gauw meer uitgenodigd worden voor een talkshow , zeker als het live wordt uitgezonden .
824428187501355008	208b9c6a62494ba	RT @arminvanbuuren: 🇳🇱 Op 2 februari open ik mijn nieuwe @asot radio studio! Wil jij erbij zijn? 👉 https://t.co/GmPs2SuFdY https://t.co/dqL…	RT @arminvanbuuren : 🇳🇱 Op 2 februari open ik mijn nieuwe @asot radio studio ! Wil jij erbij zijn ? 👉 https://t.co/GmPs2SuFdY https://t.co/dqL …
824428191041384449	Meeszs	@WillemBosch Daar komt heeeeeeeel veel geld op binnen @Independent	@WillemBosch Daar komt heeeeeeeel veel geld op binnen @Independent
824428191444070400	BackToLauser	onze #ExsAndOhs #BestCover #iHeartAwards	onze #ExsAndOhs #BestCover #iHeartAwards
824428203976626177	adewolff	RT @frankhuiskamp: @adewolff O Arjen, we zijn allang een paar verschrikkelijk tragische executive orders verder. En de hele ontmanteling va…	RT @frankhuiskamp : @adewolff O Arjen , we zijn allang een paar verschrikkelijk tragische executive orders verder . En de hele ontmanteling va …
824428208745566208	Qtee97	teen s bent over https://t.co/rl3kkBH9lA	teen s bent over https://t.co/rl3kkBH9lA
824428211656413188	secondhomemondi	RT @JinekLive: Eva is streng tegen Deelder: "Jules iedereen moet een kans krijgen om iets te zeggen." #jinek https://t.co/9THTiZQvp7	RT @JinekLive : Eva is streng tegen Deelder : " Jules iedereen moet een kans krijgen om iets te zeggen ." #jinek https://t.co/9THTiZQvp7
824428228194553857	2shadesofpurple	RT @verrukkulluk: Nu Trump de aanleg van de oliepijpleidingen hervat, weten we dat "America first" iets geheel anders is dan "the first Ame…	RT @verrukkulluk : Nu Trump de aanleg van de oliepijpleidingen hervat , weten we dat " America first " iets geheel anders is dan " the first Ame …
824428241570172928	Dutchtuber	@CeyhunTercan @rayah_tevy het is inderdaad allemaal in grapje, @fransbauer_ zit in de kast met de bananensplit troffee	@CeyhunTercan @rayah_tevy het is inderdaad allemaal in grapje , @fransbauer_ zit in de kast met de bananensplit troffee
824428246435561473	ParfumX_NL	Falcao stuurt Monaco naar finale tegen PSG https://t.co/GBMcn3v5B9	Falcao stuurt Monaco naar finale tegen PSG https://t.co/GBMcn3v5B9
824428246104178688	NiiekAa	Ik durf me nu niet eens te bewegen. Mijn hartslag is razendsnel en ondertussen blijven er hele nare beelden in mijn hoofd voorbij komen.	Ik durf me nu niet eens te bewegen . Mijn hartslag is razendsnel en ondertussen blijven er hele nare beelden in mijn hoofd voorbij komen .
824428253230276608	keviboy1999	Falcao stuurt Monaco naar finale tegen PSG https://t.co/ig8k2qEKTt	Falcao stuurt Monaco naar finale tegen PSG https://t.co/ig8k2qEKTt
824428256636051456	Leesbaar	@sypwynia daarnaast nog subsidie op de grondprijs, en subsidie op de bouwprijs, plus huursubsidie. 2/2	@sypwynia daarnaast nog subsidie op de grondprijs , en subsidie op de bouwprijs , plus huursubsidie . 2/2
824428261266649088	SLGDVA	RT @YidArmyNL: #StopKoranLessen PUNT UIT! #NederlandWeerVanOns @windwens @Fidelio_is_weer @JackPecozi @lenifillekes @hiawatha33…	RT @YidArmyNL : #StopKoranLessen PUNT UIT ! #NederlandWeerVanOns @windwens @Fidelio_is_weer @JackPecozi @lenifillekes @hiawatha33 …
824428265913790466	prvncesshazz	@fvfhhh yeah Ik me	@fvfhhh yeah Ik me
824428266635268097	turkse_soldaat	@edwin_koning @swsjoerdsma @jesseklaver @michielservaes Voor gulenisten is gevangenisstraf nodig. Mensen zijn in turkije vrij	@edwin_koning @swsjoerdsma @jesseklaver @michielservaes Voor gulenisten is gevangenisstraf nodig . Mensen zijn in turkije vrij
824428271781683200	Meeszs	RT @rcbregman: 1: Rutte die Trump nadoet, geleerden die in de Balie filosoferen over uitzetten Nederlandse burgers. Ondenkbare wordt langza…	RT @rcbregman : 1: Rutte die Trump nadoet , geleerden die in de Balie filosoferen over uitzetten Nederlandse burgers . Ondenkbare wordt langza …
824428291872452610	JorisGallens	@IlRedeimondani Klimaatproblematiek ok, helemaal akkoord. Verder, neen. Problematisch, maar geen Hitler. Maar zeer, zeer problematisch	@IlRedeimondani Klimaatproblematiek ok , helemaal akkoord . Verder , neen . Problematisch , maar geen Hitler . Maar zeer , zeer problematisch
